,date,DX
992,2004-01-14,15.8746
993,2004-01-15,14.1316
994,2004-01-16,18.2727
995,2004-01-20,25.8055
996,2004-01-21,27.9888
997,2004-01-22,30.9819
998,2004-01-23,37.2564
999,2004-01-26,38.5429
1000,2004-01-27,34.3989
1001,2004-01-28,8.7245
1002,2004-01-29,8.7245
1003,2004-01-30,8.1143
1004,2004-02-02,0.956
1005,2004-02-03,2.6204
1006,2004-02-04,7.2682
1007,2004-02-05,11.9519
1008,2004-02-06,11.2945
1009,2004-02-09,13.435
1010,2004-02-10,14.2518
1011,2004-02-11,11.3038
1012,2004-02-12,11.3038
1013,2004-02-13,23.1182
1014,2004-02-17,21.533
1015,2004-02-18,21.1226
1016,2004-02-19,28.9513
1017,2004-02-20,28.9513
1018,2004-02-23,29.4543
1019,2004-02-24,20.9347
1020,2004-02-25,19.1963
1021,2004-02-26,24.8796
1022,2004-02-27,26.5119
1023,2004-03-01,21.8663
1024,2004-03-02,26.1482
1025,2004-03-03,29.6646
1026,2004-03-04,29.9347
1027,2004-03-05,21.1208
1028,2004-03-08,31.689
1029,2004-03-09,37.7654
1030,2004-03-10,41.6126
1031,2004-03-11,46.7216
1032,2004-03-12,46.7216
1033,2004-03-15,49.6836
1034,2004-03-16,49.6836
1035,2004-03-17,44.9563
1036,2004-03-18,53.968
1037,2004-03-19,54.2654
1038,2004-03-22,61.4715
1039,2004-03-23,61.4715
1040,2004-03-24,61.4715
1041,2004-03-25,32.2962
1042,2004-03-26,22.7458
1043,2004-03-29,22.7458
1044,2004-03-30,22.7458
1045,2004-03-31,26.4194
1046,2004-04-01,26.8744
1047,2004-04-02,0.8232
1048,2004-04-05,1.3363
1049,2004-04-06,0.6242
1050,2004-04-07,8.8449
1051,2004-04-08,6.746
1052,2004-04-12,6.746
1053,2004-04-13,5.7774
1054,2004-04-14,6.6688
1055,2004-04-15,14.6065
1056,2004-04-16,14.6065
1057,2004-04-19,7.3787
1058,2004-04-20,1.7524
1059,2004-04-21,0.785
1060,2004-04-22,13.4194
1061,2004-04-23,42.7873
1062,2004-04-26,36.0484
1063,2004-04-27,36.0484
1064,2004-04-28,18.9434
1065,2004-04-29,15.2459
1066,2004-04-30,7.5477
1067,2004-05-03,7.5477
1068,2004-05-04,3.8155
1069,2004-05-05,5.0398
1070,2004-05-06,0.0998
1071,2004-05-07,5.7882
1072,2004-05-10,8.4301
1073,2004-05-11,6.9727
1074,2004-05-12,14.2515
1075,2004-05-13,9.4921
1076,2004-05-14,12.5205
1077,2004-05-17,16.8175
1078,2004-05-18,12.0762
1079,2004-05-19,4.6261
1080,2004-05-20,5.2888
1081,2004-05-21,2.5516
1082,2004-05-24,1.5864
1083,2004-05-25,1.818
1084,2004-05-26,1.818
1085,2004-05-27,0.7491
1086,2004-05-28,3.5157
1087,2004-06-01,0.6352
1088,2004-06-02,0.3528
1089,2004-06-03,4.5805
1090,2004-06-04,1.2641
1091,2004-06-07,4.2564
1092,2004-06-08,10.2217
1093,2004-06-09,10.2217
1094,2004-06-10,13.9999
1095,2004-06-14,16.8925
1096,2004-06-15,32.1742
1097,2004-06-16,32.1742
1098,2004-06-17,39.5624
1099,2004-06-18,47.8241
1100,2004-06-21,49.8162
1101,2004-06-22,38.9934
1102,2004-06-23,39.4391
1103,2004-06-24,43.359
1104,2004-06-25,39.316
1105,2004-06-28,41.1394
1106,2004-06-29,41.1394
1107,2004-06-30,44.5253
1108,2004-07-01,39.5327
1109,2004-07-02,39.5327
1110,2004-07-06,22.8887
1111,2004-07-07,11.0652
1112,2004-07-08,11.0652
1113,2004-07-09,11.0652
1114,2004-07-12,9.49
1115,2004-07-13,9.49
1116,2004-07-14,19.822
1117,2004-07-15,19.822
1118,2004-07-16,2.4403
1119,2004-07-19,4.0389
1120,2004-07-20,9.7465
1121,2004-07-21,35.5915
1122,2004-07-22,35.5915
1123,2004-07-23,14.6868
1124,2004-07-26,19.6758
1125,2004-07-27,18.0582
1126,2004-07-28,18.562
1127,2004-07-29,17.7997
1128,2004-07-30,17.9847
1129,2004-08-02,13.4162
1130,2004-08-03,9.2261
1131,2004-08-04,8.9349
1132,2004-08-05,2.7082
1133,2004-08-06,12.3771
1134,2004-08-09,12.3771
1135,2004-08-10,1.0121
1136,2004-08-11,2.1206
1137,2004-08-12,9.384
1138,2004-08-13,25.053
1139,2004-08-16,25.053
1140,2004-08-17,20.4868
1141,2004-08-18,17.4765
1142,2004-08-19,17.4765
1143,2004-08-20,17.4765
1144,2004-08-23,17.4765
1145,2004-08-24,13.6983
1146,2004-08-25,7.8029
1147,2004-08-26,7.8029
1148,2004-08-27,6.3481
1149,2004-08-30,19.9871
1150,2004-08-31,19.9871
1151,2004-09-01,13.8625
1152,2004-09-02,9.1699
1153,2004-09-03,14.9359
1154,2004-09-07,14.9359
1155,2004-09-08,12.122
1156,2004-09-09,12.0961
1157,2004-09-10,10.7491
1158,2004-09-13,21.6501
1159,2004-09-14,21.6501
1160,2004-09-15,24.6624
1161,2004-09-16,24.6624
1162,2004-09-17,17.7187
1163,2004-09-20,13.2904
1164,2004-09-21,15.5205
1165,2004-09-22,7.8555
1166,2004-09-23,7.8555
1167,2004-09-24,5.2756
1168,2004-09-27,7.2768
1169,2004-09-28,10.2699
1170,2004-09-29,1.9467
1171,2004-09-30,5.2935
1172,2004-10-01,20.4432
1173,2004-10-04,23.8311
1174,2004-10-05,23.8311
1175,2004-10-06,26.3386
1176,2004-10-07,23.3755
1177,2004-10-08,15.6273
1178,2004-10-11,14.0402
1179,2004-10-12,9.3024
1180,2004-10-13,12.7981
1181,2004-10-14,7.222
1182,2004-10-15,9.8826
1183,2004-10-18,16.4992
1184,2004-10-19,20.5906
1185,2004-10-20,25.011
1186,2004-10-21,28.6682
1187,2004-10-22,2.9912
1188,2004-10-25,3.8308
1189,2004-10-26,0.1126
1190,2004-10-27,12.279
1191,2004-10-28,16.7518
1192,2004-10-29,2.7462
1193,2004-11-01,5.9622
1194,2004-11-02,10.5147
1195,2004-11-03,14.6359
1196,2004-11-04,21.9894
1197,2004-11-05,28.6445
1198,2004-11-08,30.7184
1199,2004-11-09,37.2748
1200,2004-11-10,38.9076
1201,2004-11-11,40.1013
1202,2004-11-12,41.8938
1203,2004-11-15,15.6668
1204,2004-11-16,17.6945
1205,2004-11-17,17.2986
1206,2004-11-18,18.1677
1207,2004-11-19,20.5125
1208,2004-11-22,42.1169
1209,2004-11-23,42.1169
1210,2004-11-24,41.4713
1211,2004-11-26,39.4708
1212,2004-11-29,36.5351
1213,2004-11-30,35.153
1214,2004-12-01,28.969
1215,2004-12-02,26.2662
1216,2004-12-03,25.3445
1217,2004-12-06,26.335
1218,2004-12-07,27.3497
1219,2004-12-08,28.6793
1220,2004-12-09,28.6793
1221,2004-12-10,28.6793
1222,2004-12-13,30.8125
1223,2004-12-14,29.2474
1224,2004-12-15,27.008
1225,2004-12-16,28.1315
1226,2004-12-17,32.0734
1227,2004-12-20,32.0734
1228,2004-12-21,31.3306
1229,2004-12-22,34.4358
1230,2004-12-23,34.4358
1231,2004-12-27,34.6405
1232,2004-12-28,35.0672
1233,2004-12-29,35.0672
1234,2004-12-30,36.6931
1235,2004-12-31,38.2966
1236,2005-01-03,35.7121
1237,2005-01-04,28.1494
1238,2005-01-05,28.1494
1239,2005-01-06,31.5342
1240,2005-01-07,32.0922
1241,2005-01-10,34.3561
1242,2005-01-11,34.3561
1243,2005-01-12,32.5204
1244,2005-01-13,44.7124
1245,2005-01-14,47.3258
1246,2005-01-18,51.3595
1247,2005-01-19,51.3595
1248,2005-01-20,54.8086
1249,2005-01-21,56.6089
1250,2005-01-24,56.6089
1251,2005-01-25,44.4905
1252,2005-01-26,44.4905
1253,2005-01-27,45.7153
1254,2005-01-28,18.6974
1255,2005-01-31,18.6974
1256,2005-02-01,18.6974
1257,2005-02-02,15.1402
1258,2005-02-03,21.504
1259,2005-02-04,21.504
1260,2005-02-07,24.2979
1261,2005-02-08,22.0095
1262,2005-02-09,26.2946
1263,2005-02-10,27.6887
1264,2005-02-11,33.9363
1265,2005-02-14,33.9363
1266,2005-02-15,35.5598
1267,2005-02-16,41.3271
1268,2005-02-17,43.2952
1269,2005-02-18,48.4916
1270,2005-02-22,53.0232
1271,2005-02-23,53.6668
1272,2005-02-24,47.2873
1273,2005-02-25,47.2873
1274,2005-02-28,47.8306
1275,2005-03-01,44.751
1276,2005-03-02,39.4015
1277,2005-03-03,40.0677
1278,2005-03-04,40.4124
1279,2005-03-07,8.2847
1280,2005-03-08,8.2847
1281,2005-03-09,11.0462
1282,2005-03-10,12.4339
1283,2005-03-11,20.6828
1284,2005-03-14,24.6171
1285,2005-03-15,19.0241
1286,2005-03-16,30.9771
1287,2005-03-17,31.9388
1288,2005-03-18,39.3512
1289,2005-03-21,42.7632
1290,2005-03-22,47.3248
1291,2005-03-23,39.9154
1292,2005-03-24,35.1457
1293,2005-03-28,35.7167
1294,2005-03-29,44.9856
1295,2005-03-30,44.9856
1296,2005-03-31,37.6373
1297,2005-04-01,35.256
1298,2005-04-04,39.6832
1299,2005-04-05,26.0716
1300,2005-04-06,6.116
1301,2005-04-07,1.0064
1302,2005-04-08,5.2351
1303,2005-04-11,3.2997
1304,2005-04-12,11.5213
1305,2005-04-13,14.7021
1306,2005-04-14,8.1537
1307,2005-04-15,6.5827
1308,2005-04-18,6.9006
1309,2005-04-19,6.9006
1310,2005-04-20,11.8848
1311,2005-04-21,11.148
1312,2005-04-22,11.148
1313,2005-04-25,12.0205
1314,2005-04-26,7.5727
1315,2005-04-27,3.6033
1316,2005-04-28,2.9103
1317,2005-04-29,9.1188
1318,2005-05-02,10.8507
1319,2005-05-03,12.0272
1320,2005-05-04,12.0272
1321,2005-05-05,10.8119
1322,2005-05-06,15.6291
1323,2005-05-09,9.8026
1324,2005-05-10,1.0013
1325,2005-05-11,5.255
1326,2005-05-12,0.1748
1327,2005-05-13,8.7646
1328,2005-05-16,12.0438
1329,2005-05-17,12.0438
1330,2005-05-18,1.3061
1331,2005-05-19,4.6357
1332,2005-05-20,4.6357
1333,2005-05-23,8.8662
1334,2005-05-24,8.1926
1335,2005-05-25,0.9592
1336,2005-05-26,7.7467
1337,2005-05-27,10.2794
1338,2005-05-31,8.1949
1339,2005-06-01,3.3949
1340,2005-06-02,3.3949
1341,2005-06-03,6.4586
1342,2005-06-06,7.3876
1343,2005-06-07,3.6883
1344,2005-06-08,3.6883
1345,2005-06-09,3.6883
1346,2005-06-10,3.3154
1347,2005-06-13,0.2491
1348,2005-06-14,0.5278
1349,2005-06-15,5.5368
1350,2005-06-16,11.3219
1351,2005-06-17,8.6943
1352,2005-06-20,8.6943
1353,2005-06-21,8.6943
1354,2005-06-22,5.3118
1355,2005-06-23,9.8718
1356,2005-06-24,4.5812
1357,2005-06-27,4.5812
1358,2005-06-28,4.5347
1359,2005-06-29,9.609
1360,2005-06-30,1.1221
1361,2005-07-01,5.3092
1362,2005-07-05,3.3048
1363,2005-07-06,3.3048
1364,2005-07-07,4.896
1365,2005-07-08,11.1595
1366,2005-07-11,19.3623
1367,2005-07-12,26.0175
1368,2005-07-13,29.3425
1369,2005-07-14,37.3253
1370,2005-07-15,35.4838
1371,2005-07-18,26.5525
1372,2005-07-19,36.6614
1373,2005-07-20,36.6614
1374,2005-07-21,41.5092
1375,2005-07-22,19.8753
1376,2005-07-25,19.8753
1377,2005-07-26,15.6764
1378,2005-07-27,17.2028
1379,2005-07-28,18.497
1380,2005-07-29,22.3307
1381,2005-08-01,23.5918
1382,2005-08-02,40.8098
1383,2005-08-03,48.4158
1384,2005-08-04,49.3229
1385,2005-08-05,54.6045
1386,2005-08-08,48.3178
1387,2005-08-09,45.749
1388,2005-08-10,39.9185
1389,2005-08-11,39.9185
1390,2005-08-12,39.9185
1391,2005-08-15,31.8443
1392,2005-08-16,31.8443
1393,2005-08-17,30.2657
1394,2005-08-18,30.2657
1395,2005-08-19,26.0637
1396,2005-08-22,32.0616
1397,2005-08-23,30.7731
1398,2005-08-24,32.8423
1399,2005-08-25,32.8423
1400,2005-08-26,32.8423
1401,2005-08-29,36.5301
1402,2005-08-30,36.5301
1403,2005-08-31,41.5123
1404,2005-09-01,41.5123
1405,2005-09-02,31.6942
1406,2005-09-06,32.244
1407,2005-09-07,23.8442
1408,2005-09-08,10.0599
1409,2005-09-09,10.0599
1410,2005-09-12,9.5733
1411,2005-09-13,2.9534
1412,2005-09-14,0.0293
1413,2005-09-15,3.3963
1414,2005-09-16,13.0315
1415,2005-09-19,16.8716
1416,2005-09-20,22.4426
1417,2005-09-21,29.9955
1418,2005-09-22,36.9554
1419,2005-09-23,37.6544
1420,2005-09-26,37.6544
1421,2005-09-27,37.6544
1422,2005-09-28,16.5514
1423,2005-09-29,11.0067
1424,2005-09-30,11.0067
1425,2005-10-03,16.7455
1426,2005-10-04,34.7287
1427,2005-10-05,36.4051
1428,2005-10-06,39.2781
1429,2005-10-07,39.4837
1430,2005-10-10,42.9402
1431,2005-10-11,44.8893
1432,2005-10-12,37.4793
1433,2005-10-13,4.1802
1434,2005-10-14,4.1802
1435,2005-10-17,5.8635
1436,2005-10-18,1.4351
1437,2005-10-19,6.2329
1438,2005-10-20,7.3669
1439,2005-10-21,1.856
1440,2005-10-24,4.8791
1441,2005-10-25,5.7955
1442,2005-10-26,11.7608
1443,2005-10-27,8.8584
1444,2005-10-28,18.0968
1445,2005-10-31,23.0678
1446,2005-11-01,29.7986
1447,2005-11-02,37.476
1448,2005-11-03,39.8977
1449,2005-11-04,41.0984
1450,2005-11-07,47.0049
1451,2005-11-08,48.4568
1452,2005-11-09,48.4568
1453,2005-11-10,35.9474
1454,2005-11-11,40.1916
1455,2005-11-14,41.0462
1456,2005-11-15,42.7712
1457,2005-11-16,48.1961
1458,2005-11-17,49.9627
1459,2005-11-18,53.4324
1460,2005-11-21,37.3703
1461,2005-11-22,37.3703
1462,2005-11-23,32.7507
1463,2005-11-25,22.7899
1464,2005-11-28,22.7899
1465,2005-11-29,22.7899
1466,2005-11-30,22.7899
1467,2005-12-01,30.4924
1468,2005-12-02,30.4924
1469,2005-12-05,27.0949
1470,2005-12-06,25.8019
1471,2005-12-07,20.2233
1472,2005-12-08,21.9058
1473,2005-12-09,22.4794
1474,2005-12-12,9.3715
1475,2005-12-13,2.3401
1476,2005-12-14,7.0999
1477,2005-12-15,8.3537
1478,2005-12-16,8.3537
1479,2005-12-19,13.5262
1480,2005-12-20,13.1062
1481,2005-12-21,11.8001
1482,2005-12-22,21.097
1483,2005-12-23,21.097
1484,2005-12-27,12.9454
1485,2005-12-28,16.2478
1486,2005-12-29,19.1533
1487,2005-12-30,24.082
1488,2006-01-03,2.8438
1489,2006-01-04,5.3195
1490,2006-01-05,6.8949
1491,2006-01-06,6.8391
1492,2006-01-09,4.4839
1493,2006-01-10,9.5793
1494,2006-01-11,2.3546
1495,2006-01-12,2.3546
1496,2006-01-13,2.3546
1497,2006-01-17,1.37
1498,2006-01-18,7.7919
1499,2006-01-19,1.0265
1500,2006-01-20,15.4884
1501,2006-01-23,15.4884
1502,2006-01-24,17.5142
1503,2006-01-25,13.232
1504,2006-01-26,8.0471
1505,2006-01-27,22.5619
1506,2006-01-30,26.6499
1507,2006-01-31,30.0323
1508,2006-02-01,26.6511
1509,2006-02-02,20.3617
1510,2006-02-03,14.3826
1511,2006-02-06,7.6794
1512,2006-02-07,0.7207
1513,2006-02-08,1.6683
1514,2006-02-09,3.1196
1515,2006-02-10,6.5087
1516,2006-02-13,10.5102
1517,2006-02-14,10.5102
1518,2006-02-15,3.3055
1519,2006-02-16,3.3055
1520,2006-02-17,3.5841
1521,2006-02-21,9.6148
1522,2006-02-22,5.2068
1523,2006-02-23,4.2579
1524,2006-02-24,4.8581
1525,2006-02-27,10.4971
1526,2006-02-28,11.5459
1527,2006-03-01,11.5459
1528,2006-03-02,9.7644
1529,2006-03-03,4.1608
1530,2006-03-06,4.1608
1531,2006-03-07,3.4295
1532,2006-03-08,15.8657
1533,2006-03-09,15.8657
1534,2006-03-10,11.1094
1535,2006-03-13,13.2949
1536,2006-03-14,16.0871
1537,2006-03-15,18.2457
1538,2006-03-16,19.1791
1539,2006-03-17,24.6322
1540,2006-03-20,33.315
1541,2006-03-21,38.5121
1542,2006-03-22,5.3109
1543,2006-03-23,1.3725
1544,2006-03-24,4.4137
1545,2006-03-27,6.8865
1546,2006-03-28,1.0758
1547,2006-03-29,1.0758
1548,2006-03-30,6.6961
1549,2006-03-31,10.9295
1550,2006-04-03,15.9538
1551,2006-04-04,17.7623
1552,2006-04-05,21.3507
1553,2006-04-06,11.5405
1554,2006-04-07,6.8268
1555,2006-04-10,5.8181
1556,2006-04-11,0.7578
1557,2006-04-12,1.7221
1558,2006-04-13,1.7221
1559,2006-04-17,10.4038
1560,2006-04-18,4.4106
1561,2006-04-19,4.4106
1562,2006-04-20,3.8492
1563,2006-04-21,2.4054
1564,2006-04-24,1.7606
1565,2006-04-25,1.7606
1566,2006-04-26,1.7606
1567,2006-04-27,14.3423
1568,2006-04-28,42.5666
1569,2006-05-01,30.9033
1570,2006-05-02,33.0928
1571,2006-05-03,40.8771
1572,2006-05-04,40.9735
1573,2006-05-05,34.5103
1574,2006-05-08,13.8978
1575,2006-05-09,14.1616
1576,2006-05-10,14.1616
1577,2006-05-11,20.1256
1578,2006-05-12,21.4316
1579,2006-05-15,21.7011
1580,2006-05-16,6.8473
1581,2006-05-17,9.5634
1582,2006-05-18,8.4556
1583,2006-05-19,12.1996
1584,2006-05-22,9.8354
1585,2006-05-23,2.981
1586,2006-05-24,0.0622
1587,2006-05-25,6.5642
1588,2006-05-26,6.5642
1589,2006-05-30,1.428
1590,2006-05-31,9.7412
1591,2006-06-01,10.2292
1592,2006-06-02,7.1797
1593,2006-06-05,10.3138
1594,2006-06-06,18.5191
1595,2006-06-07,18.5191
1596,2006-06-08,19.1618
1597,2006-06-09,19.1618
1598,2006-06-12,23.6653
1599,2006-06-13,27.4487
1600,2006-06-14,27.4487
1601,2006-06-15,22.138
1602,2006-06-16,18.0548
1603,2006-06-19,9.8058
1604,2006-06-20,5.9085
1605,2006-06-21,2.9241
1606,2006-06-22,3.3593
1607,2006-06-23,3.0459
1608,2006-06-26,2.568
1609,2006-06-27,3.7738
1610,2006-06-28,5.8171
1611,2006-06-29,13.939
1612,2006-06-30,14.3483
1613,2006-07-03,15.8229
1614,2006-07-05,11.4931
1615,2006-07-06,13.5346
1616,2006-07-07,9.9744
1617,2006-07-10,12.6184
1618,2006-07-11,4.5497
1619,2006-07-12,7.3377
1620,2006-07-13,15.3615
1621,2006-07-14,15.7765
1622,2006-07-17,14.0113
1623,2006-07-18,9.6133
1624,2006-07-19,7.8485
1625,2006-07-20,7.8485
1626,2006-07-21,21.6741
1627,2006-07-24,21.6741
1628,2006-07-25,24.8834
1629,2006-07-26,28.9703
1630,2006-07-27,19.5556
1631,2006-07-28,19.5556
1632,2006-07-31,22.2244
1633,2006-08-01,17.5335
1634,2006-08-02,21.4978
1635,2006-08-03,23.0534
1636,2006-08-04,23.2557
1637,2006-08-07,23.2557
1638,2006-08-08,24.1312
1639,2006-08-09,26.7694
1640,2006-08-10,26.7694
1641,2006-08-11,21.3161
1642,2006-08-14,24.9569
1643,2006-08-15,26.1558
1644,2006-08-16,28.0906
1645,2006-08-17,28.5831
1646,2006-08-18,48.1902
1647,2006-08-21,52.5041
1648,2006-08-22,53.9723
1649,2006-08-23,49.9107
1650,2006-08-24,49.0828
1651,2006-08-25,51.0738
1652,2006-08-28,51.0738
1653,2006-08-29,48.3197
1654,2006-08-30,48.3197
1655,2006-08-31,49.8395
1656,2006-09-01,47.806
1657,2006-09-05,43.7002
1658,2006-09-06,41.1212
1659,2006-09-07,35.0003
1660,2006-09-08,37.1524
1661,2006-09-11,40.8191
1662,2006-09-12,41.495
1663,2006-09-13,29.5948
1664,2006-09-14,38.992
1665,2006-09-15,47.1585
1666,2006-09-18,48.7982
1667,2006-09-19,48.7982
1668,2006-09-20,53.4406
1669,2006-09-21,46.6822
1670,2006-09-22,30.6708
1671,2006-09-25,37.2919
1672,2006-09-26,39.613
1673,2006-09-27,42.211
1674,2006-09-28,43.0704
1675,2006-09-29,40.8653
1676,2006-10-02,42.1787
1677,2006-10-03,42.1787
1678,2006-10-04,50.5269
1679,2006-10-05,52.77
1680,2006-10-06,46.702
1681,2006-10-09,45.3001
1682,2006-10-10,37.0295
1683,2006-10-11,36.1233
1684,2006-10-12,47.4613
1685,2006-10-13,53.1132
1686,2006-10-16,53.1132
1687,2006-10-17,46.1493
1688,2006-10-18,49.0493
1689,2006-10-19,43.0763
1690,2006-10-20,43.7374
1691,2006-10-23,47.0568
1692,2006-10-24,44.8085
1693,2006-10-25,45.3364
1694,2006-10-26,40.6178
1695,2006-10-27,47.4431
1696,2006-10-30,48.2667
1697,2006-10-31,48.4385
1698,2006-11-01,50.8199
1699,2006-11-02,44.7825
1700,2006-11-03,46.1071
1701,2006-11-06,48.3434
1702,2006-11-07,48.7186
1703,2006-11-08,51.6587
1704,2006-11-09,54.5734
1705,2006-11-10,54.5734
1706,2006-11-13,57.4182
1707,2006-11-14,52.1098
1708,2006-11-15,52.1098
1709,2006-11-16,57.0955
1710,2006-11-17,57.0955
1711,2006-11-20,63.933
1712,2006-11-21,63.9343
1713,2006-11-22,63.9343
1714,2006-11-24,52.8195
1715,2006-11-27,36.092
1716,2006-11-28,26.6755
1717,2006-11-29,35.1742
1718,2006-11-30,30.5678
1719,2006-12-01,13.8546
1720,2006-12-04,19.459
1721,2006-12-05,14.4705
1722,2006-12-06,8.995
1723,2006-12-07,6.9751
1724,2006-12-08,15.9886
1725,2006-12-11,24.1894
1726,2006-12-12,24.1894
1727,2006-12-13,24.1894
1728,2006-12-14,34.4298
1729,2006-12-15,37.2171
1730,2006-12-18,27.6883
1731,2006-12-19,18.9904
1732,2006-12-20,20.5848
1733,2006-12-21,17.7957
1734,2006-12-22,8.8513
1735,2006-12-26,2.1956
1736,2006-12-27,5.7791
1737,2006-12-28,2.7313
1738,2006-12-29,6.1471
1739,2007-01-03,6.2684
1740,2007-01-04,6.2684
1741,2007-01-05,6.2684
1742,2007-01-08,4.3524
1743,2007-01-09,6.5984
1744,2007-01-10,2.4442
1745,2007-01-11,18.4345
1746,2007-01-12,29.6638
1747,2007-01-16,30.6065
1748,2007-01-17,29.9952
1749,2007-01-18,23.6002
1750,2007-01-19,20.3362
1751,2007-01-22,15.1006
1752,2007-01-23,15.1006
1753,2007-01-24,22.1864
1754,2007-01-25,16.1822
1755,2007-01-26,16.1822
1756,2007-01-29,8.5022
1757,2007-01-30,2.9897
1758,2007-01-31,13.6153
1759,2007-02-01,13.6153
1760,2007-02-02,6.8496
1761,2007-02-05,10.0631
1762,2007-02-06,13.8509
1763,2007-02-07,13.8509
1764,2007-02-08,11.1216
1765,2007-02-09,16.7908
1766,2007-02-12,18.8098
1767,2007-02-13,15.563
1768,2007-02-14,2.4367
1769,2007-02-15,2.4367
1770,2007-02-16,14.8982
1771,2007-02-20,18.3618
1772,2007-02-21,5.0969
1773,2007-02-22,1.7014
1774,2007-02-23,7.3718
1775,2007-02-26,8.8074
1776,2007-02-27,26.4608
1777,2007-02-28,26.4608
1778,2007-03-01,29.2598
1779,2007-03-02,29.2598
1780,2007-03-05,34.3592
1781,2007-03-06,33.491
1782,2007-03-07,34.9656
1783,2007-03-08,46.7679
1784,2007-03-09,46.7679
1785,2007-03-12,46.7679
1786,2007-03-13,51.323
1787,2007-03-14,51.323
1788,2007-03-15,48.9689
1789,2007-03-16,48.6212
1790,2007-03-19,36.8537
1791,2007-03-20,26.883
1792,2007-03-21,17.087
1793,2007-03-22,16.2994
1794,2007-03-23,20.2522
1795,2007-03-26,22.0963
1796,2007-03-27,23.033
1797,2007-03-28,27.614
1798,2007-03-29,27.614
1799,2007-03-30,24.1746
1800,2007-04-02,24.1746
1801,2007-04-03,19.747
1802,2007-04-04,0.8612
1803,2007-04-05,0.8612
1804,2007-04-09,2.6657
1805,2007-04-10,1.899
1806,2007-04-11,7.7409
1807,2007-04-12,6.2925
1808,2007-04-13,3.9391
1809,2007-04-16,2.4468
1810,2007-04-17,1.7124
1811,2007-04-18,4.1399
1812,2007-04-19,2.3648
1813,2007-04-20,8.1305
1814,2007-04-23,7.1787
1815,2007-04-24,4.5944
1816,2007-04-25,5.793
1817,2007-04-26,15.5385
1818,2007-04-27,41.0425
1819,2007-04-30,39.1335
1820,2007-05-01,39.8477
1821,2007-05-02,43.6086
1822,2007-05-03,47.5704
1823,2007-05-04,39.5789
1824,2007-05-07,40.4293
1825,2007-05-08,42.9588
1826,2007-05-09,42.6045
1827,2007-05-10,41.1317
1828,2007-05-11,41.921
1829,2007-05-14,42.0844
1830,2007-05-15,43.7509
1831,2007-05-16,42.4565
1832,2007-05-17,43.3514
1833,2007-05-18,27.4896
1834,2007-05-21,31.0807
1835,2007-05-22,28.326
1836,2007-05-23,24.7772
1837,2007-05-24,4.215
1838,2007-05-25,4.215
1839,2007-05-29,8.8532
1840,2007-05-30,16.3752
1841,2007-05-31,17.0954
1842,2007-06-01,15.0101
1843,2007-06-04,9.8617
1844,2007-06-05,7.4978
1845,2007-06-06,4.7854
1846,2007-06-07,14.0481
1847,2007-06-08,18.2655
1848,2007-06-11,12.1512
1849,2007-06-12,16.0007
1850,2007-06-13,10.5812
1851,2007-06-14,1.7507
1852,2007-06-15,2.8756
1853,2007-06-18,2.5868
1854,2007-06-19,1.3883
1855,2007-06-20,10.2062
1856,2007-06-21,11.4748
1857,2007-06-22,22.1289
1858,2007-06-25,23.6018
1859,2007-06-26,22.5561
1860,2007-06-27,17.3315
1861,2007-06-28,16.6337
1862,2007-06-29,30.5477
1863,2007-07-02,30.5477
1864,2007-07-03,16.4188
1865,2007-07-05,16.4188
1866,2007-07-06,20.288
1867,2007-07-09,20.288
1868,2007-07-10,33.0199
1869,2007-07-11,33.0199
1870,2007-07-12,17.7977
1871,2007-07-13,17.7977
1872,2007-07-16,11.0626
1873,2007-07-17,5.4853
1874,2007-07-18,7.5249
1875,2007-07-19,24.1746
1876,2007-07-20,20.4996
1877,2007-07-23,25.7843
1878,2007-07-24,15.4354
1879,2007-07-25,7.7004
1880,2007-07-26,8.6051
1881,2007-07-27,11.0769
1882,2007-07-30,17.4967
1883,2007-07-31,12.7727
1884,2007-08-01,15.3102
1885,2007-08-02,10.2463
1886,2007-08-03,12.2739
1887,2007-08-06,14.8063
1888,2007-08-07,9.2723
1889,2007-08-08,4.6017
1890,2007-08-09,9.9428
1891,2007-08-10,20.5933
1892,2007-08-13,20.5933
1893,2007-08-14,24.205
1894,2007-08-15,26.4072
1895,2007-08-16,33.7061
1896,2007-08-17,33.7061
1897,2007-08-20,27.4773
1898,2007-08-21,30.4599
1899,2007-08-22,30.4599
1900,2007-08-23,30.1774
1901,2007-08-24,16.6212
1902,2007-08-27,16.6212
1903,2007-08-28,24.9422
1904,2007-08-29,21.8085
1905,2007-08-30,13.7968
1906,2007-08-31,13.7968
1907,2007-09-04,9.3155
1908,2007-09-05,10.5514
1909,2007-09-06,3.6144
1910,2007-09-07,8.5749
1911,2007-09-10,8.5749
1912,2007-09-11,3.4454
1913,2007-09-12,1.92
1914,2007-09-13,4.0627
1915,2007-09-14,1.9781
1916,2007-09-17,4.5623
1917,2007-09-18,12.5131
1918,2007-09-19,12.5131
1919,2007-09-20,12.5131
1920,2007-09-21,5.76
1921,2007-09-24,13.294
1922,2007-09-25,13.294
1923,2007-09-26,19.145
1924,2007-09-27,17.989
1925,2007-09-28,11.9844
1926,2007-10-01,14.1738
1927,2007-10-02,15.5013
1928,2007-10-03,7.3452
1929,2007-10-04,7.3452
1930,2007-10-05,12.7115
