,date,open,high,low,close,adjusted close,volume,dividend amount,split coefficient
0,2000-01-03,6961.7202,7159.3301,6720.8701,6750.7598,6750.7598,43072500.0,0.0,1.0
1,2000-01-04,6747.2402,6755.3599,6510.46,6586.9502,6586.9502,46678400.0,0.0,1.0
2,2000-01-05,6585.8501,6585.8501,6388.9102,6502.0698,6502.0698,52682800.0,0.0,1.0
3,2000-01-06,6501.4502,6539.3101,6402.6299,6474.9199,6474.9199,41180600.0,0.0,1.0
4,2000-01-07,6489.9399,6791.5298,6470.1401,6780.96,6780.96,56058900.0,0.0,1.0
5,2000-01-10,6785.4702,6975.2598,6785.4702,6925.52,6925.52,42006200.0,0.0,1.0
6,2000-01-11,6926.04,6943.8301,6821.2598,6891.25,6891.25,43890000.0,0.0,1.0
7,2000-01-12,6878.9199,6913.5,6783.2202,6912.8101,6912.8101,34683100.0,0.0,1.0
8,2000-01-13,6913.1299,7106.4502,6898.6899,6955.98,6955.98,48116200.0,0.0,1.0
9,2000-01-14,6960.29,7207.4502,6960.29,7173.2202,7173.2202,47040900.0,0.0,1.0
10,2000-01-17,7177.48,7297.04,7112.9702,7258.8999,7258.8999,44872800.0,0.0,1.0
11,2000-01-18,7262.21,7306.48,7053.8599,7072.1201,7072.1201,46792700.0,0.0,1.0
12,2000-01-19,7065.3101,7110.1899,6987.1201,7091.04,7091.04,43646500.0,0.0,1.0
13,2000-01-20,7095.98,7230.75,7076.8101,7112.6602,7112.6602,46411600.0,0.0,1.0
14,2000-01-21,7103.7002,7103.7002,6939.9399,6992.75,6992.75,47471900.0,0.0,1.0
15,2000-01-24,6987.5898,7092.5,6921.9702,6931.9902,6931.9902,33473100.0,0.0,1.0
16,2000-01-25,6928.0801,6928.0801,6809.6401,6809.6401,6809.6401,44769800.0,0.0,1.0
17,2000-01-26,6838.0498,6980.9302,6838.0498,6969.3701,6969.3701,40597700.0,0.0,1.0
18,2000-01-27,6983.4199,7169.8701,6944.6499,7126.1299,7126.1299,43804300.0,0.0,1.0
19,2000-01-28,7128.0098,7214.5801,7040.4902,7066.6001,7066.6001,35825300.0,0.0,1.0
20,2000-01-31,7054.2402,7054.2402,6816.54,6835.6001,6835.6001,41254200.0,0.0,1.0
21,2000-02-01,6841.1201,7052.2202,6841.1201,7050.46,7050.46,48053900.0,0.0,1.0
22,2000-02-02,7063.5698,7172.0498,7038.71,7171.9502,7171.9502,43122700.0,0.0,1.0
23,2000-02-03,7175.8701,7354.5601,7134.4199,7354.2598,7354.2598,60250500.0,0.0,1.0
24,2000-02-04,7355.6899,7491.79,7338.1499,7444.6099,7444.6099,52464500.0,0.0,1.0
25,2000-02-07,7450.79,7450.79,7270.3999,7296.3198,7296.3198,38538900.0,0.0,1.0
26,2000-02-08,7295.6099,7570.5498,7263.1899,7549.8799,7549.8799,47194000.0,0.0,1.0
27,2000-02-09,7566.6802,7676.5601,7526.0801,7629.1099,7629.1099,54626900.0,0.0,1.0
