,date,EMA
1004,2004-01-30,27.8435
1005,2004-02-02,27.8013
1006,2004-02-03,27.7526
1007,2004-02-04,27.6819
1008,2004-02-05,27.6131
1009,2004-02-06,27.5624
1010,2004-02-09,27.4993
1011,2004-02-10,27.4536
1012,2004-02-11,27.4247
1013,2004-02-12,27.3795
1014,2004-02-13,27.3043
1015,2004-02-17,27.2744
1016,2004-02-18,27.2263
1017,2004-02-19,27.1534
1018,2004-02-20,27.0978
1019,2004-02-23,27.0513
1020,2004-02-24,27.035
1021,2004-02-25,27.0031
1022,2004-02-26,26.9552
1023,2004-02-27,26.9147
1024,2004-03-01,26.8943
1025,2004-03-02,26.8462
1026,2004-03-03,26.8009
1027,2004-03-04,26.7598
1028,2004-03-05,26.7208
1029,2004-03-08,26.636
1030,2004-03-09,26.5487
1031,2004-03-10,26.4365
1032,2004-03-11,26.3082
1033,2004-03-12,26.2198
1034,2004-03-15,26.1189
1035,2004-03-16,26.0295
1036,2004-03-17,25.9438
1037,2004-03-18,25.8435
1038,2004-03-19,25.7279
1039,2004-03-22,25.6109
1040,2004-03-23,25.4718
1041,2004-03-24,25.3707
1042,2004-03-25,25.3535
1043,2004-03-26,25.3227
1044,2004-03-29,25.3215
1045,2004-03-30,25.3099
1046,2004-03-31,25.2737
1047,2004-04-01,25.2553
1048,2004-04-02,25.3119
1049,2004-04-05,25.3728
1050,2004-04-06,25.4135
1051,2004-04-07,25.4303
1052,2004-04-08,25.435
1053,2004-04-12,25.4517
1054,2004-04-13,25.4515
1055,2004-04-14,25.4571
1056,2004-04-15,25.434
1057,2004-04-16,25.4079
1058,2004-04-19,25.4196
1059,2004-04-20,25.411
1060,2004-04-21,25.4147
1061,2004-04-22,25.4657
1062,2004-04-23,25.6633
1063,2004-04-26,25.8134
1064,2004-04-27,25.9474
1065,2004-04-28,26.0057
1066,2004-04-29,26.0509
1067,2004-04-30,26.0584
1068,2004-05-03,26.0862
1069,2004-05-04,26.1094
1070,2004-05-05,26.1276
1071,2004-05-06,26.1269
1072,2004-05-07,26.0938
1073,2004-05-10,26.0782
1074,2004-05-11,26.0651
1075,2004-05-12,26.0531
1076,2004-05-13,26.0576
1077,2004-05-14,26.0388
1078,2004-05-17,25.9913
1079,2004-05-18,25.9759
1080,2004-05-19,25.942
1081,2004-05-20,25.9218
1082,2004-05-21,25.9188
1083,2004-05-24,25.9037
1084,2004-05-25,25.9224
1085,2004-05-26,25.9431
1086,2004-05-27,25.9666
1087,2004-05-28,25.9917
1088,2004-06-01,26.003
1089,2004-06-02,26.0151
1090,2004-06-03,26.0032
1091,2004-06-04,25.9981
1092,2004-06-07,26.0392
1093,2004-06-08,26.0926
1094,2004-06-09,26.1286
1095,2004-06-10,26.1897
1096,2004-06-14,26.2573
1097,2004-06-15,26.3666
1098,2004-06-16,26.4574
1099,2004-06-17,26.5823
1100,2004-06-18,26.7507
1101,2004-06-21,26.903
1102,2004-06-22,27.0351
1103,2004-06-23,27.1556
1104,2004-06-24,27.2731
1105,2004-06-25,27.3966
1106,2004-06-28,27.4808
1107,2004-06-29,27.5778
1108,2004-06-30,27.6714
1109,2004-07-01,27.7627
1110,2004-07-02,27.8396
1111,2004-07-06,27.8567
1112,2004-07-07,27.8799
1113,2004-07-08,27.8571
1114,2004-07-09,27.8573
1115,2004-07-12,27.8605
1116,2004-07-13,27.8356
1117,2004-07-14,27.8637
1118,2004-07-15,27.8643
1119,2004-07-16,27.8277
1120,2004-07-19,27.8393
1121,2004-07-20,27.8851
1122,2004-07-21,27.978
1123,2004-07-22,28.0753
1124,2004-07-23,28.071
1125,2004-07-26,28.1271
1126,2004-07-27,28.1569
1127,2004-07-28,28.1972
1128,2004-07-29,28.2241
1129,2004-07-30,28.2494
1130,2004-08-02,28.2752
1131,2004-08-03,28.2557
1132,2004-08-04,28.237
1133,2004-08-05,28.1697
1134,2004-08-06,28.0716
1135,2004-08-09,27.9867
1136,2004-08-10,27.9613
1137,2004-08-11,27.9088
1138,2004-08-12,27.8108
1139,2004-08-13,27.7355
1140,2004-08-16,27.674
1141,2004-08-17,27.6146
1142,2004-08-18,27.5999
1143,2004-08-19,27.5542
1144,2004-08-20,27.5204
1145,2004-08-23,27.4937
1146,2004-08-24,27.4696
1147,2004-08-25,27.4772
1148,2004-08-26,27.4737
1149,2004-08-27,27.4724
1150,2004-08-30,27.456
1151,2004-08-31,27.4411
1152,2004-09-01,27.4362
1153,2004-09-02,27.4537
1154,2004-09-03,27.421
1155,2004-09-07,27.4152
1156,2004-09-08,27.4004
1157,2004-09-09,27.3889
1158,2004-09-10,27.3986
1159,2004-09-13,27.3844
1160,2004-09-14,27.3897
1161,2004-09-15,27.3707
1162,2004-09-16,27.3602
1163,2004-09-17,27.3744
1164,2004-09-20,27.3873
1165,2004-09-21,27.3752
1166,2004-09-22,27.3509
1167,2004-09-23,27.3508
1168,2004-09-24,27.345
1169,2004-09-27,27.3303
1170,2004-09-28,27.3245
1171,2004-09-29,27.3489
1172,2004-09-30,27.3775
1173,2004-10-01,27.4606
1174,2004-10-04,27.5234
1175,2004-10-05,27.605
1176,2004-10-06,27.6931
1177,2004-10-07,27.7385
1178,2004-10-08,27.7625
1179,2004-10-11,27.7908
1180,2004-10-12,27.8136
1181,2004-10-13,27.8342
1182,2004-10-14,27.8309
1183,2004-10-15,27.8461
1184,2004-10-18,27.8998
1185,2004-10-19,27.9265
1186,2004-10-20,28.0001
1187,2004-10-21,28.0534
1188,2004-10-22,28.0235
1189,2004-10-25,27.9861
1190,2004-10-26,27.9779
1191,2004-10-27,27.9943
1192,2004-10-28,27.9958
1193,2004-10-29,27.9933
1194,2004-11-01,28.0016
1195,2004-11-02,28.0243
1196,2004-11-03,28.0667
1197,2004-11-04,28.1556
1198,2004-11-05,28.2655
1199,2004-11-08,28.3622
1200,2004-11-09,28.4962
1201,2004-11-10,28.6137
1202,2004-11-11,28.7439
1203,2004-11-12,28.8606
1204,2004-11-15,28.7206
1205,2004-11-16,28.5681
1206,2004-11-17,28.435
1207,2004-11-18,28.305
1208,2004-11-19,28.1674
1209,2004-11-22,28.0229
1210,2004-11-23,27.8807
1211,2004-11-24,27.7625
1212,2004-11-26,27.6518
1213,2004-11-29,27.5678
1214,2004-11-30,27.4956
1215,2004-12-01,27.4723
1216,2004-12-02,27.4358
1217,2004-12-03,27.4162
1218,2004-12-06,27.408
1219,2004-12-07,27.3758
1220,2004-12-08,27.3743
1221,2004-12-09,27.3606
1222,2004-12-10,27.3339
1223,2004-12-13,27.3259
1224,2004-12-14,27.3167
1225,2004-12-15,27.2971
1226,2004-12-16,27.284
1227,2004-12-17,27.2531
1228,2004-12-20,27.2243
1229,2004-12-21,27.2096
1230,2004-12-22,27.1868
1231,2004-12-23,27.1699
1232,2004-12-27,27.1395
1233,2004-12-28,27.1214
1234,2004-12-29,27.1003
1235,2004-12-30,27.0679
1236,2004-12-31,27.0348
1237,2005-01-03,27.0067
1238,2005-01-04,26.9908
1239,2005-01-05,26.9708
1240,2005-01-06,26.9497
1241,2005-01-07,26.9231
1242,2005-01-10,26.9114
1243,2005-01-11,26.8941
1244,2005-01-12,26.8832
1245,2005-01-13,26.8248
1246,2005-01-14,26.7577
1247,2005-01-18,26.716
1248,2005-01-19,26.6459
1249,2005-01-20,26.5711
1250,2005-01-21,26.4833
1251,2005-01-24,26.4059
1252,2005-01-25,26.3691
1253,2005-01-26,26.3349
1254,2005-01-27,26.3135
1255,2005-01-28,26.3008
1256,2005-01-31,26.2988
1257,2005-02-01,26.3075
1258,2005-02-02,26.322
1259,2005-02-03,26.3085
1260,2005-02-04,26.3096
1261,2005-02-07,26.2953
1262,2005-02-08,26.2901
1263,2005-02-09,26.2691
1264,2005-02-10,26.2492
1265,2005-02-11,26.2226
1266,2005-02-14,26.2024
1267,2005-02-15,26.1764
1268,2005-02-16,26.1396
1269,2005-02-17,26.093
1270,2005-02-18,26.0346
1271,2005-02-22,25.958
1272,2005-02-23,25.8858
1273,2005-02-24,25.8367
1274,2005-02-25,25.7808
1275,2005-02-28,25.7217
1276,2005-03-01,25.6796
1277,2005-03-02,25.6396
1278,2005-03-03,25.5949
1279,2005-03-04,25.5544
1280,2005-03-07,25.5464
1281,2005-03-08,25.5325
1282,2005-03-09,25.5113
1283,2005-03-10,25.5035
1284,2005-03-11,25.4642
1285,2005-03-14,25.4304
1286,2005-03-15,25.3809
1287,2005-03-16,25.3093
1288,2005-03-17,25.2361
1289,2005-03-18,25.1479
1290,2005-03-21,25.0576
1291,2005-03-22,24.9559
1292,2005-03-23,24.882
1293,2005-03-24,24.8247
1294,2005-03-28,24.7652
1295,2005-03-29,24.6847
1296,2005-03-30,24.6347
1297,2005-03-31,24.5905
1298,2005-04-01,24.5457
1299,2005-04-04,24.5156
1300,2005-04-05,24.5113
1301,2005-04-06,24.5264
1302,2005-04-07,24.581
1303,2005-04-08,24.6152
1304,2005-04-11,24.649
1305,2005-04-12,24.7129
1306,2005-04-13,24.744
1307,2005-04-14,24.7532
1308,2005-04-15,24.7253
1309,2005-04-18,24.7181
1310,2005-04-19,24.7097
1311,2005-04-20,24.6726
1312,2005-04-21,24.7266
1313,2005-04-22,24.7508
1314,2005-04-25,24.7735
1315,2005-04-26,24.7723
1316,2005-04-27,24.793
1317,2005-04-28,24.7603
1318,2005-04-29,24.8117
1319,2005-05-02,24.8516
1320,2005-05-03,24.9
1321,2005-05-04,24.9295
1322,2005-05-05,24.9581
1323,2005-05-06,24.9831
1324,2005-05-09,24.9952
1325,2005-05-10,24.9861
1326,2005-05-11,24.9788
1327,2005-05-12,24.9809
1328,2005-05-13,25.0113
1329,2005-05-16,25.0568
1330,2005-05-17,25.0952
1331,2005-05-18,25.1528
1332,2005-05-19,25.2259
1333,2005-05-20,25.2749
1334,2005-05-23,25.3296
1335,2005-05-24,25.3697
1336,2005-05-25,25.4021
1337,2005-05-26,25.4495
1338,2005-05-27,25.5086
1339,2005-05-31,25.5364
1340,2005-06-01,25.5624
1341,2005-06-02,25.5841
1342,2005-06-03,25.5694
1343,2005-06-06,25.5504
1344,2005-06-07,25.5466
1345,2005-06-08,25.5326
1346,2005-06-09,25.5305
1347,2005-06-10,25.5209
1348,2005-06-13,25.5008
1349,2005-06-14,25.4874
1350,2005-06-15,25.4657
1351,2005-06-16,25.4252
1352,2005-06-17,25.3885
1353,2005-06-20,25.362
1354,2005-06-21,25.3418
1355,2005-06-22,25.3159
1356,2005-06-23,25.3153
1357,2005-06-24,25.2891
1358,2005-06-27,25.2663
1359,2005-06-28,25.2476
1360,2005-06-29,25.2326
1361,2005-06-30,25.1952
1362,2005-07-01,25.149
1363,2005-07-05,25.1329
1364,2005-07-06,25.0917
1365,2005-07-07,25.0496
1366,2005-07-08,25.0535
1367,2005-07-11,25.076
1368,2005-07-12,25.1269
1369,2005-07-13,25.1776
1370,2005-07-14,25.2531
1371,2005-07-15,25.3042
1372,2005-07-18,25.3276
1373,2005-07-19,25.4069
1374,2005-07-20,25.4815
1375,2005-07-21,25.5728
1376,2005-07-22,25.583
1377,2005-07-25,25.5932
1378,2005-07-26,25.5881
1379,2005-07-27,25.6007
1380,2005-07-28,25.6149
1381,2005-07-29,25.6144
1382,2005-08-01,25.6435
1383,2005-08-02,25.7546
1384,2005-08-03,25.897
1385,2005-08-04,26.0326
1386,2005-08-05,26.1971
1387,2005-08-08,26.2859
1388,2005-08-09,26.3873
1389,2005-08-10,26.4409
1390,2005-08-11,26.5198
1391,2005-08-12,26.5703
1392,2005-08-15,26.6236
1393,2005-08-16,26.6347
1394,2005-08-17,26.6647
1395,2005-08-18,26.6795
1396,2005-08-19,26.6834
1397,2005-08-22,26.705
1398,2005-08-23,26.7207
1399,2005-08-24,26.7292
1400,2005-08-25,26.7578
1401,2005-08-26,26.778
1402,2005-08-29,26.8135
1403,2005-08-30,26.8484
1404,2005-08-31,26.899
1405,2005-09-01,26.9277
1406,2005-09-02,26.9365
1407,2005-09-06,26.9425
1408,2005-09-07,26.9337
1409,2005-09-08,26.9029
1410,2005-09-09,26.8721
1411,2005-09-12,26.8472
1412,2005-09-13,26.8122
1413,2005-09-14,26.7644
1414,2005-09-15,26.7173
1415,2005-09-16,26.6556
1416,2005-09-19,26.5932
1417,2005-09-20,26.5215
1418,2005-09-21,26.4232
1419,2005-09-22,26.3201
1420,2005-09-23,26.2201
1421,2005-09-26,26.1296
1422,2005-09-27,26.0544
1423,2005-09-28,26.0178
1424,2005-09-29,26.0104
1425,2005-09-30,25.9837
1426,2005-10-03,25.9376
1427,2005-10-04,25.8464
1428,2005-10-05,25.7344
1429,2005-10-06,25.6387
1430,2005-10-07,25.5388
1431,2005-10-10,25.4361
1432,2005-10-11,25.3384
1433,2005-10-12,25.2395
1434,2005-10-13,25.1776
1435,2005-10-14,25.1293
1436,2005-10-17,25.0722
1437,2005-10-18,25.0244
1438,2005-10-19,25.0306
1439,2005-10-20,25.0077
1440,2005-10-21,24.986
1441,2005-10-24,24.9969
1442,2005-10-25,25.0
1443,2005-10-26,25.0105
1444,2005-10-27,24.9952
1445,2005-10-28,25.0462
1446,2005-10-31,25.1084
1447,2005-11-01,25.1895
1448,2005-11-02,25.3105
1449,2005-11-03,25.4181
1450,2005-11-04,25.5364
1451,2005-11-07,25.6767
1452,2005-11-08,25.8075
1453,2005-11-09,25.9172
1454,2005-11-10,26.0289
1455,2005-11-11,26.1481
1456,2005-11-14,26.2625
1457,2005-11-15,26.3804
1458,2005-11-16,26.5099
1459,2005-11-17,26.6489
1460,2005-11-18,26.7843
1461,2005-11-21,26.9153
1462,2005-11-22,27.01
1463,2005-11-23,27.0967
1464,2005-11-25,27.1599
1465,2005-11-28,27.2161
1466,2005-11-29,27.2603
1467,2005-11-30,27.3002
1468,2005-12-01,27.3564
1469,2005-12-02,27.4186
1470,2005-12-05,27.4597
1471,2005-12-06,27.4817
1472,2005-12-07,27.5072
1473,2005-12-08,27.5246
1474,2005-12-09,27.5423
1475,2005-12-12,27.5335
1476,2005-12-13,27.4951
1477,2005-12-14,27.4565
1478,2005-12-15,27.4054
1479,2005-12-16,27.3573
1480,2005-12-19,27.307
1481,2005-12-20,27.2645
1482,2005-12-21,27.2136
1483,2005-12-22,27.1542
1484,2005-12-23,27.1052
1485,2005-12-27,27.0438
1486,2005-12-28,26.9815
1487,2005-12-29,26.9137
1488,2005-12-30,26.841
1489,2006-01-03,26.8409
1490,2006-01-04,26.8532
1491,2006-01-05,26.8662
1492,2006-01-06,26.8704
1493,2006-01-09,26.8694
1494,2006-01-10,26.8818
1495,2006-01-11,26.9207
1496,2006-01-12,26.9416
1497,2006-01-13,26.9653
1498,2006-01-17,26.9676
1499,2006-01-18,26.9545
1500,2006-01-19,26.9607
1501,2006-01-20,26.9083
1502,2006-01-23,26.8551
1503,2006-01-24,26.8003
1504,2006-01-25,26.7622
1505,2006-01-26,26.7372
1506,2006-01-27,26.8375
1507,2006-01-30,26.9482
1508,2006-01-31,27.0627
1509,2006-02-01,27.1558
1510,2006-02-02,27.2057
1511,2006-02-03,27.2375
1512,2006-02-06,27.2311
1513,2006-02-07,27.2034
1514,2006-02-08,27.1754
1515,2006-02-09,27.1263
1516,2006-02-10,27.0848
1517,2006-02-13,27.0186
1518,2006-02-14,26.9835
1519,2006-02-15,26.9737
1520,2006-02-16,26.9581
1521,2006-02-17,26.9335
1522,2006-02-21,26.896
1523,2006-02-22,26.8792
1524,2006-02-23,26.8584
1525,2006-02-24,26.8366
1526,2006-02-27,26.8569
1527,2006-02-28,26.8582
1528,2006-03-01,26.885
1529,2006-03-02,26.8931
1530,2006-03-03,26.8966
1531,2006-03-06,26.8979
1532,2006-03-07,26.9133
1533,2006-03-08,26.9454
1534,2006-03-09,26.9506
1535,2006-03-10,26.9715
1536,2006-03-13,26.9847
1537,2006-03-14,27.0081
1538,2006-03-15,27.0416
1539,2006-03-16,27.0633
1540,2006-03-17,27.1049
1541,2006-03-20,27.1797
1542,2006-03-21,27.233
1543,2006-03-22,27.2251
1544,2006-03-23,27.1894
1545,2006-03-24,27.1723
1546,2006-03-27,27.1569
1547,2006-03-28,27.1324
1548,2006-03-29,27.1217
1549,2006-03-30,27.132
1550,2006-03-31,27.1394
1551,2006-04-03,27.1795
1552,2006-04-04,27.2233
1553,2006-04-05,27.2726
1554,2006-04-06,27.2999
1555,2006-04-07,27.2952
1556,2006-04-10,27.2947
1557,2006-04-11,27.279
1558,2006-04-12,27.2715
1559,2006-04-13,27.2523
1560,2006-04-17,27.213
1561,2006-04-18,27.2137
1562,2006-04-19,27.1962
1563,2006-04-20,27.1804
1564,2006-04-21,27.1775
1565,2006-04-24,27.171
1566,2006-04-25,27.1652
1567,2006-04-26,27.159
1568,2006-04-27,27.1677
1569,2006-04-28,26.8803
1570,2006-05-01,26.6336
1571,2006-05-02,26.3837
1572,2006-05-03,26.0777
1573,2006-05-04,25.8265
1574,2006-05-05,25.6335
1575,2006-05-08,25.4522
1576,2006-05-09,25.2777
1577,2006-05-10,25.1341
1578,2006-05-11,24.9518
1579,2006-05-12,24.7821
1580,2006-05-15,24.6267
1581,2006-05-16,24.4727
1582,2006-05-17,24.3067
1583,2006-05-18,24.1661
1584,2006-05-19,24.0131
1585,2006-05-22,23.9052
1586,2006-05-23,23.799
1587,2006-05-24,23.7705
1588,2006-05-25,23.7676
1589,2006-05-26,23.7631
1590,2006-05-30,23.7047
1591,2006-05-31,23.6042
1592,2006-06-01,23.5296
1593,2006-06-02,23.4563
1594,2006-06-05,23.3652
1595,2006-06-06,23.2476
1596,2006-06-07,23.1325
1597,2006-06-08,23.0352
1598,2006-06-09,22.9394
1599,2006-06-12,22.8223
1600,2006-06-13,22.6974
1601,2006-06-14,22.6195
1602,2006-06-15,22.5672
1603,2006-06-16,22.5227
1604,2006-06-19,22.5253
1605,2006-06-20,22.5286
1606,2006-06-21,22.5811
1607,2006-06-22,22.6096
1608,2006-06-23,22.5991
1609,2006-06-26,22.6202
1610,2006-06-27,22.643
1611,2006-06-28,22.6923
1612,2006-06-29,22.7663
1613,2006-06-30,22.8172
1614,2006-07-03,22.9012
1615,2006-07-05,22.944
1616,2006-07-06,22.995
1617,2006-07-07,23.0241
1618,2006-07-10,23.0694
1619,2006-07-11,23.0723
1620,2006-07-12,23.0311
1621,2006-07-13,22.9577
1622,2006-07-14,22.8941
1623,2006-07-17,22.8547
1624,2006-07-18,22.8438
1625,2006-07-19,22.8967
1626,2006-07-20,22.8923
1627,2006-07-21,22.9854
1628,2006-07-24,23.082
1629,2006-07-25,23.1904
1630,2006-07-26,23.3027
1631,2006-07-27,23.3568
1632,2006-07-28,23.4418
1633,2006-07-31,23.5007
1634,2006-08-01,23.5473
1635,2006-08-02,23.619
1636,2006-08-03,23.6753
1637,2006-08-04,23.7338
1638,2006-08-07,23.7801
1639,2006-08-08,23.8334
1640,2006-08-09,23.8912
1641,2006-08-10,23.9454
1642,2006-08-11,23.9915
1643,2006-08-14,24.0428
1644,2006-08-15,24.0978
1645,2006-08-16,24.1551
1646,2006-08-17,24.207
1647,2006-08-18,24.3578
1648,2006-08-21,24.5256
1649,2006-08-22,24.6298
1650,2006-08-23,24.7289
1651,2006-08-24,24.8252
1652,2006-08-25,24.9228
1653,2006-08-28,25.0206
1654,2006-08-29,25.0987
1655,2006-08-30,25.1655
1656,2006-08-31,25.2164
1657,2006-09-01,25.2758
1658,2006-09-05,25.3076
1659,2006-09-06,25.3364
1660,2006-09-07,25.3453
1661,2006-09-08,25.3696
1662,2006-09-11,25.421
1663,2006-09-12,25.4695
1664,2006-09-13,25.5181
1665,2006-09-14,25.5954
1666,2006-09-15,25.7149
1667,2006-09-18,25.8173
1668,2006-09-19,25.9166
1669,2006-09-20,26.0369
1670,2006-09-21,26.1191
1671,2006-09-22,26.1706
1672,2006-09-25,26.2449
1673,2006-09-26,26.3358
1674,2006-09-27,26.441
1675,2006-09-28,26.5323
1676,2006-09-29,26.6102
1677,2006-10-02,26.6816
1678,2006-10-03,26.7472
1679,2006-10-04,26.8608
1680,2006-10-05,26.9617
1681,2006-10-06,27.0482
1682,2006-10-09,27.1121
1683,2006-10-10,27.1672
1684,2006-10-11,27.2027
1685,2006-10-12,27.2996
1686,2006-10-13,27.4015
1687,2006-10-16,27.5014
1688,2006-10-17,27.5908
1689,2006-10-18,27.6793
1690,2006-10-19,27.7374
1691,2006-10-20,27.8034
1692,2006-10-23,27.865
1693,2006-10-24,27.9045
1694,2006-10-25,27.9431
1695,2006-10-26,27.9819
1696,2006-10-27,28.016
1697,2006-10-30,28.0649
1698,2006-10-31,28.1264
1699,2006-11-01,28.1915
1700,2006-11-02,28.2466
1701,2006-11-03,28.2926
1702,2006-11-06,28.3447
1703,2006-11-07,28.4024
1704,2006-11-08,28.4574
1705,2006-11-09,28.5338
1706,2006-11-10,28.6011
1707,2006-11-13,28.6724
1708,2006-11-14,28.7254
1709,2006-11-15,28.763
1710,2006-11-16,28.8303
1711,2006-11-17,28.8846
1712,2006-11-20,28.9803
1713,2006-11-21,29.0698
1714,2006-11-22,29.1508
1715,2006-11-24,29.2088
1716,2006-11-27,29.2346
1717,2006-11-28,29.2494
1718,2006-11-29,29.28
1719,2006-11-30,29.2876
1720,2006-12-01,29.2716
1721,2006-12-04,29.2772
1722,2006-12-05,29.2632
1723,2006-12-06,29.2371
1724,2006-12-07,29.2003
1725,2006-12-08,29.2193
1726,2006-12-11,29.2498
1727,2006-12-12,29.267
1728,2006-12-13,29.294
1729,2006-12-14,29.3679
1730,2006-12-15,29.4462
1731,2006-12-18,29.4884
1732,2006-12-19,29.5362
1733,2006-12-20,29.5889
1734,2006-12-21,29.6262
1735,2006-12-22,29.6275
1736,2006-12-26,29.662
1737,2006-12-27,29.6961
1738,2006-12-28,29.7232
1739,2006-12-29,29.7362
1740,2007-01-03,29.748
1741,2007-01-04,29.7539
1742,2007-01-05,29.743
1743,2007-01-08,29.7608
1744,2007-01-09,29.7798
1745,2007-01-10,29.7684
1746,2007-01-11,29.8571
1747,2007-01-12,29.986
1748,2007-01-16,30.0978
1749,2007-01-17,30.1932
1750,2007-01-18,30.2701
1751,2007-01-19,30.3501
1752,2007-01-22,30.3853
1753,2007-01-23,30.4191
1754,2007-01-24,30.483
1755,2007-01-25,30.4798
1756,2007-01-26,30.4913
1757,2007-01-29,30.495
1758,2007-01-30,30.4935
1759,2007-01-31,30.5284
1760,2007-02-01,30.5314
1761,2007-02-02,30.4989
1762,2007-02-05,30.4143
1763,2007-02-06,30.3281
1764,2007-02-07,30.2369
1765,2007-02-08,30.1439
1766,2007-02-09,30.033
1767,2007-02-12,29.9289
1768,2007-02-13,29.8414
1769,2007-02-14,29.7994
1770,2007-02-15,29.767
1771,2007-02-16,29.6692
1772,2007-02-20,29.5893
1773,2007-02-21,29.5665
1774,2007-02-22,29.5497
1775,2007-02-23,29.4878
1776,2007-02-26,29.448
1777,2007-02-27,29.2977
1778,2007-02-28,29.1903
1779,2007-03-01,29.0855
1780,2007-03-02,28.9593
1781,2007-03-05,28.8251
1782,2007-03-06,28.7303
1783,2007-03-07,28.6236
1784,2007-03-08,28.4995
1785,2007-03-09,28.3833
1786,2007-03-12,28.2935
1787,2007-03-13,28.1436
1788,2007-03-14,28.0728
1789,2007-03-15,27.9973
1790,2007-03-16,27.9337
1791,2007-03-19,27.9239
1792,2007-03-20,27.9159
1793,2007-03-21,27.9734
1794,2007-03-22,28.0017
1795,2007-03-23,28.0034
1796,2007-03-26,28.024
1797,2007-03-27,27.9951
1798,2007-03-28,27.9613
1799,2007-03-29,27.9411
1800,2007-03-30,27.9344
1801,2007-04-02,27.9159
1802,2007-04-03,27.9115
1803,2007-04-04,27.9675
1804,2007-04-05,28.023
1805,2007-04-09,28.0751
1806,2007-04-10,28.106
1807,2007-04-11,28.1064
1808,2007-04-12,28.1477
1809,2007-04-13,28.1917
1810,2007-04-16,28.243
1811,2007-04-17,28.3008
1812,2007-04-18,28.3293
1813,2007-04-19,28.3637
1814,2007-04-20,28.4262
1815,2007-04-23,28.4599
1816,2007-04-24,28.4913
1817,2007-04-25,28.5388
1818,2007-04-26,28.5922
1819,2007-04-27,28.7377
1820,2007-04-30,28.8522
1821,2007-05-01,28.9799
1822,2007-05-02,29.1351
1823,2007-05-03,29.3099
1824,2007-05-04,29.4289
1825,2007-05-07,29.551
1826,2007-05-08,29.6651
1827,2007-05-09,29.7713
1828,2007-05-10,29.8483
1829,2007-05-11,29.9475
1830,2007-05-14,30.0449
1831,2007-05-15,30.1264
1832,2007-05-16,30.2162
1833,2007-05-17,30.289
1834,2007-05-18,30.3405
1835,2007-05-21,30.4081
1836,2007-05-22,30.4349
1837,2007-05-23,30.4487
1838,2007-05-24,30.4222
1839,2007-05-25,30.4277
1840,2007-05-29,30.4622
1841,2007-05-30,30.5239
1842,2007-05-31,30.5397
1843,2007-06-01,30.5445
1844,2007-06-04,30.5607
1845,2007-06-05,30.5626
1846,2007-06-06,30.5366
1847,2007-06-07,30.4493
1848,2007-06-08,30.4113
1849,2007-06-11,30.374
1850,2007-06-12,30.3241
1851,2007-06-13,30.3304
1852,2007-06-14,30.3485
1853,2007-06-15,30.3619
1854,2007-06-18,30.376
1855,2007-06-19,30.384
1856,2007-06-20,30.3484
1857,2007-06-21,30.3362
1858,2007-06-22,30.2556
1859,2007-06-25,30.1827
1860,2007-06-26,30.1196
1861,2007-06-27,30.0958
1862,2007-06-28,30.0705
1863,2007-06-29,30.0133
1864,2007-07-02,29.9873
1865,2007-07-03,29.9904
1866,2007-07-05,29.9903
1867,2007-07-06,29.9884
1868,2007-07-09,29.9771
1869,2007-07-10,29.9155
1870,2007-07-11,29.875
1871,2007-07-12,29.8936
1872,2007-07-13,29.8865
1873,2007-07-16,29.9002
1874,2007-07-17,29.984
1875,2007-07-18,30.0731
1876,2007-07-19,30.21
1877,2007-07-20,30.3005
1878,2007-07-23,30.3852
1879,2007-07-24,30.4247
1880,2007-07-25,30.4519
1881,2007-07-26,30.4069
1882,2007-07-27,30.3101
1883,2007-07-30,30.2234
1884,2007-07-31,30.1059
1885,2007-08-01,30.0292
1886,2007-08-02,29.9807
1887,2007-08-03,29.8835
1888,2007-08-06,29.8508
1889,2007-08-07,29.8221
1890,2007-08-08,29.8391
1891,2007-08-09,29.7877
1892,2007-08-10,29.6851
1893,2007-08-13,29.5846
1894,2007-08-14,29.4594
1895,2007-08-15,29.3299
1896,2007-08-16,29.1852
1897,2007-08-17,29.0961
1898,2007-08-20,29.0165
1899,2007-08-21,28.9263
1900,2007-08-22,28.8591
1901,2007-08-23,28.8058
1902,2007-08-24,28.8062
1903,2007-08-27,28.7761
1904,2007-08-28,28.6955
1905,2007-08-29,28.6855
1906,2007-08-30,28.6631
1907,2007-08-31,28.6694
1908,2007-09-04,28.6828
1909,2007-09-05,28.6635
1910,2007-09-06,28.687
1911,2007-09-07,28.6635
1912,2007-09-10,28.646
1913,2007-09-11,28.673
1914,2007-09-12,28.6975
1915,2007-09-13,28.7416
1916,2007-09-14,28.77
1917,2007-09-17,28.7657
1918,2007-09-18,28.7813
1919,2007-09-19,28.7707
1920,2007-09-20,28.7373
1921,2007-09-21,28.729
1922,2007-09-24,28.7624
1923,2007-09-25,28.8384
1924,2007-09-26,28.9014
1925,2007-09-27,28.9575
1926,2007-09-28,29.0053
1927,2007-10-01,29.0782
1928,2007-10-02,29.1374
1929,2007-10-03,29.1674
1930,2007-10-04,29.2191
1931,2007-10-05,29.2782
1932,2007-10-08,29.3317
1933,2007-10-09,29.4049
1934,2007-10-10,29.4835
1935,2007-10-11,29.5241
1936,2007-10-12,29.5856
1937,2007-10-15,29.6289
1938,2007-10-16,29.6947
1939,2007-10-17,29.8266
1940,2007-10-18,29.9536
1941,2007-10-19,29.9742
1942,2007-10-22,30.0252
