Date,Low,Close,High,Volume,Open,Adj Close
2015-01-02,71.89,72.34,73.2031,2356405.0,72.7,72.34
2015-01-05,71.57,71.98,72.43,2405286.0,72.21,71.98
2015-01-06,69.88,70.53,72.1,2895356.0,71.95,70.53
2015-01-07,70.42,71.11,71.29,2378276.0,70.77,71.11
2015-01-08,71.31,72.915,73.06,2624237.0,71.4,72.915
2015-01-09,71.63,71.84,73.13,1701961.0,72.89,71.84
2015-01-12,70.75,71.12,72.26,1337867.0,72.13,71.12
2015-01-13,69.95,70.59,72.96,2103821.0,71.95,70.59
2015-01-14,68.98,69.99,70.4,1927063.0,69.88,69.99
2015-01-15,70.16,70.29,71.75,2839158.0,71.71,70.29
2015-01-16,70.03,71.73,71.85,2375295.0,70.03,71.73
2015-01-20,70.58,71.49,71.99,1612038.0,71.79,71.49
2015-01-21,70.37,71.54,71.89,1787889.0,71.16,71.54
2015-01-22,70.9,73.48,73.65,2178508.0,71.9,73.48
2015-01-23,73.06,74.06,74.4,1851700.0,73.44,74.06
2015-01-26,71.68,72.74,73.15,3593663.0,72.61,72.74
2015-01-27,71.06,71.46,72.36,1798640.0,71.71,71.46
2015-01-28,70.07,70.25,71.84,2281065.0,71.54,70.25
2015-01-29,69.78,71.64,71.82,2538051.0,70.03,71.64
2015-01-30,70.06,70.13,71.6699,2331834.0,71.32,70.13
2015-02-02,69.04,71.11,71.2,2381935.0,70.44,71.11
2015-02-03,71.0,71.92,71.97,1555876.0,71.54,71.92
2015-02-04,71.78,72.28,72.62,2165414.0,71.79,72.28
2015-02-05,72.32,73.1,73.18,1438782.0,72.47,73.1
2015-02-06,72.24,72.54,73.62,1367371.0,73.18,72.54
2015-02-09,72.04,72.33,72.98,1628899.0,72.09,72.33
2015-02-10,72.11,72.76,73.19,1696213.0,72.94,72.76
2015-02-11,72.35,73.01,73.14,1600855.0,72.78,73.01
2015-02-12,73.31,74.59,74.755,2243474.0,73.6,74.59
2015-02-13,74.77,76.51,76.62,3819312.0,74.98,76.51
2015-02-17,76.31,77.13,77.22,1986617.0,76.67,77.13
2015-02-18,76.8,77.73,77.9975,1683362.0,77.02,77.73
2015-02-19,77.2,77.73,77.94,1556077.0,77.42,77.73
2015-02-20,77.2,78.55,78.56,1626881.0,77.76,78.55
2015-02-23,77.79,78.1,78.69,1455823.0,78.65,78.1
2015-02-24,77.08,77.68,78.03,1954329.0,78.03,77.68
2015-02-25,77.475,78.07,78.44,1256415.0,77.76,78.07
2015-02-26,78.02,78.96,79.07,1545990.0,78.32,78.96
2015-02-27,78.93,79.1,80.3,3115789.0,79.24,79.1
2015-03-02,78.715,79.79,79.79,1497669.0,79.14,79.79
2015-03-03,78.97,78.99,79.99,1617017.0,79.63,78.99
2015-03-04,77.13,77.63,78.74,2393581.0,78.71,77.63
2015-03-05,77.3,78.62,78.71,1850110.0,77.6,78.62
2015-03-06,77.05,77.55,78.5,2537112.0,78.19,77.55
2015-03-09,77.43,77.93,78.24,2010928.0,77.76,77.93
2015-03-10,75.99,76.005,77.29,2622028.0,77.25,76.005
2015-03-11,75.68,76.01,76.78,1692240.0,75.91,76.01
2015-03-12,75.97,77.4,77.44,1683176.0,76.14,77.4
2015-03-13,76.62,77.62,78.06,2202818.0,77.18,77.62
2015-03-16,77.8,78.33,78.5899,1851377.0,78.21,78.33
