,date,SMA
0,2000-01-31,1425.5855
1,2000-02-01,1423.2885
2,2000-02-02,1423.7735
3,2000-02-03,1424.9165
4,2000-02-04,1425.9625
5,2000-02-07,1425.101
6,2000-02-08,1424.307
7,2000-02-09,1422.9645
8,2000-02-10,1422.1935
9,2000-02-11,1419.0655
10,2000-02-14,1415.305
11,2000-02-15,1412.6505
12,2000-02-16,1409.239
13,2000-02-17,1406.3735
14,2000-02-18,1401.61
15,2000-02-22,1399.142
16,2000-02-23,1396.675
17,2000-02-24,1394.142
18,2000-02-25,1390.882
19,2000-02-28,1390.2765
20,2000-02-29,1388.8745
21,2000-03-01,1387.37
22,2000-03-02,1386.002
23,2000-03-03,1385.212
24,2000-03-06,1383.5575
25,2000-03-07,1380.1265
26,2000-03-08,1376.3755
27,2000-03-09,1375.8745
28,2000-03-10,1374.7865
29,2000-03-13,1374.6115
30,2000-03-14,1373.072
31,2000-03-15,1372.5765
32,2000-03-16,1376.1165
33,2000-03-17,1379.927
34,2000-03-20,1385.454
35,2000-03-21,1392.539
36,2000-03-22,1399.5365
37,2000-03-23,1408.2325
38,2000-03-24,1417.9375
39,2000-03-27,1426.728
40,2000-03-28,1433.7935
41,2000-03-29,1440.26
42,2000-03-30,1445.568
43,2000-03-31,1450.0385
44,2000-04-03,1455.773
45,2000-04-04,1462.7285
46,2000-04-05,1468.762
47,2000-04-06,1473.7445
48,2000-04-07,1479.8085
49,2000-04-10,1485.8505
50,2000-04-11,1492.9225
51,2000-04-12,1496.674
52,2000-04-13,1495.776
53,2000-04-14,1490.3805
54,2000-04-17,1487.621
55,2000-04-18,1485.008
56,2000-04-19,1481.3495
57,2000-04-20,1476.709
58,2000-04-24,1471.829
59,2000-04-25,1469.508
60,2000-04-26,1467.171
61,2000-04-27,1464.991
62,2000-04-28,1463.2165
63,2000-05-01,1461.7
64,2000-05-02,1458.716
65,2000-05-03,1454.7345
66,2000-05-04,1450.8445
67,2000-05-05,1447.409
68,2000-05-08,1442.8
69,2000-05-09,1438.184
70,2000-05-10,1432.307
71,2000-05-11,1429.339
72,2000-05-12,1428.3615
73,2000-05-15,1433.1515
74,2000-05-16,1436.3815
75,2000-05-17,1436.691
76,2000-05-18,1437.178
77,2000-05-19,1435.7985
78,2000-05-22,1434.3415
79,2000-05-23,1429.1625
80,2000-05-24,1426.0655
81,2000-05-25,1421.8955
82,2000-05-26,1418.175
83,2000-05-30,1415.885
84,2000-05-31,1414.6005
85,2000-06-01,1416.286
86,2000-06-02,1419.6705
87,2000-06-05,1421.4205
88,2000-06-06,1423.104
89,2000-06-07,1426.065
90,2000-06-08,1429.996
91,2000-06-09,1432.453
92,2000-06-12,1433.705
93,2000-06-13,1434.559
94,2000-06-14,1434.784
95,2000-06-15,1436.3305
96,2000-06-16,1437.693
97,2000-06-19,1441.6455
98,2000-06-20,1445.407
99,2000-06-21,1450.6705
100,2000-06-22,1453.327
101,2000-06-23,1456.325
102,2000-06-26,1460.1895
103,2000-06-27,1461.5945
104,2000-06-28,1463.3055
105,2000-06-29,1462.9845
106,2000-06-30,1461.8515
107,2000-07-03,1461.947
108,2000-07-05,1461.3665
109,2000-07-06,1460.632
110,2000-07-07,1461.4935
111,2000-07-10,1462.427
112,2000-07-11,1464.171
113,2000-07-12,1465.345
114,2000-07-13,1466.61
115,2000-07-14,1468.1725
116,2000-07-17,1470.474
117,2000-07-18,1470.861
118,2000-07-19,1471.1615
119,2000-07-20,1471.9835
120,2000-07-21,1473.384
121,2000-07-24,1474.5245
122,2000-07-25,1475.4825
123,2000-07-26,1475.576
124,2000-07-27,1475.316
125,2000-07-28,1474.191
126,2000-07-31,1473.0025
127,2000-08-01,1471.4305
128,2000-08-02,1471.054
129,2000-08-03,1470.8485
130,2000-08-04,1470.05
131,2000-08-07,1470.235
132,2000-08-08,1470.331
133,2000-08-09,1469.3285
134,2000-08-10,1467.549
135,2000-08-11,1465.642
136,2000-08-14,1464.6955
137,2000-08-15,1464.23
138,2000-08-16,1464.1245
139,2000-08-17,1464.1495
140,2000-08-18,1464.726
141,2000-08-21,1466.4855
142,2000-08-22,1467.6685
143,2000-08-23,1470.346
144,2000-08-24,1473.2805
145,2000-08-25,1477.6085
146,2000-08-28,1481.7715
147,2000-08-29,1485.3585
148,2000-08-30,1488.553
149,2000-08-31,1491.809
150,2000-09-01,1494.701
151,2000-09-05,1496.089
152,2000-09-06,1496.5615
153,2000-09-07,1498.0435
154,2000-09-08,1499.756
155,2000-09-11,1500.627
156,2000-09-12,1500.1485
157,2000-09-13,1500.1725
158,2000-09-14,1500.2235
159,2000-09-15,1498.7105
160,2000-09-18,1496.35
161,2000-09-19,1494.371
162,2000-09-20,1492.0315
163,2000-09-21,1489.1855
164,2000-09-22,1486.206
165,2000-09-25,1482.835
166,2000-09-26,1478.491
167,2000-09-27,1474.3275
168,2000-09-28,1472.1125
169,2000-09-29,1468.054
170,2000-10-02,1463.827
171,2000-10-03,1459.796
172,2000-10-04,1456.8995
173,2000-10-05,1453.588
174,2000-10-06,1449.3125
175,2000-10-09,1444.951
176,2000-10-10,1440.2025
177,2000-10-11,1434.1865
178,2000-10-12,1426.632
179,2000-10-13,1422.05
180,2000-10-16,1418.5555
181,2000-10-17,1413.059
182,2000-10-18,1407.5985
183,2000-10-19,1404.584
184,2000-10-20,1401.9945
185,2000-10-23,1399.832
186,2000-10-24,1398.378
187,2000-10-25,1395.2945
188,2000-10-26,1390.602
189,2000-10-27,1387.7555
190,2000-10-30,1385.877
191,2000-10-31,1386.024
192,2000-11-01,1385.369
193,2000-11-02,1384.971
194,2000-11-03,1385.856
195,2000-11-06,1387.364
196,2000-11-07,1389.6065
197,2000-11-08,1391.841
198,2000-11-09,1395.359
199,2000-11-10,1394.9495
200,2000-11-13,1393.7815
201,2000-11-14,1395.4305
202,2000-11-15,1397.8145
203,2000-11-16,1396.9925
204,2000-11-17,1395.532
205,2000-11-20,1392.874
206,2000-11-21,1390.335
207,2000-11-22,1388.208
208,2000-11-24,1387.0745
209,2000-11-27,1385.544
210,2000-11-28,1382.4155
211,2000-11-29,1378.042
212,2000-11-30,1372.7285
213,2000-12-01,1367.074
214,2000-12-04,1361.988
215,2000-12-05,1359.2055
216,2000-12-06,1355.185
217,2000-12-07,1351.8985
218,2000-12-08,1350.386
219,2000-12-11,1351.097
220,2000-12-12,1352.093
221,2000-12-13,1350.945
222,2000-12-14,1348.501
223,2000-12-15,1345.4925
224,2000-12-18,1343.2435
225,2000-12-19,1341.3925
226,2000-12-20,1337.262
227,2000-12-21,1334.887
228,2000-12-22,1333.096
229,2000-12-26,1331.407
230,2000-12-27,1331.0485
231,2000-12-28,1330.663
232,2000-12-29,1330.9295
233,2001-01-02,1329.3315
234,2001-01-03,1330.461
235,2001-01-04,1328.301
236,2001-01-05,1325.6455
237,2001-01-08,1323.261
238,2001-01-09,1319.8065
239,2001-01-10,1316.46
240,2001-01-11,1314.242
241,2001-01-12,1312.17
242,2001-01-16,1311.456
243,2001-01-17,1312.322
244,2001-01-18,1313.5835
245,2001-01-19,1315.4305
246,2001-01-22,1319.3385
247,2001-01-23,1323.6155
248,2001-01-24,1326.533
249,2001-01-25,1328.649
250,2001-01-26,1329.9505
251,2001-01-29,1331.448
252,2001-01-30,1334.1205
253,2001-01-31,1338.2575
254,2001-02-01,1339.553
255,2001-02-02,1340.3595
256,2001-02-05,1343.1575
257,2001-02-06,1345.9775
258,2001-02-07,1347.982
259,2001-02-08,1348.945
260,2001-02-09,1348.342
261,2001-02-12,1348.93
262,2001-02-13,1348.5375
263,2001-02-14,1347.86
264,2001-02-15,1346.792
265,2001-02-16,1344.7415
266,2001-02-20,1341.5435
267,2001-02-21,1336.287
268,2001-02-22,1330.713
269,2001-02-23,1325.1305
270,2001-02-26,1320.7655
271,2001-02-27,1315.454
272,2001-02-28,1308.7645
273,2001-03-01,1302.5255
274,2001-03-02,1295.561
275,2001-03-05,1290.158
276,2001-03-06,1285.1325
277,2001-03-07,1280.614
278,2001-03-08,1276.8065
279,2001-03-09,1271.851
280,2001-03-12,1265.121
281,2001-03-13,1258.4885
282,2001-03-14,1250.884
283,2001-03-15,1243.766
284,2001-03-16,1234.962
285,2001-03-19,1228.426
286,2001-03-20,1221.61
287,2001-03-21,1214.9535
288,2001-03-22,1208.1915
289,2001-03-23,1202.89
290,2001-03-26,1197.142
291,2001-03-27,1193.3535
292,2001-03-28,1189.021
293,2001-03-29,1184.357
294,2001-03-30,1180.6645
295,2001-04-02,1175.8875
296,2001-04-03,1168.5205
297,2001-04-04,1160.5885
298,2001-04-05,1154.9235
299,2001-04-06,1149.674
300,2001-04-09,1147.5455
301,2001-04-10,1146.0815
302,2001-04-11,1146.0405
303,2001-04-12,1146.5375
304,2001-04-16,1147.995
305,2001-04-17,1149.045
306,2001-04-18,1153.822
307,2001-04-19,1160.3995
308,2001-04-20,1166.6695
309,2001-04-23,1170.896
310,2001-04-24,1173.735
311,2001-04-25,1176.064
312,2001-04-26,1180.1255
313,2001-04-27,1185.3805
314,2001-04-30,1189.837
315,2001-05-01,1195.8655
316,2001-05-02,1203.914
317,2001-05-03,1211.1805
