,date,CMO
964,2003-12-03,-14.2678
965,2003-12-04,-3.464
966,2003-12-05,-7.2938
967,2003-12-08,-2.2475
968,2003-12-09,0.4075
969,2003-12-10,4.3299
970,2003-12-11,4.7061
971,2003-12-12,5.4886
972,2003-12-15,7.2917
973,2003-12-16,13.47
974,2003-12-17,12.9746
975,2003-12-18,19.6226
976,2003-12-19,18.5633
977,2003-12-22,13.7901
978,2003-12-23,12.9921
979,2003-12-24,10.0141
980,2003-12-26,13.7136
981,2003-12-29,18.8765
982,2003-12-30,20.0845
983,2003-12-31,15.5562
984,2004-01-02,17.3068
985,2004-01-05,30.4056
986,2004-01-06,32.0476
987,2004-01-07,31.071
988,2004-01-08,29.3921
989,2004-01-09,14.0187
990,2004-01-12,11.5085
991,2004-01-13,7.6285
992,2004-01-14,13.7229
993,2004-01-15,9.2276
994,2004-01-16,15.183
995,2004-01-20,21.0401
996,2004-01-21,24.8094
997,2004-01-22,16.3331
998,2004-01-23,25.0203
999,2004-01-26,30.2134
1000,2004-01-27,15.7138
1001,2004-01-28,3.7715
1002,2004-01-29,7.4936
1003,2004-01-30,2.0899
1004,2004-02-02,-2.8529
1005,2004-02-03,-4.9836
1006,2004-02-04,-10.2575
1007,2004-02-05,-11.1841
1008,2004-02-06,-8.3575
1009,2004-02-09,-11.8942
1010,2004-02-10,-8.9438
1011,2004-02-11,-5.7636
1012,2004-02-12,-10.0173
1013,2004-02-13,-17.1068
1014,2004-02-17,-7.226
1015,2004-02-18,-11.5468
1016,2004-02-19,-17.2623
1017,2004-02-20,-14.4989
1018,2004-02-23,-13.4753
1019,2004-02-24,-6.6978
1020,2004-02-25,-10.4511
1021,2004-02-26,-14.475
1022,2004-02-27,-13.6685
1023,2004-03-01,-9.0844
1024,2004-03-02,-15.6166
1025,2004-03-03,-16.0263
1026,2004-03-04,-16.0263
1027,2004-03-05,-16.4757
1028,2004-03-08,-27.146
1029,2004-03-09,-29.1612
1030,2004-03-10,-35.1673
1031,2004-03-11,-39.4878
1032,2004-03-12,-30.0399
1033,2004-03-15,-33.6297
1034,2004-03-16,-32.9768
1035,2004-03-17,-33.8277
1036,2004-03-18,-37.8164
1037,2004-03-19,-41.8159
1038,2004-03-22,-43.721
1039,2004-03-23,-48.4999
1040,2004-03-24,-39.2536
1041,2004-03-25,-16.372
1042,2004-03-26,-19.2374
1043,2004-03-29,-12.1582
1044,2004-03-30,-14.2632
1045,2004-03-31,-19.2621
1046,2004-04-01,-15.3297
1047,2004-04-02,2.1109
1048,2004-04-05,4.113
1049,2004-04-06,0.8663
1050,2004-04-07,-3.5372
1051,2004-04-08,-5.8047
1052,2004-04-12,-2.7986
1053,2004-04-13,-6.2494
1054,2004-04-14,-4.781
1055,2004-04-15,-11.1369
1056,2004-04-16,-12.2859
1057,2004-04-19,-2.8669
1058,2004-04-20,-7.2918
1059,2004-04-21,-4.2912
1060,2004-04-22,7.1037
1061,2004-04-23,31.9807
1062,2004-04-26,25.3156
1063,2004-04-27,24.8731
1064,2004-04-28,11.2288
1065,2004-04-29,9.6994
1066,2004-04-30,3.1668
1067,2004-05-03,6.8376
1068,2004-05-04,6.4514
1069,2004-05-05,5.8473
1070,2004-05-06,2.185
1071,2004-05-07,-4.3923
1072,2004-05-10,-1.3624
1073,2004-05-11,-1.1563
1074,2004-05-12,-1.1563
1075,2004-05-13,2.3621
1076,2004-05-14,-2.9669
1077,2004-05-17,-9.574
1078,2004-05-18,-2.8907
1079,2004-05-19,-7.205
1080,2004-05-20,-4.6416
1081,2004-05-21,-0.9461
1082,2004-05-24,-3.8503
1083,2004-05-25,3.9061
1084,2004-05-26,4.7868
1085,2004-05-27,5.9212
1086,2004-05-28,6.8558
1087,2004-06-01,3.6057
1088,2004-06-02,4.1173
1089,2004-06-03,-2.4248
1090,2004-06-04,-0.7587
1091,2004-06-07,11.3803
1092,2004-06-08,15.1895
1093,2004-06-09,11.3373
1094,2004-06-10,17.9989
1095,2004-06-14,20.7161
1096,2004-06-15,30.1768
1097,2004-06-16,27.4816
1098,2004-06-17,34.9682
1099,2004-06-18,42.9855
1100,2004-06-21,42.9855
1101,2004-06-22,40.9965
1102,2004-06-23,41.1402
1103,2004-06-24,42.4671
1104,2004-06-25,45.0739
1105,2004-06-28,34.7216
1106,2004-06-29,38.2409
1107,2004-06-30,39.1821
1108,2004-07-01,40.2996
1109,2004-07-02,38.0117
1110,2004-07-06,19.2482
1111,2004-07-07,20.8948
1112,2004-07-08,7.6128
1113,2004-07-09,12.4549
1114,2004-07-12,13.1086
1115,2004-07-13,5.1216
1116,2004-07-14,16.4688
1117,2004-07-15,9.6943
1118,2004-07-16,0.4672
1119,2004-07-19,10.0639
1120,2004-07-20,16.718
1121,2004-07-21,25.218
1122,2004-07-22,27.2445
1123,2004-07-23,6.2463
1124,2004-07-26,15.7513
1125,2004-07-27,11.5926
1126,2004-07-28,13.6703
1127,2004-07-29,11.6966
1128,2004-07-30,11.8577
1129,2004-08-02,12.3626
1130,2004-08-03,3.043
1131,2004-08-04,2.8434
1132,2004-08-05,-7.1837
1133,2004-08-06,-13.701
1134,2004-08-09,-12.8455
1135,2004-08-10,-1.9458
1136,2004-08-11,-7.3534
1137,2004-08-12,-15.7183
1138,2004-08-13,-12.8844
1139,2004-08-16,-11.4478
1140,2004-08-17,-12.1205
1141,2004-08-18,-3.6272
1142,2004-08-19,-9.6046
1143,2004-08-20,-7.9463
1144,2004-08-23,-7.0935
1145,2004-08-24,-7.0935
1146,2004-08-25,-0.29
1147,2004-08-26,-2.6011
1148,2004-08-27,-2.148
1149,2004-08-30,-5.6568
1150,2004-08-31,-5.6568
1151,2004-09-01,-3.3471
1152,2004-09-02,2.393
1153,2004-09-03,-9.3578
1154,2004-09-07,-3.2441
1155,2004-09-08,-5.4692
1156,2004-09-09,-4.961
1157,2004-09-10,0.346
1158,2004-09-13,-5.4077
1159,2004-09-14,-0.6007
1160,2004-09-15,-6.5061
1161,2004-09-16,-4.6732
1162,2004-09-17,1.6872
1163,2004-09-20,1.6872
1164,2004-09-21,-4.7274
1165,2004-09-22,-8.1431
1166,2004-09-23,-1.8297
1167,2004-09-24,-3.3787
1168,2004-09-27,-5.9812
1169,2004-09-28,-3.6306
1170,2004-09-29,4.9669
1171,2004-09-30,6.8047
1172,2004-10-01,20.6498
1173,2004-10-04,16.6959
1174,2004-10-05,22.0723
1175,2004-10-06,25.0115
1176,2004-10-07,14.1362
1177,2004-10-08,9.1391
1178,2004-10-11,10.7389
1179,2004-10-12,9.8663
1180,2004-10-13,9.8663
1181,2004-10-14,2.973
1182,2004-10-15,7.9928
1183,2004-10-18,17.8788
1184,2004-10-19,11.0035
1185,2004-10-20,21.8327
1186,2004-10-21,17.7919
1187,2004-10-22,-2.3248
1188,2004-10-25,-4.6249
1189,2004-10-26,1.3755
1190,2004-10-27,6.5966
1191,2004-10-28,3.3708
1192,2004-10-29,2.4385
1193,2004-11-01,4.9209
1194,2004-11-02,8.486
1195,2004-11-03,13.3995
1196,2004-11-04,23.3785
1197,2004-11-05,28.4543
1198,2004-11-08,27.5933
1199,2004-11-09,35.0755
1200,2004-11-10,33.8867
1201,2004-11-11,37.5054
1202,2004-11-12,37.1892
1203,2004-11-15,-15.5473
1204,2004-11-16,-18.9782
1205,2004-11-17,-18.0434
1206,2004-11-18,-19.377
1207,2004-11-19,-22.1763
1208,2004-11-22,-24.9203
1209,2004-11-23,-26.4795
1210,2004-11-24,-23.9948
1211,2004-11-26,-24.562
1212,2004-11-29,-20.5372
1213,2004-11-30,-19.5802
1214,2004-12-01,-9.5128
1215,2004-12-02,-12.3378
1216,2004-12-03,-9.1978
1217,2004-12-06,-6.9501
1218,2004-12-07,-11.9124
1219,2004-12-08,-5.3181
1220,2004-12-09,-7.8795
1221,2004-12-10,-10.81
1222,2004-12-13,-6.7584
1223,2004-12-14,-7.1787
1224,2004-12-15,-9.7481
1225,2004-12-16,-8.4316
1226,2004-12-17,-12.834
1227,2004-12-20,-13.054
1228,2004-12-21,-9.561
1229,2004-12-22,-11.9474
1230,2004-12-23,-10.7173
1231,2004-12-27,-14.6655
1232,2004-12-28,-11.4238
1233,2004-12-29,-12.7224
1234,2004-12-30,-16.3376
1235,2004-12-31,-17.367
1236,2005-01-03,-16.6118
1237,2005-01-04,-12.7922
1238,2005-01-05,-14.5597
1239,2005-01-06,-15.4615
1240,2005-01-07,-17.8942
1241,2005-01-10,-12.3635
1242,2005-01-11,-14.6334
1243,2005-01-12,-12.4436
1244,2005-01-13,-27.3451
1245,2005-01-14,-30.9818
1246,2005-01-18,-22.3842
1247,2005-01-19,-30.5427
1248,2005-01-20,-33.1531
1249,2005-01-21,-37.4815
1250,2005-01-24,-36.5948
1251,2005-01-25,-22.0899
1252,2005-01-26,-22.3379
1253,2005-01-27,-18.3713
1254,2005-01-28,-15.6092
1255,2005-01-31,-11.6902
1256,2005-02-01,-7.4717
1257,2005-02-02,-4.8198
1258,2005-02-03,-13.778
1259,2005-02-04,-8.4079
1260,2005-02-07,-13.3291
1261,2005-02-08,-10.2124
1262,2005-02-09,-15.4156
1263,2005-02-10,-15.718
1264,2005-02-11,-18.4793
1265,2005-02-14,-16.6907
1266,2005-02-15,-19.2569
1267,2005-02-16,-23.5923
1268,2005-02-17,-27.6799
1269,2005-02-18,-32.3086
1270,2005-02-22,-38.4106
1271,2005-02-23,-39.104
1272,2005-02-24,-30.3502
1273,2005-02-25,-33.4615
1274,2005-02-28,-35.7281
1275,2005-03-01,-29.535
1276,2005-03-02,-30.0946
1277,2005-03-03,-32.6289
1278,2005-03-04,-32.6289
1279,2005-03-07,-16.967
1280,2005-03-08,-19.3074
1281,2005-03-09,-22.2725
1282,2005-03-10,-16.2759
1283,2005-03-11,-26.9595
1284,2005-03-14,-25.9642
1285,2005-03-15,-31.6079
1286,2005-03-16,-38.5149
1287,2005-03-17,-40.5464
1288,2005-03-18,-45.3995
1289,2005-03-21,-47.5547
1290,2005-03-22,-51.409
1291,2005-03-23,-41.5047
1292,2005-03-24,-36.5559
1293,2005-03-28,-38.3709
1294,2005-03-29,-44.2472
1295,2005-03-30,-32.8207
1296,2005-03-31,-32.3609
1297,2005-04-01,-33.5714
1298,2005-04-04,-28.2559
1299,2005-04-05,-17.5154
1300,2005-04-06,-9.4737
1301,2005-04-07,5.2069
1302,2005-04-08,-0.0433
1303,2005-04-11,0.9325
1304,2005-04-12,11.5293
1305,2005-04-13,2.3133
1306,2005-04-14,-3.6716
1307,2005-04-15,-13.7608
1308,2005-04-18,-7.8174
1309,2005-04-19,-8.3479
1310,2005-04-20,-16.2159
1311,2005-04-21,8.3599
1312,2005-04-22,1.9467
1313,2005-04-25,2.1811
1314,2005-04-26,-3.409
1315,2005-04-27,2.2217
1316,2005-04-28,-9.9026
1317,2005-04-29,8.1485
1318,2005-05-02,6.6303
1319,2005-05-03,9.1242
1320,2005-05-04,5.6953
1321,2005-05-05,6.1093
1322,2005-05-06,5.8647
1323,2005-05-09,3.112
1324,2005-05-10,-2.0084
1325,2005-05-11,-1.7551
1326,2005-05-12,0.5835
1327,2005-05-13,8.0021
1328,2005-05-16,12.3619
1329,2005-05-17,11.4838
1330,2005-05-18,16.9493
1331,2005-05-19,21.6193
1332,2005-05-20,16.0016
1333,2005-05-23,18.4254
1334,2005-05-24,15.2432
1335,2005-05-25,13.9539
1336,2005-05-26,18.5122
1337,2005-05-27,22.3847
1338,2005-05-31,13.377
1339,2005-06-01,13.6248
1340,2005-06-02,12.9445
1341,2005-06-03,1.4366
1342,2005-06-06,-0.3448
1343,2005-06-07,3.8045
1344,2005-06-08,0.3718
1345,2005-06-09,3.7231
1346,2005-06-10,1.1192
1347,2005-06-13,-2.7363
1348,2005-06-14,-1.0465
1349,2005-06-15,-4.3583
1350,2005-06-16,-11.2378
1351,2005-06-17,-11.2378
1352,2005-06-20,-8.4867
1353,2005-06-21,-6.8964
1354,2005-06-22,-9.6836
1355,2005-06-23,-0.2102
1356,2005-06-24,-9.4697
1357,2005-06-27,-9.0751
1358,2005-06-28,-8.2536
1359,2005-06-29,-7.4022
1360,2005-06-30,-16.0864
1361,2005-07-01,-20.1837
1362,2005-07-05,-8.5916
1363,2005-07-06,-17.2992
1364,2005-07-07,-18.754
1365,2005-07-08,-2.1146
1366,2005-07-11,4.3012
1367,2005-07-12,13.4589
1368,2005-07-13,14.7998
1369,2005-07-14,22.6244
1370,2005-07-15,16.1071
1371,2005-07-18,8.0474
1372,2005-07-19,22.4499
1373,2005-07-20,23.0737
1374,2005-07-21,28.1435
1375,2005-07-22,5.8253
1376,2005-07-25,6.0519
1377,2005-07-26,2.1698
1378,2005-07-27,6.4934
1379,2005-07-28,7.2129
1380,2005-07-29,3.3083
1381,2005-08-01,10.8738
1382,2005-08-02,27.9181
1383,2005-08-03,34.4424
1384,2005-08-04,35.4213
1385,2005-08-05,41.2276
1386,2005-08-08,24.3735
1387,2005-08-09,27.5517
1388,2005-08-10,18.0565
1389,2005-08-11,22.8903
1390,2005-08-12,17.859
1391,2005-08-15,19.1264
1392,2005-08-16,10.3861
1393,2005-08-17,13.964
1394,2005-08-18,11.0742
1395,2005-08-19,8.8395
1396,2005-08-22,12.3657
1397,2005-08-23,11.4107
1398,2005-08-24,9.9354
1399,2005-08-25,14.3148
1400,2005-08-26,12.741
1401,2005-08-29,16.3765
1402,2005-08-30,16.9833
1403,2005-08-31,21.0058
1404,2005-09-01,15.6949
1405,2005-09-02,10.5859
1406,2005-09-06,10.0177
1407,2005-09-07,5.7288
1408,2005-09-08,-0.7854
1409,2005-09-09,-1.5833
1410,2005-09-12,-0.7306
1411,2005-09-13,-4.3912
1412,2005-09-14,-9.0099
1413,2005-09-15,-10.0857
1414,2005-09-16,-15.3532
1415,2005-09-19,-17.1415
1416,2005-09-20,-21.1497
1417,2005-09-21,-29.0523
1418,2005-09-22,-32.1213
1419,2005-09-23,-33.5337
1420,2005-09-26,-33.5337
1421,2005-09-27,-30.5244
1422,2005-09-28,-17.396
1423,2005-09-29,-8.0372
1424,2005-09-30,-13.6717
1425,2005-10-03,-19.3672
1426,2005-10-04,-30.3095
1427,2005-10-05,-35.7786
1428,2005-10-06,-33.6419
1429,2005-10-07,-36.1113
1430,2005-10-10,-38.3536
1431,2005-10-11,-39.2173
1432,2005-10-12,-41.1274
1433,2005-10-13,-29.807
1434,2005-10-14,-26.8523
1435,2005-10-17,-29.796
1436,2005-10-18,-28.2438
1437,2005-10-19,-10.2089
1438,2005-10-20,-17.274
1439,2005-10-21,-17.5017
1440,2005-10-24,-7.5295
1441,2005-10-25,-9.3019
1442,2005-10-26,-6.8353
1443,2005-10-27,-13.507
1444,2005-10-28,5.1795
1445,2005-10-31,9.1169
1446,2005-11-01,14.8117
1447,2005-11-02,24.401
1448,2005-11-03,23.8142
1449,2005-11-04,27.76
1450,2005-11-07,33.5256
1451,2005-11-08,34.1499
1452,2005-11-09,31.2106
1453,2005-11-10,33.4404
1454,2005-11-11,36.6019
1455,2005-11-14,37.7487
1456,2005-11-15,40.1889
1457,2005-11-16,43.8931
1458,2005-11-17,47.1923
1459,2005-11-18,48.5762
1460,2005-11-21,49.822
1461,2005-11-22,39.9114
1462,2005-11-23,40.0783
1463,2005-11-25,33.8184
1464,2005-11-28,33.4261
1465,2005-11-29,30.6051
1466,2005-11-30,30.6051
1467,2005-12-01,35.162
1468,2005-12-02,37.6257
1469,2005-12-05,30.6577
1470,2005-12-06,24.0466
1471,2005-12-07,25.5339
1472,2005-12-08,22.9986
1473,2005-12-09,23.5404
1474,2005-12-12,12.6896
1475,2005-12-13,1.1798
1476,2005-12-14,-0.1656
1477,2005-12-15,-5.758
1478,2005-12-16,-6.4073
1479,2005-12-19,-8.724
1480,2005-12-20,-7.5233
1481,2005-12-21,-11.9584
1482,2005-12-22,-16.498
1483,2005-12-23,-14.2827
1484,2005-12-27,-20.0443
1485,2005-12-28,-22.1854
1486,2005-12-29,-25.7723
1487,2005-12-30,-29.2072
1488,2006-01-03,-0.9361
1489,2006-01-04,3.2618
1490,2006-01-05,3.9089
1491,2006-01-06,1.0622
1492,2006-01-09,-0.7271
1493,2006-01-10,4.2684
1494,2006-01-11,13.6106
1495,2006-01-12,7.8787
1496,2006-01-13,9.4811
1497,2006-01-17,2.0099
1498,2006-01-18,-3.5337
1499,2006-01-19,3.052
1500,2006-01-20,-15.1813
1501,2006-01-23,-16.7071
1502,2006-01-24,-18.5075
1503,2006-01-25,-14.0587
1504,2006-01-26,-10.4225
1505,2006-01-27,22.9377
1506,2006-01-30,26.7308
1507,2006-01-31,29.3457
1508,2006-02-01,25.8779
1509,2006-02-02,15.2348
1510,2006-02-03,11.3798
1511,2006-02-06,1.8967
1512,2006-02-07,-3.4806
1513,2006-02-08,-4.1749
1514,2006-02-09,-9.8627
1515,2006-02-10,-9.0451
1516,2006-02-13,-15.6524
1517,2006-02-14,-8.4643
1518,2006-02-15,-2.5304
1519,2006-02-16,-4.2093
1520,2006-02-17,-6.863
1521,2006-02-21,-10.6527
1522,2006-02-22,-5.566
1523,2006-02-23,-7.065
1524,2006-02-24,-7.835
1525,2006-02-27,3.899
1526,2006-02-28,-0.9626
1527,2006-03-01,5.9836
1528,2006-03-02,1.3616
1529,2006-03-03,0.2785
1530,2006-03-06,-0.2823
1531,2006-03-07,3.9582
1532,2006-03-08,9.084
1533,2006-03-09,1.5754
1534,2006-03-10,6.1971
1535,2006-03-13,4.3763
1536,2006-03-14,7.7077
1537,2006-03-15,11.2343
1538,2006-03-16,8.2208
1539,2006-03-17,14.4551
1540,2006-03-20,23.7054
1541,2006-03-21,18.5169
1542,2006-03-22,0.9809
1543,2006-03-23,-6.4294
1544,2006-03-24,-2.2183
1545,2006-03-27,-2.2183
1546,2006-03-28,-5.0793
1547,2006-03-29,-1.6635
1548,2006-03-30,4.0803
1549,2006-03-31,3.4941
1550,2006-04-03,12.5654
1551,2006-04-04,14.4991
1552,2006-04-05,16.9168
1553,2006-04-06,10.9713
1554,2006-04-07,1.6045
1555,2006-04-10,2.7198
1556,2006-04-11,-1.9592
1557,2006-04-12,0.1357
1558,2006-04-13,-3.731
1559,2006-04-17,-10.1896
1560,2006-04-18,1.3236
1561,2006-04-19,-3.958
1562,2006-04-20,-3.958
1563,2006-04-21,-0.2992
1564,2006-04-24,-1.5154
1565,2006-04-25,-1.5154
1566,2006-04-26,-1.8471
1567,2006-04-27,3.2951
1568,2006-04-28,-50.7732
1569,2006-05-01,-47.1126
1570,2006-05-02,-49.6844
1571,2006-05-03,-56.3825
1572,2006-05-04,-49.6424
1573,2006-05-05,-41.1068
1574,2006-05-08,-41.7865
1575,2006-05-09,-42.8769
1576,2006-05-10,-39.1359
1577,2006-05-11,-44.7222
1578,2006-05-12,-45.2035
1579,2006-05-15,-45.4036
1580,2006-05-16,-46.8345
1581,2006-05-17,-49.6145
1582,2006-05-18,-46.7301
1583,2006-05-19,-49.4972
1584,2006-05-22,-40.3986
1585,2006-05-23,-41.4535
1586,2006-05-24,-23.3272
1587,2006-05-25,-17.9492
1588,2006-05-26,-18.2618
1589,2006-05-30,-26.6474
1590,2006-05-31,-32.9948
1591,2006-06-01,-28.9997
1592,2006-06-02,-29.7834
1593,2006-06-05,-33.1489
1594,2006-06-06,-37.6271
1595,2006-06-07,-38.6789
1596,2006-06-08,-36.7904
1597,2006-06-09,-37.8093
1598,2006-06-12,-41.7617
1599,2006-06-13,-44.099
1600,2006-06-14,-33.6534
1601,2006-06-15,-28.6138
1602,2006-06-16,-27.8128
1603,2006-06-19,-16.3696
1604,2006-06-20,-16.1264
1605,2006-06-21,-4.2057
1606,2006-06-22,-8.028
1607,2006-06-23,-14.8252
1608,2006-06-26,-7.7654
1609,2006-06-27,-6.9005
1610,2006-06-28,-0.5313
1611,2006-06-29,5.591
1612,2006-06-30,2.0032
1613,2006-07-03,9.6018
1614,2006-07-05,2.2961
1615,2006-07-06,4.7777
1616,2006-07-07,1.0374
1617,2006-07-10,5.0036
1618,2006-07-11,-3.1668
1619,2006-07-12,-11.5025
1620,2006-07-13,-17.6657
1621,2006-07-14,-16.9886
1622,2006-07-17,-12.6666
1623,2006-07-18,-6.974
1624,2006-07-19,5.7507
1625,2006-07-20,-4.2411
1626,2006-07-21,11.9918
1627,2006-07-24,13.7928
1628,2006-07-25,16.8249
1629,2006-07-26,18.8728
1630,2006-07-27,9.4198
1631,2006-07-28,14.8377
1632,2006-07-31,11.3329
1633,2006-08-01,10.0306
1634,2006-08-02,14.6828
1635,2006-08-03,12.8987
1636,2006-08-04,14.1484
1637,2006-08-07,12.6597
1638,2006-08-08,14.6679
1639,2006-08-09,16.355
1640,2006-08-10,16.7017
1641,2006-08-11,15.9429
1642,2006-08-14,17.8179
1643,2006-08-15,19.5186
1644,2006-08-16,21.0474
1645,2006-08-17,21.0474
1646,2006-08-18,38.6432
1647,2006-08-21,42.712
1648,2006-08-22,29.0619
1649,2006-08-23,29.769
1650,2006-08-24,30.7857
1651,2006-08-25,32.4044
1652,2006-08-28,33.884
1653,2006-08-29,30.5745
1654,2006-08-30,29.3506
1655,2006-08-31,26.2368
1656,2006-09-01,28.7639
1657,2006-09-05,21.5618
1658,2006-09-06,21.5618
1659,2006-09-07,15.9384
1660,2006-09-08,19.6343
1661,2006-09-11,25.8889
1662,2006-09-12,26.2785
1663,2006-09-13,27.2846
1664,2006-09-14,33.9284
1665,2006-09-15,42.189
1666,2006-09-18,40.0621
1667,2006-09-19,41.1433
1668,2006-09-20,45.8441
1669,2006-09-21,35.8505
1670,2006-09-22,27.9407
1671,2006-09-25,32.9093
1672,2006-09-26,36.8599
1673,2006-09-27,40.406
1674,2006-09-28,39.0361
1675,2006-09-29,37.2737
1676,2006-10-02,37.4407
1677,2006-10-03,37.6155
1678,2006-10-04,46.5712
1679,2006-10-05,45.7981
1680,2006-10-06,43.8022
1681,2006-10-09,37.8432
1682,2006-10-10,36.6511
1683,2006-10-11,30.7018
1684,2006-10-12,42.6222
1685,2006-10-13,44.826
1686,2006-10-16,45.9905
1687,2006-10-17,45.5862
1688,2006-10-18,46.8264
1689,2006-10-19,37.3527
1690,2006-10-20,39.8398
1691,2006-10-23,40.1969
1692,2006-10-24,33.1279
1693,2006-10-25,33.7485
1694,2006-10-26,34.6002
1695,2006-10-27,34.1464
1696,2006-10-30,38.3067
1697,2006-10-31,41.9631
1698,2006-11-01,43.9072
1699,2006-11-02,41.9057
1700,2006-11-03,39.8581
1701,2006-11-06,42.2694
1702,2006-11-07,44.6072
1703,2006-11-08,45.2438
1704,2006-11-09,50.7986
1705,2006-11-10,49.6571
1706,2006-11-13,51.7708
1707,2006-11-14,44.7068
1708,2006-11-15,38.6411
1709,2006-11-16,46.2864
1710,2006-11-17,42.5471
1711,2006-11-20,51.653
1712,2006-11-21,52.1418
1713,2006-11-22,52.1418
1714,2006-11-24,43.5637
1715,2006-11-27,30.0558
1716,2006-11-28,26.0432
1717,2006-11-29,30.554
1718,2006-11-30,21.4566
1719,2006-12-01,12.0626
1720,2006-12-04,17.9105
1721,2006-12-05,10.541
1722,2006-12-06,5.6743
1723,2006-12-07,0.9939
1724,2006-12-08,16.3204
1725,2006-12-11,19.653
1726,2006-12-12,15.8375
1727,2006-12-13,18.8105
1728,2006-12-14,30.0773
1729,2006-12-15,32.3575
1730,2006-12-18,21.8967
1731,2006-12-19,24.0042
1732,2006-12-20,26.1031
1733,2006-12-21,22.1953
1734,2006-12-22,11.0035
1735,2006-12-26,19.0386
1736,2006-12-27,19.6928
1737,2006-12-28,18.3506
1738,2006-12-29,14.303
1739,2007-01-03,14.303
1740,2007-01-04,12.5263
1741,2007-01-05,6.5962
1742,2007-01-08,14.6709
1743,2007-01-09,15.4667
1744,2007-01-10,5.1448
1745,2007-01-11,28.4763
1746,2007-01-12,36.5344
1747,2007-01-16,34.9651
1748,2007-01-17,33.0338
1749,2007-01-18,29.7758
1750,2007-01-19,31.7122
1751,2007-01-22,19.4222
1752,2007-01-23,19.8261
1753,2007-01-24,26.6022
1754,2007-01-25,8.8881
1755,2007-01-26,11.9283
1756,2007-01-29,10.1233
1757,2007-01-30,8.804
1758,2007-01-31,16.7799
1759,2007-02-01,8.8674
1760,2007-02-02,0.0652
1761,2007-02-05,-11.7133
1762,2007-02-06,-13.5598
1763,2007-02-07,-16.1445
1764,2007-02-08,-18.1683
1765,2007-02-09,-23.1385
1766,2007-02-12,-23.8342
1767,2007-02-13,-21.8034
1768,2007-02-14,-11.1168
1769,2007-02-15,-9.5601
1770,2007-02-16,-23.1581
1771,2007-02-20,-20.7688
1772,2007-02-21,-8.0236
1773,2007-02-22,-7.1084
1774,2007-02-23,-16.2576
1775,2007-02-26,-12.2211
1776,2007-02-27,-30.2228
1777,2007-02-28,-23.5547
1778,2007-03-01,-24.638
1779,2007-03-02,-29.006
1780,2007-03-05,-31.6605
1781,2007-03-06,-25.0964
1782,2007-03-07,-28.0617
1783,2007-03-08,-31.8075
1784,2007-03-09,-32.3192
1785,2007-03-12,-28.2668
1786,2007-03-13,-37.3548
1787,2007-03-14,-21.9901
1788,2007-03-15,-23.5781
1789,2007-03-16,-22.4845
1790,2007-03-19,-12.0475
1791,2007-03-20,-11.8468
1792,2007-03-21,0.8606
1793,2007-03-22,-3.3873
1794,2007-03-23,-7.4887
1795,2007-03-26,-3.7787
1796,2007-03-27,-11.7906
1797,2007-03-28,-13.0105
1798,2007-03-29,-10.7928
1799,2007-03-30,-8.3512
1800,2007-04-02,-10.5979
1801,2007-04-03,-7.8157
1802,2007-04-04,4.4463
1803,2007-04-05,5.3456
1804,2007-04-09,5.7193
1805,2007-04-10,2.1129
1806,2007-04-11,-3.7811
1807,2007-04-12,4.7958
1808,2007-04-13,6.1252
1809,2007-04-16,8.4325
1810,2007-04-17,10.7419
1811,2007-04-18,4.9381
1812,2007-04-19,6.7892
1813,2007-04-20,13.3052
1814,2007-04-23,7.5495
1815,2007-04-24,7.7551
1816,2007-04-25,11.8792
1817,2007-04-26,14.1025
1818,2007-04-27,31.0763
1819,2007-04-30,26.4353
1820,2007-05-01,30.0903
1821,2007-05-02,35.6547
1822,2007-05-03,39.99
1823,2007-05-04,29.5277
1824,2007-05-07,31.4993
1825,2007-05-08,32.033
1826,2007-05-09,32.4472
1827,2007-05-10,27.001
1828,2007-05-11,31.5927
1829,2007-05-14,32.742
1830,2007-05-15,30.7193
1831,2007-05-16,33.3169
1832,2007-05-17,30.5883
1833,2007-05-18,26.0619
1834,2007-05-21,29.8176
1835,2007-05-22,19.3732
1836,2007-05-23,16.3621
1837,2007-05-24,5.8832
1838,2007-05-25,12.1777
1839,2007-05-29,17.9538
1840,2007-05-30,23.4261
1841,2007-05-31,13.0145
1842,2007-06-01,10.6718
1843,2007-06-04,13.0412
1844,2007-06-05,9.7323
1845,2007-06-06,2.92
1846,2007-06-07,-10.5804
1847,2007-06-08,-1.5788
1848,2007-06-11,-2.1637
1849,2007-06-12,-5.513
1850,2007-06-13,5.3242
1851,2007-06-14,7.7259
1852,2007-06-15,7.0661
1853,2007-06-18,7.4638
1854,2007-06-19,6.2671
1855,2007-06-20,-3.8743
1856,2007-06-21,0.7772
1857,2007-06-22,-13.4111
1858,2007-06-25,-13.4111
1859,2007-06-26,-12.6886
1860,2007-06-27,-4.5127
1861,2007-06-28,-5.339
1862,2007-06-29,-12.5107
1863,2007-07-02,-6.161
1864,2007-07-03,-0.0002
1865,2007-07-05,-0.6505
1866,2007-07-06,-1.1017
1867,2007-07-09,-3.4109
1868,2007-07-10,-14.7282
1869,2007-07-11,-10.6834
1870,2007-07-12,2.4411
1871,2007-07-13,-2.789
1872,2007-07-16,1.6508
1873,2007-07-17,15.388
1874,2007-07-18,17.6501
1875,2007-07-19,26.3755
1876,2007-07-20,18.533
