Date,Close,High,Volume,Open,Adj Close,Low
2015-01-02,112.59,114.61,909300.0,114.21,109.8365,111.78
2015-01-05,116.79,117.19,2159100.0,114.01,113.9337,114.01
2015-01-06,115.8,117.23,1782100.0,117.16,112.9679,115.13
2015-01-07,118.68,119.58,1462000.0,116.2,115.7775,116.01
2015-01-08,119.94,120.598,1406800.0,119.04,117.0067,118.766
2015-01-09,118.21,119.5,2124100.0,118.06,115.319,117.5
2015-01-12,118.49,118.77,1001500.0,118.21,115.5922,117.68
2015-01-13,118.75,120.7,1613800.0,119.0,115.8458,117.72
2015-01-14,117.18,117.69,1042800.0,116.95,114.3142,115.77
2015-01-15,114.98,117.61,1531200.0,117.2,112.168,114.96
2015-01-16,117.0,117.11,1232900.0,114.85,114.1386,114.85
2015-01-20,115.89,118.39,926600.0,117.73,113.0557,114.82
2015-01-21,115.88,116.56,642800.0,115.7,113.046,114.92
2015-01-22,118.35,118.42,711300.0,116.27,115.4556,115.78
2015-01-23,116.98,118.55,583200.0,118.35,114.1191,116.95
2015-01-26,117.07,117.09,1188100.0,116.89,114.2069,116.03
2015-01-27,116.23,117.35,796800.0,116.16,113.3874,115.29
2015-01-28,114.5,117.54,1590100.0,116.37,111.6997,114.35
2015-01-29,112.52,114.39,3235000.0,112.65,109.7682,111.2
2015-01-30,112.1,114.64,1939700.0,111.99,109.3584,111.96
2015-02-02,113.98,114.12,1099400.0,112.48,111.1925,111.06
2015-02-03,116.66,116.87,1693600.0,115.43,113.8069,114.49
2015-02-04,115.52,116.27,1110300.0,115.35,112.6948,115.15
2015-02-05,117.1,117.37,944500.0,116.38,114.2362,116.01
2015-02-06,116.15,117.45,1057200.0,116.9,113.3094,115.78
2015-02-09,114.77,115.96,1324600.0,115.16,111.9631,114.405
2015-02-10,117.07,117.405,1011000.0,116.19,114.2069,115.12
2015-02-11,116.9,117.88,1161500.0,117.07,114.041,116.6
2015-02-12,118.15,118.36,977200.0,118.32,115.2605,116.7
2015-02-13,119.33,119.36,1084900.0,117.9,116.4116,117.815
2015-02-17,120.39,120.66,1229000.0,119.33,117.4457,118.79
2015-02-18,120.3,120.62,1109600.0,120.55,117.3579,119.73
2015-02-19,120.2,120.66,720300.0,120.12,117.2603,119.84
2015-02-20,121.59,121.69,1058200.0,119.87,118.6163,119.62
2015-02-23,121.31,121.59,770100.0,121.59,118.3432,120.73
2015-02-24,121.76,121.84,819500.0,121.07,118.7822,120.7
2015-02-25,120.52,121.75,986300.0,121.45,117.5725,120.44
2015-02-26,121.33,121.39,579400.0,120.52,118.3627,119.864
2015-02-27,120.39,121.365,698100.0,120.98,117.4457,120.3
2015-03-02,121.39,121.54,1266800.0,120.69,118.4212,120.2
2015-03-03,119.27,121.282,873300.0,121.19,116.3531,118.71
2015-03-04,118.76,119.66,1028400.0,119.15,116.0702,117.97
2015-03-05,119.18,119.74,1145400.0,119.14,116.4807,118.63
2015-03-06,116.35,119.14,1243200.0,119.13,113.7148,116.24
2015-03-09,116.95,117.2299,1204200.0,116.95,114.3012,116.19
2015-03-10,115.51,116.71,1171200.0,115.54,112.8938,115.23
2015-03-11,116.23,116.96,1020200.0,116.15,113.5975,115.85
2015-03-12,117.2,117.66,1259900.0,116.63,114.5455,116.44
2015-03-13,116.25,118.2,1323100.0,117.56,113.617,115.38
2015-03-16,118.02,118.23,761000.0,116.65,115.3469,116.65
2015-03-17,115.28,117.3,2853300.0,117.3,112.669,114.51
2015-03-18,119.21,119.92,2317400.0,115.19,116.51,114.7
2015-03-19,118.56,118.77,1249200.0,118.6,115.8747,118.05
2015-03-20,118.76,119.73,1390200.0,119.31,116.0702,118.33
2015-03-23,118.47,119.32,847500.0,118.76,115.7867,118.08
2015-03-24,117.31,118.68,1142300.0,118.01,114.653,117.31
2015-03-25,115.31,118.2,1009900.0,117.33,112.6983,115.2
2015-03-26,115.65,116.62,792900.0,115.34,113.0306,114.66
2015-03-27,117.5,117.93,1288900.0,115.7,114.8387,115.526
2015-03-30,118.57,118.99,723100.0,118.06,115.8845,117.77
2015-03-31,117.52,118.21,960800.0,117.86,114.8583,117.12
2015-04-01,116.19,118.47,1049500.0,118.22,113.5584,115.71
2015-04-02,116.92,117.66,632400.0,116.34,114.2719,115.78
2015-04-06,117.36,117.63,622500.0,116.14,114.7019,115.82
2015-04-07,116.01,117.99,634700.0,117.19,113.3825,115.97
2015-04-08,116.12,116.89,672000.0,116.09,113.49,115.2301
2015-04-09,117.2,117.32,840800.0,116.3,114.5455,115.59
2015-04-10,117.45,117.86,958600.0,117.53,114.7898,117.07
2015-04-13,116.21,118.34,1176700.0,117.74,113.5779,115.97
2015-04-14,115.96,117.11,1240800.0,116.4,113.3336,115.23
2015-04-15,115.62,116.62,986800.0,116.18,113.0013,115.55
2015-04-16,115.36,115.84,1002600.0,115.43,112.7472,114.98
2015-04-17,114.61,115.1,1092600.0,114.99,112.0142,113.71
2015-04-20,115.92,116.45,583300.0,115.08,113.2945,114.88
2015-04-21,117.37,117.79,824400.0,116.39,114.7117,116.34
2015-04-22,117.49,118.27,731600.0,117.12,114.8289,116.57
2015-04-23,118.57,119.1,740500.0,117.36,115.8845,116.71
2015-04-24,118.76,118.92,737600.0,118.09,116.0702,117.73
2015-04-27,116.61,119.0,820400.0,119.0,113.9689,116.35
