,date,APO
966,2003-12-12,0.2636
967,2003-12-15,0.3515
968,2003-12-16,0.4271
969,2003-12-17,0.4871
970,2003-12-18,0.5705
971,2003-12-19,0.6583
972,2003-12-22,0.6826
973,2003-12-23,0.7167
974,2003-12-24,0.7106
975,2003-12-26,0.7006
976,2003-12-29,0.6919
977,2003-12-30,0.6747
978,2003-12-31,0.6478
979,2004-01-02,0.6408
980,2004-01-05,0.6254
981,2004-01-06,0.6181
982,2004-01-07,0.5894
983,2004-01-08,0.5669
984,2004-01-09,0.5299
985,2004-01-12,0.4919
986,2004-01-13,0.4771
987,2004-01-14,0.4517
988,2004-01-15,0.4084
989,2004-01-16,0.3776
990,2004-01-20,0.3803
991,2004-01-21,0.3862
992,2004-01-22,0.323
993,2004-01-23,0.2761
994,2004-01-26,0.2583
995,2004-01-27,0.2193
996,2004-01-28,0.2115
997,2004-01-29,0.2187
998,2004-01-30,0.219
999,2004-02-02,0.1844
1000,2004-02-03,0.1539
1001,2004-02-04,0.0949
1002,2004-02-05,0.0192
1003,2004-02-06,-0.0656
1004,2004-02-09,-0.14
1005,2004-02-10,-0.2451
1006,2004-02-11,-0.3446
1007,2004-02-12,-0.4033
1008,2004-02-13,-0.4343
1009,2004-02-17,-0.466
1010,2004-02-18,-0.5051
1011,2004-02-19,-0.5407
1012,2004-02-20,-0.5676
1013,2004-02-23,-0.559
1014,2004-02-24,-0.5403
1015,2004-02-25,-0.5293
1016,2004-02-26,-0.5011
1017,2004-02-27,-0.4738
1018,2004-03-01,-0.461
1019,2004-03-02,-0.4272
1020,2004-03-03,-0.3521
1021,2004-03-04,-0.3315
1022,2004-03-05,-0.3142
1023,2004-03-08,-0.2867
1024,2004-03-09,-0.2833
1025,2004-03-10,-0.3085
1026,2004-03-11,-0.3731
1027,2004-03-12,-0.4204
1028,2004-03-15,-0.4628
1029,2004-03-16,-0.5022
1030,2004-03-17,-0.565
1031,2004-03-18,-0.6081
1032,2004-03-19,-0.6562
1033,2004-03-22,-0.7178
1034,2004-03-23,-0.8072
1035,2004-03-24,-0.8263
1036,2004-03-25,-0.8097
1037,2004-03-26,-0.7831
1038,2004-03-29,-0.7163
1039,2004-03-30,-0.6771
1040,2004-03-31,-0.6212
1041,2004-04-01,-0.5672
1042,2004-04-02,-0.4822
1043,2004-04-05,-0.3716
1044,2004-04-06,-0.2394
1045,2004-04-07,-0.1178
1046,2004-04-08,0.0272
1047,2004-04-12,0.1565
1048,2004-04-13,0.2127
1049,2004-04-14,0.265
1050,2004-04-15,0.2766
1051,2004-04-16,0.2813
1052,2004-04-19,0.3144
1053,2004-04-20,0.3371
1054,2004-04-21,0.2926
1055,2004-04-22,0.2629
1056,2004-04-23,0.3152
1057,2004-04-26,0.3624
1058,2004-04-27,0.4077
1059,2004-04-28,0.4077
1060,2004-04-29,0.4039
1061,2004-04-30,0.3894
1062,2004-05-03,0.4394
1063,2004-05-04,0.4869
1064,2004-05-05,0.513
1065,2004-05-06,0.5434
1066,2004-05-07,0.5382
1067,2004-05-10,0.5039
1068,2004-05-11,0.3671
1069,2004-05-12,0.2592
1070,2004-05-13,0.1543
1071,2004-05-14,0.0856
1072,2004-05-17,0.0049
1073,2004-05-18,-0.0285
1074,2004-05-19,-0.0959
1075,2004-05-20,-0.1544
1076,2004-05-21,-0.2145
1077,2004-05-24,-0.2676
1078,2004-05-25,-0.2628
1079,2004-05-26,-0.2765
1080,2004-05-27,-0.2841
1081,2004-05-28,-0.2707
1082,2004-06-01,-0.2149
1083,2004-06-02,-0.1497
1084,2004-06-03,-0.0694
1085,2004-06-04,-0.0359
1086,2004-06-07,0.0335
1087,2004-06-08,0.0879
1088,2004-06-09,0.1317
1089,2004-06-10,0.1989
1090,2004-06-14,0.2425
1091,2004-06-15,0.2985
1092,2004-06-16,0.3334
1093,2004-06-17,0.3909
1094,2004-06-18,0.4849
1095,2004-06-21,0.5772
1096,2004-06-22,0.693
1097,2004-06-23,0.795
1098,2004-06-24,0.8487
1099,2004-06-25,0.9075
1100,2004-06-28,0.956
1101,2004-06-29,0.9936
1102,2004-06-30,1.0293
1103,2004-07-01,1.021
1104,2004-07-02,1.0301
1105,2004-07-06,0.9788
1106,2004-07-07,0.8845
1107,2004-07-08,0.7711
1108,2004-07-09,0.6679
1109,2004-07-12,0.5661
1110,2004-07-13,0.4345
1111,2004-07-14,0.3139
1112,2004-07-15,0.2244
1113,2004-07-16,0.1056
1114,2004-07-19,-0.0022
1115,2004-07-20,-0.0877
1116,2004-07-21,-0.1389
1117,2004-07-22,-0.1186
1118,2004-07-23,-0.1517
1119,2004-07-26,-0.101
1120,2004-07-27,-0.0561
1121,2004-07-28,-0.0074
1122,2004-07-29,0.0586
1123,2004-07-30,0.0813
1124,2004-08-02,0.1304
1125,2004-08-03,0.1988
1126,2004-08-04,0.2165
1127,2004-08-05,0.1879
1128,2004-08-06,0.0992
1129,2004-08-09,0.0033
1130,2004-08-10,0.0102
1131,2004-08-11,-0.0705
1132,2004-08-12,-0.1536
1133,2004-08-13,-0.2597
1134,2004-08-16,-0.346
1135,2004-08-17,-0.4337
1136,2004-08-18,-0.5166
1137,2004-08-19,-0.5569
1138,2004-08-20,-0.6028
1139,2004-08-23,-0.6178
1140,2004-08-24,-0.5821
1141,2004-08-25,-0.5217
1142,2004-08-26,-0.4904
1143,2004-08-27,-0.427
1144,2004-08-30,-0.3639
1145,2004-08-31,-0.2883
1146,2004-09-01,-0.2229
1147,2004-09-02,-0.1385
1148,2004-09-03,-0.1149
1149,2004-09-07,-0.0515
1150,2004-09-08,0.002
1151,2004-09-09,0.0357
1152,2004-09-10,0.0785
1153,2004-09-13,0.0642
1154,2004-09-14,0.0527
1155,2004-09-15,0.0298
1156,2004-09-16,0.0442
1157,2004-09-17,0.0578
1158,2004-09-20,0.0436
1159,2004-09-21,0.0044
1160,2004-09-22,0.004
1161,2004-09-23,-0.0083
1162,2004-09-24,0.0007
1163,2004-09-27,-0.0095
1164,2004-09-28,-0.0305
1165,2004-09-29,-0.0161
1166,2004-09-30,-0.0144
1167,2004-10-01,0.0471
1168,2004-10-04,0.0926
1169,2004-10-05,0.1297
1170,2004-10-06,0.1674
1171,2004-10-07,0.2097
1172,2004-10-08,0.2592
1173,2004-10-11,0.3014
1174,2004-10-12,0.3277
1175,2004-10-13,0.3719
1176,2004-10-14,0.3953
1177,2004-10-15,0.4022
1178,2004-10-18,0.4301
1179,2004-10-19,0.3885
1180,2004-10-20,0.3884
1181,2004-10-21,0.3507
1182,2004-10-22,0.2664
1183,2004-10-25,0.2167
1184,2004-10-26,0.1942
1185,2004-10-27,0.1675
1186,2004-10-28,0.1316
1187,2004-10-29,0.1028
1188,2004-11-01,0.0957
1189,2004-11-02,0.0762
1190,2004-11-03,0.035
1191,2004-11-04,0.0487
1192,2004-11-05,0.0358
1193,2004-11-08,0.0562
1194,2004-11-09,0.1619
1195,2004-11-10,0.285
1196,2004-11-11,0.4025
1197,2004-11-12,0.485
1198,2004-11-15,0.4564
1199,2004-11-16,0.4217
1200,2004-11-17,0.3789
1201,2004-11-18,0.3184
1202,2004-11-19,0.2204
1203,2004-11-22,0.0761
1204,2004-11-23,-0.0833
1205,2004-11-24,-0.2441
1206,2004-11-26,-0.4275
1207,2004-11-29,-0.6053
1208,2004-11-30,-0.8337
1209,2004-12-01,-1.0458
1210,2004-12-02,-1.0396
1211,2004-12-03,-0.9951
1212,2004-12-06,-0.9556
1213,2004-12-07,-0.921
1214,2004-12-08,-0.8516
1215,2004-12-09,-0.7644
1216,2004-12-10,-0.6651
1217,2004-12-13,-0.547
1218,2004-12-14,-0.4145
1219,2004-12-15,-0.3027
1220,2004-12-16,-0.1731
1221,2004-12-17,-0.0908
1222,2004-12-20,0.0141
1223,2004-12-21,0.1123
1224,2004-12-22,0.0985
1225,2004-12-23,0.0977
1226,2004-12-27,0.0675
1227,2004-12-28,0.0488
1228,2004-12-29,0.0322
1229,2004-12-30,-0.0128
1230,2004-12-31,-0.0626
1231,2005-01-03,-0.0973
1232,2005-01-04,-0.1332
1233,2005-01-05,-0.1486
1234,2005-01-06,-0.1629
1235,2005-01-07,-0.174
1236,2005-01-10,-0.177
1237,2005-01-11,-0.1811
1238,2005-01-12,-0.1658
1239,2005-01-13,-0.1917
1240,2005-01-14,-0.209
1241,2005-01-18,-0.2106
1242,2005-01-19,-0.23
1243,2005-01-20,-0.2499
1244,2005-01-21,-0.2883
1245,2005-01-24,-0.3254
1246,2005-01-25,-0.3424
1247,2005-01-26,-0.3608
1248,2005-01-27,-0.386
1249,2005-01-28,-0.3976
1250,2005-01-31,-0.4128
1251,2005-02-01,-0.3789
1252,2005-02-02,-0.3356
1253,2005-02-03,-0.3176
1254,2005-02-04,-0.267
1255,2005-02-07,-0.2189
1256,2005-02-08,-0.1513
1257,2005-02-09,-0.0922
1258,2005-02-10,-0.0588
1259,2005-02-11,-0.031
1260,2005-02-14,-0.0109
1261,2005-02-15,-0.0033
1262,2005-02-16,-0.0053
1263,2005-02-17,-0.0254
1264,2005-02-18,-0.0571
1265,2005-02-22,-0.0962
1266,2005-02-23,-0.1542
1267,2005-02-24,-0.1835
1268,2005-02-25,-0.2379
1269,2005-02-28,-0.2868
1270,2005-03-01,-0.3376
1271,2005-03-02,-0.381
1272,2005-03-03,-0.4183
1273,2005-03-04,-0.4493
1274,2005-03-07,-0.4513
1275,2005-03-08,-0.4422
1276,2005-03-09,-0.419
1277,2005-03-10,-0.3654
1278,2005-03-11,-0.3219
1279,2005-03-14,-0.3024
1280,2005-03-15,-0.2765
1281,2005-03-16,-0.2619
1282,2005-03-17,-0.2581
1283,2005-03-18,-0.2696
1284,2005-03-21,-0.2789
1285,2005-03-22,-0.3011
1286,2005-03-23,-0.3382
1287,2005-03-24,-0.3681
1288,2005-03-28,-0.3994
1289,2005-03-29,-0.4587
1290,2005-03-30,-0.4854
1291,2005-03-31,-0.523
1292,2005-04-01,-0.5473
1293,2005-04-04,-0.5368
1294,2005-04-05,-0.5126
1295,2005-04-06,-0.4638
1296,2005-04-07,-0.3819
1297,2005-04-08,-0.2904
1298,2005-04-11,-0.2169
1299,2005-04-12,-0.136
1300,2005-04-13,-0.0494
1301,2005-04-14,0.0488
1302,2005-04-15,0.1065
1303,2005-04-18,0.1765
1304,2005-04-19,0.2367
1305,2005-04-20,0.2746
1306,2005-04-21,0.326
1307,2005-04-22,0.3384
1308,2005-04-25,0.3119
1309,2005-04-26,0.2796
1310,2005-04-27,0.2509
1311,2005-04-28,0.1607
1312,2005-04-29,0.1393
1313,2005-05-02,0.1353
1314,2005-05-03,0.1656
1315,2005-05-04,0.1627
1316,2005-05-05,0.1715
1317,2005-05-06,0.2062
1318,2005-05-09,0.1572
1319,2005-05-10,0.1248
1320,2005-05-11,0.1012
1321,2005-05-12,0.1085
1322,2005-05-13,0.1267
1323,2005-05-16,0.1922
1324,2005-05-17,0.1867
1325,2005-05-18,0.2112
1326,2005-05-19,0.224
1327,2005-05-20,0.2336
1328,2005-05-23,0.2318
1329,2005-05-24,0.2337
1330,2005-05-25,0.2421
1331,2005-05-26,0.2647
1332,2005-05-27,0.3294
1333,2005-05-31,0.3646
1334,2005-06-01,0.3755
1335,2005-06-02,0.3609
1336,2005-06-03,0.3415
1337,2005-06-06,0.2786
1338,2005-06-07,0.2363
1339,2005-06-08,0.2015
1340,2005-06-09,0.1674
1341,2005-06-10,0.1322
1342,2005-06-13,0.0958
1343,2005-06-14,0.0454
1344,2005-06-15,-0.0278
1345,2005-06-16,-0.0965
1346,2005-06-17,-0.1657
1347,2005-06-20,-0.2266
1348,2005-06-21,-0.2442
1349,2005-06-22,-0.253
1350,2005-06-23,-0.2639
1351,2005-06-24,-0.2685
1352,2005-06-27,-0.2734
1353,2005-06-28,-0.2776
1354,2005-06-29,-0.2667
1355,2005-06-30,-0.2751
1356,2005-07-01,-0.2824
1357,2005-07-05,-0.2521
1358,2005-07-06,-0.2277
1359,2005-07-07,-0.2218
1360,2005-07-08,-0.1991
1361,2005-07-11,-0.1615
1362,2005-07-12,-0.1435
1363,2005-07-13,-0.1029
1364,2005-07-14,-0.044
1365,2005-07-15,0.001
1366,2005-07-18,0.0378
1367,2005-07-19,0.1197
1368,2005-07-20,0.2092
1369,2005-07-21,0.2894
1370,2005-07-22,0.3549
1371,2005-07-25,0.4165
1372,2005-07-26,0.4348
1373,2005-07-27,0.4472
1374,2005-07-28,0.4358
1375,2005-07-29,0.4108
1376,2005-08-01,0.3832
1377,2005-08-02,0.4001
1378,2005-08-03,0.4572
1379,2005-08-04,0.4673
1380,2005-08-05,0.4954
1381,2005-08-08,0.4649
1382,2005-08-09,0.5025
1383,2005-08-10,0.5317
1384,2005-08-11,0.5771
1385,2005-08-12,0.5956
1386,2005-08-15,0.6321
1387,2005-08-16,0.6705
1388,2005-08-17,0.7048
1389,2005-08-18,0.661
1390,2005-08-19,0.588
1391,2005-08-22,0.5108
1392,2005-08-23,0.3858
1393,2005-08-24,0.3342
1394,2005-08-25,0.2752
1395,2005-08-26,0.2565
1396,2005-08-29,0.1899
1397,2005-08-30,0.1435
1398,2005-08-31,0.0935
1399,2005-09-01,0.0749
1400,2005-09-02,0.0319
1401,2005-09-06,-0.0065
1402,2005-09-07,-0.0315
1403,2005-09-08,-0.0488
1404,2005-09-09,-0.0472
1405,2005-09-12,-0.0365
1406,2005-09-13,-0.0331
1407,2005-09-14,-0.0566
1408,2005-09-15,-0.0884
1409,2005-09-16,-0.1471
1410,2005-09-19,-0.2132
1411,2005-09-20,-0.28
1412,2005-09-21,-0.3444
1413,2005-09-22,-0.4289
1414,2005-09-23,-0.496
1415,2005-09-26,-0.548
1416,2005-09-27,-0.5983
1417,2005-09-28,-0.6289
1418,2005-09-29,-0.6381
1419,2005-09-30,-0.6449
1420,2005-10-03,-0.6503
1421,2005-10-04,-0.6646
1422,2005-10-05,-0.68
1423,2005-10-06,-0.6783
1424,2005-10-07,-0.646
1425,2005-10-10,-0.6139
1426,2005-10-11,-0.5852
1427,2005-10-12,-0.5622
1428,2005-10-13,-0.5378
1429,2005-10-14,-0.5465
1430,2005-10-17,-0.5851
1431,2005-10-18,-0.6033
1432,2005-10-19,-0.584
1433,2005-10-20,-0.5414
1434,2005-10-21,-0.4749
1435,2005-10-24,-0.4068
1436,2005-10-25,-0.3328
1437,2005-10-26,-0.2506
1438,2005-10-27,-0.1893
1439,2005-10-28,-0.0941
1440,2005-10-31,-0.0181
1441,2005-11-01,0.0628
1442,2005-11-02,0.1806
1443,2005-11-03,0.3068
1444,2005-11-04,0.4099
1445,2005-11-07,0.5457
1446,2005-11-08,0.6752
1447,2005-11-09,0.7541
1448,2005-11-10,0.8327
1449,2005-11-11,0.9154
1450,2005-11-14,1.0176
1451,2005-11-15,1.0648
1452,2005-11-16,1.1068
1453,2005-11-17,1.1331
1454,2005-11-18,1.1334
1455,2005-11-21,1.1425
1456,2005-11-22,1.1167
1457,2005-11-23,1.0637
1458,2005-11-25,1.0202
1459,2005-11-28,0.9722
1460,2005-11-29,0.9098
1461,2005-11-30,0.8439
1462,2005-12-01,0.7789
1463,2005-12-02,0.7099
1464,2005-12-05,0.6037
1465,2005-12-06,0.4973
1466,2005-12-07,0.3917
1467,2005-12-08,0.286
1468,2005-12-09,0.2213
1469,2005-12-12,0.1433
1470,2005-12-13,0.0727
1471,2005-12-14,0.0146
1472,2005-12-15,-0.0437
1473,2005-12-16,-0.1064
1474,2005-12-19,-0.1847
1475,2005-12-20,-0.2644
1476,2005-12-21,-0.3339
1477,2005-12-22,-0.3906
1478,2005-12-23,-0.4408
1479,2005-12-27,-0.4852
1480,2005-12-28,-0.5306
1481,2005-12-29,-0.5562
1482,2005-12-30,-0.5702
1483,2006-01-03,-0.5495
1484,2006-01-04,-0.5149
1485,2006-01-05,-0.4782
1486,2006-01-06,-0.4419
1487,2006-01-09,-0.4104
1488,2006-01-10,-0.3537
1489,2006-01-11,-0.2676
1490,2006-01-12,-0.1987
1491,2006-01-13,-0.1186
1492,2006-01-17,-0.0394
1493,2006-01-18,0.0404
1494,2006-01-19,0.1394
1495,2006-01-20,0.1436
1496,2006-01-23,0.1219
1497,2006-01-24,0.0939
1498,2006-01-25,0.0714
1499,2006-01-26,0.0568
1500,2006-01-27,0.0857
1501,2006-01-30,0.101
1502,2006-01-31,0.1306
1503,2006-02-01,0.1456
1504,2006-02-02,0.1631
1505,2006-02-03,0.1808
1506,2006-02-06,0.1633
1507,2006-02-07,0.1817
1508,2006-02-08,0.1991
1509,2006-02-09,0.2377
1510,2006-02-10,0.2726
1511,2006-02-13,0.2865
1512,2006-02-14,0.2015
1513,2006-02-15,0.1074
1514,2006-02-16,0.0031
1515,2006-02-17,-0.0859
1516,2006-02-21,-0.1578
1517,2006-02-22,-0.2081
1518,2006-02-23,-0.2379
1519,2006-02-24,-0.256
1520,2006-02-27,-0.2455
1521,2006-02-28,-0.2457
1522,2006-03-01,-0.2386
1523,2006-03-02,-0.2168
1524,2006-03-03,-0.2138
1525,2006-03-06,-0.2271
1526,2006-03-07,-0.1782
1527,2006-03-08,-0.1035
1528,2006-03-09,-0.021
1529,2006-03-10,0.05
1530,2006-03-13,0.1094
1531,2006-03-14,0.1713
1532,2006-03-15,0.1899
1533,2006-03-16,0.2105
1534,2006-03-17,0.2178
1535,2006-03-20,0.2472
1536,2006-03-21,0.2743
1537,2006-03-22,0.2651
1538,2006-03-23,0.2399
1539,2006-03-24,0.2149
1540,2006-03-27,0.208
1541,2006-03-28,0.1778
1542,2006-03-29,0.1519
1543,2006-03-30,0.1322
1544,2006-03-31,0.0986
1545,2006-04-03,0.087
1546,2006-04-04,0.076
1547,2006-04-05,0.03
1548,2006-04-06,-0.0012
1549,2006-04-07,-0.0036
1550,2006-04-10,0.0192
1551,2006-04-11,0.0208
1552,2006-04-12,0.0312
1553,2006-04-13,0.0523
1554,2006-04-17,0.0435
1555,2006-04-18,0.0407
1556,2006-04-19,0.0288
1557,2006-04-20,-0.0077
1558,2006-04-21,-0.0404
1559,2006-04-24,-0.0868
1560,2006-04-25,-0.1093
1561,2006-04-26,-0.0914
1562,2006-04-27,-0.0759
1563,2006-04-28,-0.2088
1564,2006-05-01,-0.3529
1565,2006-05-02,-0.4925
1566,2006-05-03,-0.6506
1567,2006-05-04,-0.8326
1568,2006-05-05,-0.9779
1569,2006-05-08,-1.1183
1570,2006-05-09,-1.2744
1571,2006-05-10,-1.4069
1572,2006-05-11,-1.5611
1573,2006-05-12,-1.7128
1574,2006-05-15,-1.8849
1575,2006-05-16,-1.8168
1576,2006-05-17,-1.7714
1577,2006-05-18,-1.7044
1578,2006-05-19,-1.5767
1579,2006-05-22,-1.4622
1580,2006-05-23,-1.3906
1581,2006-05-24,-1.2667
1582,2006-05-25,-1.1302
1583,2006-05-26,-1.0071
1584,2006-05-30,-0.859
1585,2006-05-31,-0.7308
1586,2006-06-01,-0.5933
1587,2006-06-02,-0.4472
1588,2006-06-05,-0.2837
1589,2006-06-06,-0.2644
1590,2006-06-07,-0.2212
1591,2006-06-08,-0.2122
1592,2006-06-09,-0.2317
1593,2006-06-12,-0.3144
1594,2006-06-13,-0.4121
1595,2006-06-14,-0.4943
1596,2006-06-15,-0.5247
1597,2006-06-16,-0.5063
1598,2006-06-19,-0.503
1599,2006-06-20,-0.4962
1600,2006-06-21,-0.4452
1601,2006-06-22,-0.3777
1602,2006-06-23,-0.3305
1603,2006-06-26,-0.271
1604,2006-06-27,-0.2133
1605,2006-06-28,-0.1033
1606,2006-06-29,0.0339
1607,2006-06-30,0.1599
1608,2006-07-03,0.2973
1609,2006-07-05,0.4157
1610,2006-07-06,0.4805
1611,2006-07-07,0.5172
1612,2006-07-10,0.526
1613,2006-07-11,0.5313
1614,2006-07-12,0.5376
1615,2006-07-13,0.4859
1616,2006-07-14,0.4288
1617,2006-07-17,0.3579
1618,2006-07-18,0.2697
1619,2006-07-19,0.2131
1620,2006-07-20,0.0907
1621,2006-07-21,0.0575
1622,2006-07-24,0.0266
1623,2006-07-25,0.0217
1624,2006-07-26,0.0242
1625,2006-07-27,0.038
1626,2006-07-28,0.1272
1627,2006-07-31,0.2318
1628,2006-08-01,0.3161
1629,2006-08-02,0.4109
1630,2006-08-03,0.4815
1631,2006-08-04,0.5122
1632,2006-08-07,0.5975
1633,2006-08-08,0.5967
1634,2006-08-09,0.6049
1635,2006-08-10,0.5822
1636,2006-08-11,0.5506
1637,2006-08-14,0.5583
1638,2006-08-15,0.5461
1639,2006-08-16,0.5379
1640,2006-08-17,0.5178
1641,2006-08-18,0.5062
1642,2006-08-21,0.5181
1643,2006-08-22,0.5081
1644,2006-08-23,0.5163
1645,2006-08-24,0.5429
1646,2006-08-25,0.5451
1647,2006-08-28,0.5892
1648,2006-08-29,0.636
1649,2006-08-30,0.681
1650,2006-08-31,0.7199
1651,2006-09-01,0.7391
1652,2006-09-05,0.7626
1653,2006-09-06,0.688
1654,2006-09-07,0.5751
1655,2006-09-08,0.5235
1656,2006-09-11,0.4781
1657,2006-09-12,0.4308
1658,2006-09-13,0.374
1659,2006-09-14,0.3291
1660,2006-09-15,0.3206
1661,2006-09-18,0.3135
1662,2006-09-19,0.3167
1663,2006-09-20,0.3264
1664,2006-09-21,0.3462
1665,2006-09-22,0.3583
1666,2006-09-25,0.3985
1667,2006-09-26,0.4776
1668,2006-09-27,0.5543
1669,2006-09-28,0.6083
1670,2006-09-29,0.6579
1671,2006-10-02,0.6814
1672,2006-10-03,0.6663
1673,2006-10-04,0.6856
1674,2006-10-05,0.6939
1675,2006-10-06,0.6718
1676,2006-10-09,0.6624
1677,2006-10-10,0.6771
1678,2006-10-11,0.6521
1679,2006-10-12,0.6367
1680,2006-10-13,0.6011
1681,2006-10-16,0.579
1682,2006-10-17,0.5725
1683,2006-10-18,0.5696
1684,2006-10-19,0.5574
1685,2006-10-20,0.5174
1686,2006-10-23,0.5001
1687,2006-10-24,0.4769
1688,2006-10-25,0.4703
1689,2006-10-26,0.4803
1690,2006-10-27,0.4916
1691,2006-10-30,0.4455
1692,2006-10-31,0.4062
1693,2006-11-01,0.3742
1694,2006-11-02,0.3506
1695,2006-11-03,0.3169
1696,2006-11-06,0.3054
1697,2006-11-07,0.2876
1698,2006-11-08,0.2699
1699,2006-11-09,0.3008
1700,2006-11-10,0.3275
1701,2006-11-13,0.3539
1702,2006-11-14,0.3699
1703,2006-11-15,0.3641
1704,2006-11-16,0.3532
1705,2006-11-17,0.357
1706,2006-11-20,0.3919
1707,2006-11-21,0.4345
1708,2006-11-22,0.4676
1709,2006-11-24,0.4874
1710,2006-11-27,0.4833
1711,2006-11-28,0.4572
1712,2006-11-29,0.4416
1713,2006-11-30,0.4009
1714,2006-12-01,0.3607
1715,2006-12-04,0.3405
1716,2006-12-05,0.2818
1717,2006-12-06,0.2299
1718,2006-12-07,0.1379
1719,2006-12-08,0.0719
1720,2006-12-11,0.0106
1721,2006-12-12,-0.0439
1722,2006-12-13,-0.0653
1723,2006-12-14,-0.0517
1724,2006-12-15,-0.0466
1725,2006-12-18,-0.0267
1726,2006-12-19,0.017
1727,2006-12-20,0.0519
1728,2006-12-21,0.0938
1729,2006-12-22,0.1279
1730,2006-12-26,0.2029
1731,2006-12-27,0.2308
1732,2006-12-28,0.264
1733,2006-12-29,0.3021
1734,2007-01-03,0.3303
1735,2007-01-04,0.3067
1736,2007-01-05,0.2547
1737,2007-01-08,0.2372
1738,2007-01-09,0.2197
1739,2007-01-10,0.1724
1740,2007-01-11,0.1716
1741,2007-01-12,0.2301
1742,2007-01-16,0.2496
1743,2007-01-17,0.2584
1744,2007-01-18,0.2607
1745,2007-01-19,0.2991
1746,2007-01-22,0.3254
1747,2007-01-23,0.3525
1748,2007-01-24,0.4141
1749,2007-01-25,0.4428
1750,2007-01-26,0.4804
1751,2007-01-29,0.5283
1752,2007-01-30,0.4911
1753,2007-01-31,0.4323
1754,2007-02-01,0.36
1755,2007-02-02,0.263
1756,2007-02-05,0.1618
1757,2007-02-06,0.0481
1758,2007-02-07,-0.041
1759,2007-02-08,-0.1412
1760,2007-02-09,-0.2832
1761,2007-02-12,-0.3756
1762,2007-02-13,-0.4838
1763,2007-02-14,-0.5576
1764,2007-02-15,-0.6234
1765,2007-02-16,-0.7647
1766,2007-02-20,-0.8369
1767,2007-02-21,-0.8354
1768,2007-02-22,-0.7856
1769,2007-02-23,-0.7519
1770,2007-02-26,-0.7026
1771,2007-02-27,-0.6938
1772,2007-02-28,-0.6633
1773,2007-03-01,-0.6322
1774,2007-03-02,-0.6083
1775,2007-03-05,-0.6509
1776,2007-03-06,-0.6802
1777,2007-03-07,-0.6621
1778,2007-03-08,-0.6664
1779,2007-03-09,-0.7012
1780,2007-03-12,-0.7437
1781,2007-03-13,-0.7919
1782,2007-03-14,-0.846
1783,2007-03-15,-0.8094
1784,2007-03-16,-0.801
1785,2007-03-19,-0.7676
1786,2007-03-20,-0.7171
1787,2007-03-21,-0.6201
1788,2007-03-22,-0.555
1789,2007-03-23,-0.4678
1790,2007-03-26,-0.3451
1791,2007-03-27,-0.2692
1792,2007-03-28,-0.2067
1793,2007-03-29,-0.0594
1794,2007-03-30,0.0383
1795,2007-04-02,0.1212
1796,2007-04-03,0.2124
1797,2007-04-04,0.244
1798,2007-04-05,0.2885
1799,2007-04-09,0.2742
1800,2007-04-10,0.2605
1801,2007-04-11,0.2464
1802,2007-04-12,0.2458
1803,2007-04-13,0.2815
1804,2007-04-16,0.3181
1805,2007-04-17,0.3494
1806,2007-04-18,0.3656
1807,2007-04-19,0.369
1808,2007-04-20,0.4025
1809,2007-04-23,0.3681
1810,2007-04-24,0.332
1811,2007-04-25,0.3224
1812,2007-04-26,0.3322
1813,2007-04-27,0.4382
1814,2007-04-30,0.4906
1815,2007-05-01,0.539
1816,2007-05-02,0.6037
1817,2007-05-03,0.6554
1818,2007-05-04,0.7064
1819,2007-05-07,0.7609
1820,2007-05-08,0.7943
1821,2007-05-09,0.844
1822,2007-05-10,0.889
1823,2007-05-11,0.9554
1824,2007-05-14,1.0181
1825,2007-05-15,0.9935
1826,2007-05-16,0.985
1827,2007-05-17,0.9402
1828,2007-05-18,0.8705
1829,2007-05-21,0.7833
1830,2007-05-22,0.7187
1831,2007-05-23,0.6414
1832,2007-05-24,0.5327
1833,2007-05-25,0.4388
1834,2007-05-29,0.3882
1835,2007-05-30,0.317
1836,2007-05-31,0.2206
1837,2007-06-01,0.1332
1838,2007-06-04,0.0415
1839,2007-06-05,-0.0095
1840,2007-06-06,-0.068
1841,2007-06-07,-0.1652
1842,2007-06-08,-0.1969
1843,2007-06-11,-0.2071
1844,2007-06-12,-0.2064
1845,2007-06-13,-0.2016
1846,2007-06-14,-0.2153
1847,2007-06-15,-0.2558
1848,2007-06-18,-0.2681
1849,2007-06-19,-0.2624
1850,2007-06-20,-0.2842
1851,2007-06-21,-0.2881
1852,2007-06-22,-0.294
1853,2007-06-25,-0.2475
1854,2007-06-26,-0.2413
1855,2007-06-27,-0.2084
1856,2007-06-28,-0.177
1857,2007-06-29,-0.211
1858,2007-07-02,-0.2594
1859,2007-07-03,-0.2809
1860,2007-07-05,-0.2935
1861,2007-07-06,-0.2905
1862,2007-07-09,-0.2706
1863,2007-07-10,-0.2963
1864,2007-07-11,-0.2492
1865,2007-07-12,-0.1812
1866,2007-07-13,-0.1381
1867,2007-07-16,-0.1406
1868,2007-07-17,-0.0895
1869,2007-07-18,-0.0033
1870,2007-07-19,0.0804
1871,2007-07-20,0.1458
1872,2007-07-23,0.22
1873,2007-07-24,0.2772
1874,2007-07-25,0.3395
1875,2007-07-26,0.4122
1876,2007-07-27,0.4277
1877,2007-07-30,0.4034
1878,2007-07-31,0.3535
1879,2007-08-01,0.2999
