Date,Low,Close,High,Volume,Open,Adj Close
2015-01-02,53.97,55.05,55.6,670355.0,55.49,53.8609
2015-01-05,54.56,54.94,55.24,534556.0,54.73,53.7532
2015-01-06,54.08,54.85,55.16,1341033.0,55.0,53.6652
2015-01-07,54.81,55.6,56.0,720849.0,55.09,54.399
2015-01-08,55.18,56.35,56.38,893856.0,55.71,55.1328
2015-01-09,55.79,55.88,56.33,538359.0,56.11,54.6729
2015-01-12,54.85,54.99,55.99,336793.0,55.94,53.8022
2015-01-13,54.45,55.1,56.46,520156.0,55.3,53.9098
2015-01-14,54.18,55.33,55.39,544224.0,54.57,54.1348
2015-01-15,53.35,53.8,55.66,1116300.0,55.55,52.6379
2015-01-16,53.17,53.37,54.35,2678189.0,53.84,52.2172
2015-01-20,52.59,52.79,53.92,1137371.0,53.44,51.6497
2015-01-21,52.33,52.92,53.45,1614203.0,52.58,51.7769
2015-01-22,52.895,54.36,54.425,896149.0,53.12,53.1858
2015-01-23,54.31,54.48,55.0,404165.0,54.31,53.3032
2015-01-26,53.77,53.91,54.83,702647.0,54.76,52.7455
2015-01-27,53.07,53.8,54.04,476760.0,53.2,52.6379
2015-01-28,53.91,54.35,55.16,695085.0,54.3,53.176
2015-01-29,53.71,54.79,54.9,456601.0,54.15,53.6065
2015-01-30,53.88,54.01,54.92,591803.0,54.52,52.8433
2015-02-02,53.43,54.49,54.53,1213647.0,54.3,53.313
2015-02-03,54.7,55.05,55.43,429407.0,54.94,53.8609
2015-02-04,54.97,55.63,55.97,578298.0,55.03,54.4283
2015-02-05,55.75,57.0,57.06,627848.0,55.75,55.7687
2015-02-06,57.01,57.55,57.8,977434.0,57.22,56.3069
2015-02-09,56.88,56.91,58.1,730252.0,57.54,55.6807
2015-02-10,56.26,56.88,57.35,527416.0,57.22,55.6513
2015-02-11,56.39,56.72,57.21,859994.0,56.94,55.4948
2015-02-12,56.85,57.76,57.89,724308.0,57.14,56.5123
2015-02-13,57.19,58.66,58.82,746291.0,57.72,57.3929
2015-02-17,58.39,58.56,59.5,1336778.0,58.79,57.295
2015-02-18,55.13,56.0,57.43,1721964.0,56.88,54.7903
2015-02-19,55.79,57.62,57.86,1670198.0,55.94,56.3753
2015-02-20,56.98,58.6,58.72,980204.0,57.44,57.3342
2015-02-23,57.9301,58.34,58.72,769708.0,58.36,57.0798
2015-02-24,57.9,58.4,58.79,526550.0,58.11,57.1385
2015-02-25,58.16,58.55,59.07,625996.0,58.48,57.2853
2015-02-26,58.03,58.29,58.768,507268.0,58.74,57.0309
2015-02-27,57.69,57.73,58.54,342871.0,58.21,56.483
2015-03-02,57.64,58.82,58.91,694810.0,57.77,57.5494
2015-03-03,58.05,58.5,58.82,611979.0,58.44,57.2363
2015-03-04,57.98,58.45,58.84,939972.0,58.65,57.1874
2015-03-05,57.8,58.11,58.48,479994.0,58.48,56.8548
2015-03-06,57.36,57.45,57.98,413932.0,57.69,56.209
2015-03-09,57.4,57.99,58.14,342786.0,57.41,56.7374
2015-03-10,57.11,57.61,58.01,491185.0,57.69,56.3656
2015-03-11,57.58,57.91,58.26,559863.0,57.7,56.6591
2015-03-12,57.93,58.4,58.52,420856.0,57.93,57.1385
2015-03-13,57.8003,58.16,58.67,563320.0,58.09,57.0015
2015-03-16,58.01,58.74,58.77,494349.0,58.51,57.57
2015-03-17,58.04,58.34,58.742,447179.0,58.21,57.1779
2015-03-18,58.06,59.84,60.1,635063.0,58.29,58.6481
2015-03-19,59.29,60.01,60.04,599913.0,59.86,58.8147
2015-03-20,60.23,61.14,61.22,922972.0,60.41,59.9222
2015-03-23,60.81,60.9,61.7,686499.0,61.24,59.6869
2015-03-24,60.38,60.9,61.4,529468.0,60.74,59.6869
2015-03-25,60.14,60.31,61.23,652874.0,60.84,59.1087
2015-03-26,59.98,60.51,60.67,555076.0,60.3,59.3047
2015-03-27,60.16,61.23,61.3,912816.0,60.49,60.0104
2015-03-30,61.4,61.91,61.97,457989.0,61.4,60.6768
2015-03-31,61.05,61.17,61.93,428770.0,61.5,59.9516
2015-04-01,60.79,61.08,61.33,444378.0,60.98,59.8634
2015-04-02,60.9346,61.45,61.71,275761.0,61.15,60.226
2015-04-06,61.03,61.65,62.16,653665.0,61.18,60.422
2015-04-07,61.28,61.57,61.71,399929.0,61.4,60.3436
2015-04-08,61.18,61.69,61.73,512212.0,61.53,60.4612
2015-04-09,61.14,61.44,61.8,425554.0,61.7,60.2162
2015-04-10,60.87,61.24,61.72,560337.0,61.52,60.0202
2015-04-13,60.25,60.28,61.5799,438789.0,61.17,59.0793
2015-04-14,59.6,59.97,60.68,681402.0,60.32,58.7755
2015-04-15,60.02,60.49,60.61,443475.0,60.02,59.2851
2015-04-16,59.7,60.16,60.47,350359.0,60.38,58.9617
2015-04-17,58.78,59.1,59.72,462335.0,59.72,57.9228
2015-04-20,59.0801,59.31,59.68,403282.0,59.2,58.1286
2015-04-21,59.325,59.81,59.93,327509.0,59.69,58.6187
2015-04-22,59.72,60.36,60.48,485425.0,59.87,59.1577
2015-04-23,59.53,59.74,60.18,1013597.0,60.07,58.55
2015-04-24,59.63,60.96,61.08,873539.0,59.69,59.7457
2015-04-27,60.5,60.59,61.45,793744.0,60.97,59.3831
2015-04-28,60.24,60.81,61.1,950582.0,60.4,59.5987
