Date,Low,Close,High,Volume,Open,Adj Close
2015-01-02,69.73,70.12,70.91,1766894.0,70.59,66.4099
2015-01-05,68.64,68.73,69.78,2905053.0,69.68,65.0934
2015-01-06,68.45,68.68,69.61,2626848.0,69.03,65.0461
2015-01-07,68.82,69.81,69.85,2090185.0,69.4,66.1163
2015-01-08,70.21,71.15,71.15,2967847.0,70.25,67.3854
2015-01-09,70.37,70.42,71.12,2078266.0,71.08,66.694
2015-01-12,69.5601,69.7,70.62,1513094.0,70.36,66.0121
2015-01-13,69.56,70.12,71.19,2241008.0,70.3,66.4099
2015-01-14,68.84,69.43,69.8,2692414.0,68.96,65.7564
2015-01-15,69.12,69.23,69.88,2058231.0,69.44,65.567
2015-01-16,69.5,70.84,70.88,2182835.0,69.82,67.0918
2015-01-20,69.89,70.36,71.24,2113660.0,71.16,66.6372
2015-01-21,69.61,70.3,70.695,1928389.0,70.09,66.5804
2015-01-22,70.39,71.95,72.11,2523003.0,70.67,68.1431
2015-01-23,71.405,71.43,72.11,1746693.0,72.08,67.6506
2015-01-26,71.06,71.73,71.765,1663495.0,71.27,67.9347
2015-01-27,70.92,71.44,71.79,1526166.0,71.04,67.66
2015-01-28,70.3,70.32,72.535,2539168.0,71.65,66.5993
2015-01-29,70.27,71.05,71.25,2854998.0,70.52,67.2907
2015-01-30,69.7,69.79,70.84,2486684.0,70.49,66.0973
2015-02-02,69.17,70.91,70.99,3005612.0,69.74,67.1581
2015-02-03,70.51,72.03,72.06,2988068.0,71.16,68.2188
2015-02-04,71.72,72.58,72.87,3677035.0,71.8,68.7397
2015-02-05,69.04,72.3,72.52,4825039.0,69.68,68.4745
2015-02-06,70.72,70.93,72.21,4198115.0,72.0,67.177
2015-02-09,69.845,70.03,70.69,3555235.0,70.32,66.3246
2015-02-10,69.65,70.05,70.59,3063724.0,70.55,66.3436
2015-02-11,69.99,71.18,71.415,3840035.0,70.14,67.4138
2015-02-12,71.16,71.57,71.69,2063370.0,71.24,67.7832
2015-02-13,71.14,71.46,71.74,2016872.0,71.37,67.679
2015-02-17,71.14,71.27,71.86,2027031.0,71.48,67.499
2015-02-18,70.51,70.71,71.23,2446242.0,71.07,66.9687
2015-02-19,70.59,71.17,71.27,2001889.0,70.65,67.4043
2015-02-20,70.47,71.6,71.72,2121043.0,71.09,67.8116
2015-02-23,71.05,71.26,71.4,1814787.0,71.37,67.4896
2015-02-24,71.07,71.67,71.87,1847960.0,71.07,67.8779
2015-02-25,71.09,71.12,71.77,2083824.0,71.54,67.357
2015-02-26,70.87,71.31,71.42,1903381.0,70.87,67.821
2015-02-27,70.59,70.6,71.27,2199551.0,71.07,67.1458
2015-03-02,70.57,70.98,71.18,1687785.0,70.67,67.5072
2015-03-03,70.27,70.49,70.9,1910307.0,70.65,67.0412
2015-03-04,69.49,69.5,70.2302,2343967.0,70.13,66.0996
2015-03-05,69.3,69.56,69.91,3138006.0,69.79,66.1567
