,date,CCI
968,2003-12-08,121.9621
969,2003-12-09,180.9679
970,2003-12-10,177.4143
971,2003-12-11,156.3907
972,2003-12-12,146.9857
973,2003-12-15,149.0826
974,2003-12-16,148.7154
975,2003-12-17,129.7332
976,2003-12-18,149.4607
977,2003-12-19,136.9835
978,2003-12-22,104.645
979,2003-12-23,92.2476
980,2003-12-24,73.0404
981,2003-12-26,77.5345
982,2003-12-29,99.6989
983,2003-12-30,104.8319
984,2003-12-31,84.2433
985,2004-01-02,99.5263
986,2004-01-05,171.5789
987,2004-01-06,185.6852
988,2004-01-07,165.6573
989,2004-01-08,152.3424
990,2004-01-09,69.9708
991,2004-01-12,24.1619
992,2004-01-13,-3.5325
993,2004-01-14,28.9249
994,2004-01-15,7.309
995,2004-01-16,41.7218
996,2004-01-20,105.4876
997,2004-01-21,105.9046
998,2004-01-22,90.0927
999,2004-01-23,142.9861
1000,2004-01-26,152.0064
1001,2004-01-27,94.7148
1002,2004-01-28,-10.0431
1003,2004-01-29,-27.595
1004,2004-01-30,-57.5485
1005,2004-02-02,-106.2492
1006,2004-02-03,-120.3299
1007,2004-02-04,-142.3913
1008,2004-02-05,-155.2143
1009,2004-02-06,-126.6071
1010,2004-02-09,-122.2029
1011,2004-02-10,-109.439
1012,2004-02-11,-89.8247
1013,2004-02-12,-88.8992
1014,2004-02-13,-114.3888
1015,2004-02-17,-82.0132
1016,2004-02-18,-77.663
1017,2004-02-19,-100.7013
1018,2004-02-20,-94.6742
1019,2004-02-23,-92.0063
1020,2004-02-24,-64.5201
1021,2004-02-25,-68.5484
1022,2004-02-26,-122.6024
1023,2004-02-27,-119.3186
1024,2004-03-01,-75.0478
1025,2004-03-02,-115.5815
1026,2004-03-03,-135.7673
1027,2004-03-04,-136.0129
1028,2004-03-05,-107.782
1029,2004-03-08,-203.5329
1030,2004-03-09,-232.4593
1031,2004-03-10,-236.0334
1032,2004-03-11,-220.5845
1033,2004-03-12,-169.5276
1034,2004-03-15,-156.573
1035,2004-03-16,-130.504
1036,2004-03-17,-110.5762
1037,2004-03-18,-137.3419
1038,2004-03-19,-130.8822
1039,2004-03-22,-138.3859
1040,2004-03-23,-136.3111
1041,2004-03-24,-116.4989
1042,2004-03-25,-51.3135
1043,2004-03-26,-28.3283
1044,2004-03-29,-16.0982
1045,2004-03-30,-16.261
1046,2004-03-31,-38.0308
1047,2004-04-01,-27.9412
1048,2004-04-02,119.0291
1049,2004-04-05,153.3793
1050,2004-04-06,132.0142
1051,2004-04-07,87.8387
1052,2004-04-08,80.9438
1053,2004-04-12,82.5109
1054,2004-04-13,67.5159
1055,2004-04-14,58.997
1056,2004-04-15,26.8674
1057,2004-04-16,1.9793
1058,2004-04-19,28.7359
1059,2004-04-20,41.788
1060,2004-04-21,7.0015
1061,2004-04-22,111.7678
1062,2004-04-23,430.5827
1063,2004-04-26,266.6565
1064,2004-04-27,197.4253
1065,2004-04-28,104.6071
1066,2004-04-29,76.7558
1067,2004-04-30,35.3631
1068,2004-05-03,39.1321
1069,2004-05-04,29.8312
1070,2004-05-05,35.5482
1071,2004-05-06,8.7738
1072,2004-05-07,-15.5698
1073,2004-05-10,-29.7962
1074,2004-05-11,-23.5576
1075,2004-05-12,-45.5449
1076,2004-05-13,-21.301
1077,2004-05-14,-46.8776
1078,2004-05-17,-93.5614
1079,2004-05-18,-64.5018
1080,2004-05-19,-67.543
1081,2004-05-20,-83.0586
1082,2004-05-21,-41.7231
1083,2004-05-24,-48.683
1084,2004-05-25,-24.2797
1085,2004-05-26,9.5961
1086,2004-05-27,41.5634
1087,2004-05-28,84.868
1088,2004-06-01,47.8146
1089,2004-06-02,81.8957
1090,2004-06-03,6.8618
1091,2004-06-04,59.6357
1092,2004-06-07,167.9369
1093,2004-06-08,223.4932
1094,2004-06-09,186.3118
1095,2004-06-10,198.3001
1096,2004-06-14,191.4015
1097,2004-06-15,252.9742
1098,2004-06-16,199.8424
1099,2004-06-17,203.434
1100,2004-06-18,220.4683
1101,2004-06-21,194.1897
1102,2004-06-22,140.5454
1103,2004-06-23,125.0771
1104,2004-06-24,124.6297
1105,2004-06-25,109.9477
1106,2004-06-28,92.6798
1107,2004-06-29,85.6058
1108,2004-06-30,88.7094
1109,2004-07-01,80.6074
1110,2004-07-02,72.9821
1111,2004-07-06,29.6863
1112,2004-07-07,13.5686
1113,2004-07-08,-17.8119
1114,2004-07-09,-22.9769
1115,2004-07-12,-38.3951
1116,2004-07-13,-76.3409
1117,2004-07-14,-41.4142
1118,2004-07-15,-50.9959
1119,2004-07-16,-129.3786
1120,2004-07-19,-51.1349
1121,2004-07-20,19.1584
1122,2004-07-21,207.8381
1123,2004-07-22,149.499
1124,2004-07-23,-12.6708
1125,2004-07-26,57.4114
1126,2004-07-27,41.6632
1127,2004-07-28,59.1302
1128,2004-07-29,53.1129
1129,2004-07-30,59.9406
1130,2004-08-02,37.2276
1131,2004-08-03,-10.6051
1132,2004-08-04,-27.2612
1133,2004-08-05,-90.8841
1134,2004-08-06,-154.3543
1135,2004-08-09,-165.8634
1136,2004-08-10,-97.4257
1137,2004-08-11,-117.0624
1138,2004-08-12,-147.2668
1139,2004-08-13,-161.112
1140,2004-08-16,-103.3653
1141,2004-08-17,-85.7656
1142,2004-08-18,-62.9415
1143,2004-08-19,-66.7483
1144,2004-08-20,-59.6039
1145,2004-08-23,-51.5244
1146,2004-08-24,-43.1117
1147,2004-08-25,-9.477
1148,2004-08-26,0.0
1149,2004-08-27,20.7078
1150,2004-08-30,-49.1125
1151,2004-08-31,-30.259
1152,2004-09-01,28.5419
1153,2004-09-02,123.1303
1154,2004-09-03,4.6697
1155,2004-09-07,12.8674
1156,2004-09-08,16.1888
1157,2004-09-09,28.7049
1158,2004-09-10,66.1388
1159,2004-09-13,-72.7611
1160,2004-09-14,64.4459
1161,2004-09-15,-52.1386
1162,2004-09-16,-39.4116
1163,2004-09-17,72.18
1164,2004-09-20,101.7593
1165,2004-09-21,-1.398
1166,2004-09-22,-29.2263
1167,2004-09-23,-29.6637
1168,2004-09-24,-17.3616
1169,2004-09-27,-95.3297
1170,2004-09-28,-90.1291
1171,2004-09-29,139.0229
1172,2004-09-30,205.8591
1173,2004-10-01,364.6417
1174,2004-10-04,283.0641
1175,2004-10-05,228.128
1176,2004-10-06,196.4713
1177,2004-10-07,136.219
1178,2004-10-08,83.7182
1179,2004-10-11,69.351
1180,2004-10-12,51.0698
1181,2004-10-13,57.2553
1182,2004-10-14,26.1684
1183,2004-10-15,38.536
1184,2004-10-18,77.5083
1185,2004-10-19,77.9666
1186,2004-10-20,110.6096
1187,2004-10-21,128.6512
1188,2004-10-22,-35.2046
1189,2004-10-25,-103.8322
1190,2004-10-26,-80.7205
1191,2004-10-27,-28.9783
1192,2004-10-28,2.6453
1193,2004-10-29,-93.3672
1194,2004-11-01,-5.6848
1195,2004-11-02,43.4463
1196,2004-11-03,120.6781
1197,2004-11-04,191.6425
1198,2004-11-05,238.5314
1199,2004-11-08,200.0898
1200,2004-11-09,210.0455
1201,2004-11-10,184.3138
1202,2004-11-11,168.1403
1203,2004-11-12,143.1818
1204,2004-11-15,-122.4737
1205,2004-11-16,-127.3487
1206,2004-11-17,-110.2869
1207,2004-11-18,-107.3508
1208,2004-11-19,-110.9905
1209,2004-11-22,-157.2983
1210,2004-11-23,-114.0905
1211,2004-11-24,-99.077
1212,2004-11-26,-84.2436
1213,2004-11-29,-70.3688
1214,2004-11-30,-60.6564
1215,2004-12-01,-41.8991
1216,2004-12-02,-37.3518
1217,2004-12-03,-26.9432
1218,2004-12-06,-22.7076
1219,2004-12-07,-27.3318
1220,2004-12-08,-17.5555
1221,2004-12-09,-12.1724
1222,2004-12-10,-6.2567
1223,2004-12-13,41.3058
1224,2004-12-14,59.0441
1225,2004-12-15,56.7183
1226,2004-12-16,45.8795
1227,2004-12-17,12.5352
1228,2004-12-20,3.7532
1229,2004-12-21,10.9122
1230,2004-12-22,-37.5957
1231,2004-12-23,-40.0033
1232,2004-12-27,-98.3659
1233,2004-12-28,-109.8855
1234,2004-12-29,-130.461
1235,2004-12-30,-158.4323
1236,2004-12-31,-158.7387
1237,2005-01-03,-134.6887
1238,2005-01-04,-81.7516
1239,2005-01-05,-67.8282
1240,2005-01-06,-93.5236
1241,2005-01-07,-129.4459
1242,2005-01-10,-113.1687
1243,2005-01-11,-111.3096
1244,2005-01-12,-87.3785
1245,2005-01-13,-244.6042
1246,2005-01-14,-286.6942
1247,2005-01-18,-237.4744
1248,2005-01-19,-216.779
1249,2005-01-20,-196.9601
1250,2005-01-21,-172.1145
1251,2005-01-24,-147.4139
1252,2005-01-25,-92.5026
1253,2005-01-26,-75.7793
1254,2005-01-27,-66.0726
1255,2005-01-28,-22.1618
1256,2005-01-31,-7.9909
1257,2005-02-01,1.4967
1258,2005-02-02,21.8142
1259,2005-02-03,-14.3063
1260,2005-02-04,5.4358
1261,2005-02-07,-17.271
1262,2005-02-08,14.3998
1263,2005-02-09,-14.2225
1264,2005-02-10,-35.1246
1265,2005-02-11,-69.6862
1266,2005-02-14,-43.7645
1267,2005-02-15,-63.0111
1268,2005-02-16,-118.8544
1269,2005-02-17,-145.1781
1270,2005-02-18,-198.9225
1271,2005-02-22,-234.353
1272,2005-02-23,-200.6206
1273,2005-02-24,-147.026
1274,2005-02-25,-132.6325
1275,2005-02-28,-119.8754
1276,2005-03-01,-97.0361
1277,2005-03-02,-82.5199
1278,2005-03-03,-89.2415
1279,2005-03-04,-81.5388
1280,2005-03-07,-27.7009
1281,2005-03-08,-26.6731
1282,2005-03-09,-35.5814
1283,2005-03-10,-30.7454
1284,2005-03-11,-75.2861
1285,2005-03-14,-113.4266
1286,2005-03-15,-133.7344
1287,2005-03-16,-240.8559
1288,2005-03-17,-256.5751
1289,2005-03-18,-225.1167
1290,2005-03-21,-227.569
1291,2005-03-22,-204.043
1292,2005-03-23,-147.7497
1293,2005-03-24,-104.3827
1294,2005-03-28,-95.2872
1295,2005-03-29,-120.4236
1296,2005-03-30,-91.8566
1297,2005-03-31,-73.1393
1298,2005-04-01,-67.9247
1299,2005-04-04,-68.4657
1300,2005-04-05,-32.5137
1301,2005-04-06,26.9782
1302,2005-04-07,83.3396
1303,2005-04-08,108.0071
1304,2005-04-11,103.5727
1305,2005-04-12,137.4704
1306,2005-04-13,133.3424
1307,2005-04-14,83.4209
1308,2005-04-15,16.4751
1309,2005-04-18,22.4932
1310,2005-04-19,18.5961
1311,2005-04-20,-22.2197
1312,2005-04-21,89.7767
1313,2005-04-22,75.9131
1314,2005-04-25,75.5708
1315,2005-04-26,44.1957
1316,2005-04-27,39.9464
1317,2005-04-28,-41.8891
1318,2005-04-29,84.7097
1319,2005-05-02,96.4315
1320,2005-05-03,127.9555
1321,2005-05-04,105.3348
1322,2005-05-05,86.4716
1323,2005-05-06,104.5126
1324,2005-05-09,57.0121
1325,2005-05-10,-10.7629
1326,2005-05-11,-35.7985
1327,2005-05-12,8.5011
1328,2005-05-13,80.4685
1329,2005-05-16,33.6155
1330,2005-05-17,134.9131
1331,2005-05-18,213.1639
1332,2005-05-19,241.8985
1333,2005-05-20,176.8827
1334,2005-05-23,168.4703
1335,2005-05-24,121.448
1336,2005-05-25,80.259
1337,2005-05-26,113.5074
1338,2005-05-27,119.5918
1339,2005-05-31,81.749
1340,2005-06-01,63.9909
1341,2005-06-02,50.4476
1342,2005-06-03,1.044
1343,2005-06-06,-27.959
1344,2005-06-07,0.9356
1345,2005-06-08,-29.5174
1346,2005-06-09,-32.7905
1347,2005-06-10,-63.3585
1348,2005-06-13,-93.3489
1349,2005-06-14,-106.9375
1350,2005-06-15,-129.8765
1351,2005-06-16,-161.1508
1352,2005-06-17,-140.7857
1353,2005-06-20,-120.6789
1354,2005-06-21,-105.1232
1355,2005-06-22,-97.3677
1356,2005-06-23,-25.8784
1357,2005-06-24,-79.0507
1358,2005-06-27,-88.0646
1359,2005-06-28,-83.7186
1360,2005-06-29,-62.987
1361,2005-06-30,-133.5122
1362,2005-07-01,-171.1837
1363,2005-07-05,-105.3846
1364,2005-07-06,-141.7672
1365,2005-07-07,-206.613
1366,2005-07-08,-62.8129
1367,2005-07-11,81.5875
1368,2005-07-12,172.3195
1369,2005-07-13,217.2714
1370,2005-07-14,270.0549
1371,2005-07-15,187.6496
1372,2005-07-18,102.8349
1373,2005-07-19,165.498
1374,2005-07-20,144.8643
1375,2005-07-21,160.2493
1376,2005-07-22,73.6331
1377,2005-07-25,48.2003
1378,2005-07-26,23.9704
1379,2005-07-27,32.3854
1380,2005-07-28,39.2461
1381,2005-07-29,32.0128
1382,2005-08-01,58.5179
1383,2005-08-02,164.1433
1384,2005-08-03,244.5958
1385,2005-08-04,230.8135
1386,2005-08-05,225.335
1387,2005-08-08,148.2073
1388,2005-08-09,118.4578
1389,2005-08-10,84.5028
1390,2005-08-11,79.7709
1391,2005-08-12,59.6915
1392,2005-08-15,54.4569
1393,2005-08-16,31.6986
1394,2005-08-17,34.2154
1395,2005-08-18,29.3112
1396,2005-08-19,12.0425
1397,2005-08-22,27.8987
1398,2005-08-23,14.5286
1399,2005-08-24,10.6765
1400,2005-08-25,16.15
1401,2005-08-26,-2.9035
1402,2005-08-29,8.8667
1403,2005-08-30,23.0404
1404,2005-08-31,85.9062
1405,2005-09-01,71.4893
1406,2005-09-02,20.5169
1407,2005-09-06,32.5899
1408,2005-09-07,-56.5883
1409,2005-09-08,-185.6218
1410,2005-09-09,-175.7197
1411,2005-09-12,-158.3737
1412,2005-09-13,-172.5061
1413,2005-09-14,-184.6635
1414,2005-09-15,-177.372
1415,2005-09-16,-179.9263
1416,2005-09-19,-168.293
1417,2005-09-20,-162.4497
1418,2005-09-21,-183.8459
1419,2005-09-22,-184.1455
1420,2005-09-23,-159.8388
1421,2005-09-26,-135.0328
1422,2005-09-27,-113.9003
1423,2005-09-28,-73.476
1424,2005-09-29,-47.2323
1425,2005-09-30,-47.3902
1426,2005-10-03,-67.6536
1427,2005-10-04,-127.5447
1428,2005-10-05,-148.3128
1429,2005-10-06,-142.2412
1430,2005-10-07,-140.3725
1431,2005-10-10,-145.329
1432,2005-10-11,-141.3649
1433,2005-10-12,-125.7012
1434,2005-10-13,-62.766
1435,2005-10-14,-78.8064
1436,2005-10-17,-81.5408
1437,2005-10-18,-65.9554
1438,2005-10-19,-18.9747
1439,2005-10-20,-16.8465
1440,2005-10-21,-31.0336
1441,2005-10-24,3.5079
1442,2005-10-25,14.8318
1443,2005-10-26,50.7057
1444,2005-10-27,35.6357
1445,2005-10-28,164.8097
1446,2005-10-31,231.2175
1447,2005-11-01,235.6052
1448,2005-11-02,244.2834
1449,2005-11-03,204.6315
1450,2005-11-04,178.9743
1451,2005-11-07,173.8771
1452,2005-11-08,151.1125
1453,2005-11-09,130.023
1454,2005-11-10,109.0315
1455,2005-11-11,117.332
1456,2005-11-14,109.0828
1457,2005-11-15,104.5343
1458,2005-11-16,112.0103
1459,2005-11-17,118.048
1460,2005-11-18,120.382
1461,2005-11-21,104.2431
1462,2005-11-22,96.6428
1463,2005-11-23,89.939
1464,2005-11-25,66.3184
1465,2005-11-28,59.0889
1466,2005-11-29,51.3318
1467,2005-11-30,45.7332
1468,2005-12-01,71.4969
1469,2005-12-02,76.3921
1470,2005-12-05,53.2905
1471,2005-12-06,28.7853
1472,2005-12-07,2.3209
1473,2005-12-08,-3.1672
1474,2005-12-09,-8.789
1475,2005-12-12,-112.8498
1476,2005-12-13,-244.9654
1477,2005-12-14,-263.3325
1478,2005-12-15,-237.1346
1479,2005-12-16,-183.622
1480,2005-12-19,-172.9398
1481,2005-12-20,-139.2115
1482,2005-12-21,-120.7196
1483,2005-12-22,-130.2473
1484,2005-12-23,-114.6242
1485,2005-12-27,-101.1962
1486,2005-12-28,-106.1876
1487,2005-12-29,-111.7198
1488,2005-12-30,-122.8959
1489,2006-01-03,-54.2191
1490,2006-01-04,-3.6501
1491,2006-01-05,16.6445
1492,2006-01-06,-17.1374
1493,2006-01-09,14.4005
1494,2006-01-10,22.3474
1495,2006-01-11,133.9167
1496,2006-01-12,113.4516
1497,2006-01-13,118.8908
1498,2006-01-17,76.5002
1499,2006-01-18,17.9046
1500,2006-01-19,74.9454
1501,2006-01-20,-64.7563
1502,2006-01-23,-98.5197
1503,2006-01-24,-108.5593
1504,2006-01-25,-82.1779
1505,2006-01-26,-53.7774
1506,2006-01-27,188.9281
1507,2006-01-30,228.2334
1508,2006-01-31,218.3769
1509,2006-02-01,156.3346
1510,2006-02-02,102.6125
1511,2006-02-03,62.3526
1512,2006-02-06,20.7621
1513,2006-02-07,-24.9635
1514,2006-02-08,-35.3813
1515,2006-02-09,-49.1465
1516,2006-02-10,-56.3093
1517,2006-02-13,-79.8687
1518,2006-02-14,-63.0518
1519,2006-02-15,-34.5108
1520,2006-02-16,-33.396
1521,2006-02-17,-43.7233
1522,2006-02-21,-65.8033
1523,2006-02-22,-49.6466
1524,2006-02-23,-50.9229
1525,2006-02-24,-61.5442
1526,2006-02-27,-6.6888
1527,2006-02-28,4.4324
1528,2006-03-01,34.7605
1529,2006-03-02,27.108
1530,2006-03-03,30.654
1531,2006-03-06,54.4462
1532,2006-03-07,76.5453
1533,2006-03-08,160.1467
1534,2006-03-09,109.1586
1535,2006-03-10,81.468
1536,2006-03-13,80.8273
1537,2006-03-14,102.7378
1538,2006-03-15,121.9169
1539,2006-03-16,128.3102
1540,2006-03-17,163.5522
1541,2006-03-20,240.611
1542,2006-03-21,213.0752
1543,2006-03-22,-1.1974
1544,2006-03-23,-91.8346
1545,2006-03-24,-76.6736
1546,2006-03-27,-26.8927
1547,2006-03-28,-69.8191
1548,2006-03-29,-43.8867
1549,2006-03-30,6.0974
1550,2006-03-31,39.2999
1551,2006-04-03,110.922
1552,2006-04-04,112.3672
1553,2006-04-05,129.178
1554,2006-04-06,61.2474
1555,2006-04-07,17.914
1556,2006-04-10,-9.2616
1557,2006-04-11,-52.6229
1558,2006-04-12,-56.5057
1559,2006-04-13,-60.0732
1560,2006-04-17,-104.2425
1561,2006-04-18,-21.807
1562,2006-04-19,-51.0826
1563,2006-04-20,-74.2098
1564,2006-04-21,-14.5458
1565,2006-04-24,-40.7155
1566,2006-04-25,-40.9723
1567,2006-04-26,-45.5911
1568,2006-04-27,8.2214
1569,2006-04-28,-584.0296
1570,2006-05-01,-312.7879
1571,2006-05-02,-224.3233
1572,2006-05-03,-211.051
1573,2006-05-04,-164.0191
1574,2006-05-05,-119.8581
1575,2006-05-08,-89.4182
1576,2006-05-09,-92.9225
1577,2006-05-10,-81.7923
1578,2006-05-11,-85.6321
1579,2006-05-12,-84.7379
1580,2006-05-15,-80.0663
1581,2006-05-16,-68.2431
1582,2006-05-17,-83.7814
1583,2006-05-18,-78.4578
1584,2006-05-19,-90.0551
1585,2006-05-22,-81.6631
1586,2006-05-23,-67.5232
1587,2006-05-24,-32.167
1588,2006-05-25,41.7832
1589,2006-05-26,46.8798
1590,2006-05-30,-7.6306
1591,2006-05-31,-91.759
1592,2006-06-01,-102.8176
1593,2006-06-02,-83.436
1594,2006-06-05,-114.9845
1595,2006-06-06,-163.3335
1596,2006-06-07,-158.7718
1597,2006-06-08,-153.4737
1598,2006-06-09,-142.6067
1599,2006-06-12,-156.8284
1600,2006-06-13,-154.469
1601,2006-06-14,-118.8576
1602,2006-06-15,-79.7764
1603,2006-06-16,-65.2362
1604,2006-06-19,-17.3571
1605,2006-06-20,6.8722
1606,2006-06-21,47.5022
1607,2006-06-22,55.1471
1608,2006-06-23,22.3386
1609,2006-06-26,59.1686
1610,2006-06-27,96.0082
1611,2006-06-28,117.895
1612,2006-06-29,155.7738
1613,2006-06-30,137.3536
1614,2006-07-03,143.4203
1615,2006-07-05,100.721
1616,2006-07-06,102.7887
1617,2006-07-07,80.0675
1618,2006-07-10,88.1085
1619,2006-07-11,28.2872
1620,2006-07-12,-30.8644
1621,2006-07-13,-95.2234
1622,2006-07-14,-105.5921
1623,2006-07-17,-97.2143
1624,2006-07-18,-62.67
1625,2006-07-19,33.5265
1626,2006-07-20,0.1308
1627,2006-07-21,112.3098
1628,2006-07-24,146.588
1629,2006-07-25,153.77
1630,2006-07-26,159.8767
1631,2006-07-27,108.9956
1632,2006-07-28,112.925
1633,2006-07-31,97.4774
1634,2006-08-01,73.3994
1635,2006-08-02,90.1902
1636,2006-08-03,84.8656
1637,2006-08-04,79.4316
1638,2006-08-07,70.8694
1639,2006-08-08,70.7335
1640,2006-08-09,77.9027
1641,2006-08-10,74.7949
1642,2006-08-11,60.8904
1643,2006-08-14,82.7896
1644,2006-08-15,103.091
1645,2006-08-16,120.8403
1646,2006-08-17,146.167
1647,2006-08-18,347.7742
1648,2006-08-21,326.6203
1649,2006-08-22,222.023
1650,2006-08-23,159.0362
1651,2006-08-24,128.0605
1652,2006-08-25,121.2953
1653,2006-08-28,106.3321
1654,2006-08-29,87.0187
1655,2006-08-30,73.6994
1656,2006-08-31,67.2402
1657,2006-09-01,63.9578
1658,2006-09-05,48.1329
1659,2006-09-06,33.3035
1660,2006-09-07,16.1534
1661,2006-09-08,26.2778
1662,2006-09-11,45.3335
1663,2006-09-12,66.3678
1664,2006-09-13,61.9221
1665,2006-09-14,208.4429
1666,2006-09-15,383.2524
1667,2006-09-18,281.8513
1668,2006-09-19,203.8759
1669,2006-09-20,197.4034
1670,2006-09-21,140.3774
1671,2006-09-22,77.7782
1672,2006-09-25,105.2632
1673,2006-09-26,109.1219
1674,2006-09-27,117.134
1675,2006-09-28,108.5984
1676,2006-09-29,91.7044
1677,2006-10-02,84.9454
1678,2006-10-03,81.6991
1679,2006-10-04,121.2842
1680,2006-10-05,137.035
1681,2006-10-06,118.5951
1682,2006-10-09,100.8238
1683,2006-10-10,76.4216
1684,2006-10-11,56.6315
1685,2006-10-12,139.5487
1686,2006-10-13,191.7466
1687,2006-10-16,163.2431
1688,2006-10-17,130.9812
1689,2006-10-18,131.2875
1690,2006-10-19,89.5897
1691,2006-10-20,92.778
1692,2006-10-23,94.6855
1693,2006-10-24,61.4413
1694,2006-10-25,58.9486
1695,2006-10-26,47.1056
1696,2006-10-27,76.0329
1697,2006-10-30,90.4952
1698,2006-10-31,117.3261
1699,2006-11-01,139.6993
1700,2006-11-02,109.9653
1701,2006-11-03,107.4379
1702,2006-11-06,132.3487
1703,2006-11-07,142.6638
1704,2006-11-08,132.9101
1705,2006-11-09,181.2213
1706,2006-11-10,152.9004
1707,2006-11-13,151.2594
1708,2006-11-14,117.7121
1709,2006-11-15,96.7258
1710,2006-11-16,127.5098
1711,2006-11-17,113.3259
1712,2006-11-20,167.6289
1713,2006-11-21,163.0513
1714,2006-11-22,146.1721
1715,2006-11-24,108.021
1716,2006-11-27,60.1927
1717,2006-11-28,13.4316
1718,2006-11-29,66.8156
1719,2006-11-30,22.4117
1720,2006-12-01,-60.3713
1721,2006-12-04,-9.2727
1722,2006-12-05,-60.5013
1723,2006-12-06,-119.8529
1724,2006-12-07,-144.1211
1725,2006-12-08,-56.2283
1726,2006-12-11,20.5565
1727,2006-12-12,6.8448
1728,2006-12-13,23.1318
1729,2006-12-14,129.8087
1730,2006-12-15,169.416
1731,2006-12-18,108.1359
1732,2006-12-19,86.3077
1733,2006-12-20,125.7659
1734,2006-12-21,101.5474
1735,2006-12-22,37.7554
1736,2006-12-26,52.0821
1737,2006-12-27,88.2428
1738,2006-12-28,65.1286
1739,2006-12-29,60.3762
1740,2007-01-03,34.9311
1741,2007-01-04,11.9987
1742,2007-01-05,-21.6423
1743,2007-01-08,28.828
1744,2007-01-09,53.0088
1745,2007-01-10,-64.5736
1746,2007-01-11,196.1348
1747,2007-01-12,368.1839
1748,2007-01-16,287.886
1749,2007-01-17,206.9556
1750,2007-01-18,145.611
1751,2007-01-19,109.9268
1752,2007-01-22,72.7913
1753,2007-01-23,59.7529
1754,2007-01-24,83.6954
1755,2007-01-25,50.9736
1756,2007-01-26,47.4531
1757,2007-01-29,12.1728
1758,2007-01-30,-8.0384
1759,2007-01-31,35.2601
1760,2007-02-01,9.8026
1761,2007-02-02,-34.8537
1762,2007-02-05,-156.8701
1763,2007-02-06,-175.9957
1764,2007-02-07,-167.8028
1765,2007-02-08,-163.299
1766,2007-02-09,-169.773
1767,2007-02-12,-154.0622
1768,2007-02-13,-120.1521
1769,2007-02-14,-74.2241
1770,2007-02-15,-63.3814
1771,2007-02-16,-114.0432
1772,2007-02-20,-107.6822
1773,2007-02-21,-61.4654
1774,2007-02-22,-37.4909
1775,2007-02-23,-69.4386
1776,2007-02-26,-68.9356
1777,2007-02-27,-165.9591
1778,2007-02-28,-160.6359
1779,2007-03-01,-158.4827
1780,2007-03-02,-166.4532
1781,2007-03-05,-173.5621
1782,2007-03-06,-126.9625
1783,2007-03-07,-122.0149
1784,2007-03-08,-145.0745
1785,2007-03-09,-125.2579
1786,2007-03-12,-103.3021
1787,2007-03-13,-126.5269
1788,2007-03-14,-96.1316
1789,2007-03-15,-77.3118
1790,2007-03-16,-69.6203
1791,2007-03-19,-35.7467
1792,2007-03-20,1.6877
1793,2007-03-21,45.1155
1794,2007-03-22,70.701
1795,2007-03-23,46.4342
1796,2007-03-26,65.137
1797,2007-03-27,31.4163
1798,2007-03-28,3.004
1799,2007-03-29,10.5739
1800,2007-03-30,30.2011
1801,2007-04-02,21.6887
1802,2007-04-03,54.2719
1803,2007-04-04,144.7937
1804,2007-04-05,148.0951
1805,2007-04-09,141.3485
1806,2007-04-10,103.4138
1807,2007-04-11,59.5241
1808,2007-04-12,87.0038
1809,2007-04-13,93.6146
1810,2007-04-16,104.3101
1811,2007-04-17,136.9832
1812,2007-04-18,78.5495
1813,2007-04-19,85.0621
1814,2007-04-20,135.6903
1815,2007-04-23,100.2123
1816,2007-04-24,86.4711
1817,2007-04-25,103.3298
1818,2007-04-26,142.9406
1819,2007-04-27,320.9774
1820,2007-04-30,225.9421
1821,2007-05-01,197.07
1822,2007-05-02,194.0945
1823,2007-05-03,178.2605
1824,2007-05-04,121.3071
1825,2007-05-07,112.5782
1826,2007-05-08,104.7497
1827,2007-05-09,92.8578
1828,2007-05-10,78.1421
1829,2007-05-11,79.9346
1830,2007-05-14,82.1595
1831,2007-05-15,78.3821
1832,2007-05-16,78.8017
1833,2007-05-17,78.8271
1834,2007-05-18,52.8
1835,2007-05-21,70.5809
1836,2007-05-22,38.2509
1837,2007-05-23,11.0106
1838,2007-05-24,-111.4576
1839,2007-05-25,-77.1841
1840,2007-05-29,-15.4008
1841,2007-05-30,73.9458
1842,2007-05-31,27.1518
1843,2007-06-01,-34.8759
1844,2007-06-04,-65.9304
1845,2007-06-05,-110.7393
1846,2007-06-06,-151.1548
1847,2007-06-07,-271.3002
1848,2007-06-08,-206.6998
1849,2007-06-11,-124.6221
1850,2007-06-12,-127.7846
1851,2007-06-13,-64.2776
1852,2007-06-14,2.4447
1853,2007-06-15,29.0511
1854,2007-06-18,20.8839
1855,2007-06-19,15.5827
1856,2007-06-20,-65.6016
1857,2007-06-21,-62.3365
1858,2007-06-22,-152.9523
1859,2007-06-25,-152.1001
1860,2007-06-26,-123.2272
1861,2007-06-27,-91.9049
1862,2007-06-28,-65.7762
1863,2007-06-29,-122.2975
1864,2007-07-02,-75.0086
1865,2007-07-03,-1.6424
1866,2007-07-05,3.9305
1867,2007-07-06,-26.3941
1868,2007-07-09,-30.2445
1869,2007-07-10,-107.239
1870,2007-07-11,-104.7977
1871,2007-07-12,-12.6235
1872,2007-07-13,-15.7532
1873,2007-07-16,36.9632
1874,2007-07-17,196.0123
1875,2007-07-18,243.2001
1876,2007-07-19,297.22
1877,2007-07-20,180.5284
1878,2007-07-23,169.1393
1879,2007-07-24,108.4993
1880,2007-07-25,71.8939
