,date,CCI
323,2001-05-11,35.1191
324,2001-05-14,1.9547
325,2001-05-15,-32.3993
326,2001-05-16,-33.9604
327,2001-05-17,-53.096
328,2001-05-18,-78.4386
329,2001-05-21,-34.5466
330,2001-05-22,45.5208
331,2001-05-23,63.6549
332,2001-05-24,99.0563
333,2001-05-25,98.0939
334,2001-05-29,67.1271
335,2001-05-30,-25.8247
336,2001-05-31,-34.0121
337,2001-06-01,6.6479
338,2001-06-04,50.6682
339,2001-06-05,157.6092
340,2001-06-06,176.3995
341,2001-06-07,187.7287
342,2001-06-08,150.269
343,2001-06-11,93.1889
344,2001-06-12,65.7934
345,2001-06-13,31.939
346,2001-06-14,-75.2314
347,2001-06-15,-159.8923
348,2001-06-18,-180.781
349,2001-06-19,-134.7454
350,2001-06-20,-78.4399
351,2001-06-21,-27.6918
352,2001-06-22,-42.7528
353,2001-06-25,-60.1974
354,2001-06-26,-33.6822
355,2001-06-27,21.3122
356,2001-06-28,112.3078
357,2001-06-29,81.3258
358,2001-07-02,28.5978
359,2001-07-03,-2.6365
360,2001-07-05,-44.0259
361,2001-07-06,-132.865
362,2001-07-09,-152.3445
363,2001-07-10,-167.5883
364,2001-07-11,-119.4698
365,2001-07-12,88.68
366,2001-07-13,83.8308
367,2001-07-16,68.1048
368,2001-07-17,67.0431
369,2001-07-18,37.9546
370,2001-07-19,89.0797
371,2001-07-20,-32.6151
372,2001-07-23,-71.002
373,2001-07-24,-91.8505
374,2001-07-25,-76.6101
375,2001-07-26,-79.1804
376,2001-07-27,-94.1541
377,2001-07-30,-72.3638
378,2001-07-31,-54.8269
379,2001-08-01,-53.8269
380,2001-08-02,-28.2155
381,2001-08-03,-38.8148
382,2001-08-06,-53.7592
383,2001-08-07,-52.4258
384,2001-08-08,-81.9462
385,2001-08-09,-96.6742
386,2001-08-10,-101.6948
387,2001-08-13,-71.157
388,2001-08-14,-93.4453
389,2001-08-15,-164.7429
390,2001-08-16,-148.3037
391,2001-08-17,-217.7912
392,2001-08-20,-199.2349
393,2001-08-21,-189.226
394,2001-08-22,-202.8909
395,2001-08-23,-176.522
396,2001-08-24,-109.0606
397,2001-08-27,-59.4374
398,2001-08-28,-83.2473
399,2001-08-29,-104.7687
400,2001-08-30,-165.7634
401,2001-08-31,-163.1715
402,2001-09-04,-147.4147
403,2001-09-05,-129.3767
404,2001-09-06,-125.4776
405,2001-09-07,-127.721
406,2001-09-10,-97.6687
407,2001-09-17,-156.8381
408,2001-09-18,-125.4133
409,2001-09-19,-135.0128
410,2001-09-20,-157.9471
411,2001-09-21,-183.4679
412,2001-09-24,-122.0934
413,2001-09-25,-106.1563
414,2001-09-26,-110.3901
415,2001-09-27,-114.0366
416,2001-09-28,-84.8312
417,2001-10-01,-59.3847
418,2001-10-02,-28.564
419,2001-10-03,40.6673
420,2001-10-04,91.6342
421,2001-10-05,88.9571
422,2001-10-08,111.2299
423,2001-10-09,52.1281
424,2001-10-10,37.4551
425,2001-10-11,71.4434
426,2001-10-12,72.3853
427,2001-10-15,105.3509
428,2001-10-16,110.3979
429,2001-10-17,74.9154
430,2001-10-18,57.7774
431,2001-10-19,67.6772
432,2001-10-22,116.064
433,2001-10-23,138.4356
434,2001-10-24,142.5784
435,2001-10-25,157.6803
436,2001-10-26,176.5313
437,2001-10-29,93.6473
438,2001-10-30,32.2761
439,2001-10-31,31.0259
440,2001-11-01,100.5205
441,2001-11-02,101.9179
442,2001-11-05,129.2961
443,2001-11-06,140.5912
444,2001-11-07,138.6875
445,2001-11-08,133.0961
446,2001-11-09,127.401
447,2001-11-12,123.8207
448,2001-11-13,162.8905
449,2001-11-14,124.5901
450,2001-11-15,101.3073
451,2001-11-16,81.5526
452,2001-11-19,90.1751
453,2001-11-20,73.5798
454,2001-11-21,10.04
455,2001-11-23,17.1093
456,2001-11-26,37.1591
457,2001-11-27,-11.3747
458,2001-11-28,-51.2707
459,2001-11-29,-21.8252
460,2001-11-30,-23.7743
461,2001-12-03,-23.8697
462,2001-12-04,25.1383
463,2001-12-05,135.8663
464,2001-12-06,183.1706
465,2001-12-07,122.5127
466,2001-12-10,94.4191
467,2001-12-11,86.7755
468,2001-12-12,81.5061
469,2001-12-13,53.4469
470,2001-12-14,61.587
471,2001-12-17,110.461
472,2001-12-18,124.3379
473,2001-12-19,115.3403
474,2001-12-20,44.0044
475,2001-12-21,39.0218
476,2001-12-24,34.7695
477,2001-12-26,56.811
478,2001-12-27,48.303
479,2001-12-28,58.4804
480,2001-12-31,-48.1126
481,2002-01-02,-112.0613
482,2002-01-03,88.4381
483,2002-01-04,138.4384
484,2002-01-07,110.2928
485,2002-01-08,105.3781
486,2002-01-09,110.2371
487,2002-01-10,80.9962
488,2002-01-11,68.3942
489,2002-01-14,12.3882
490,2002-01-15,80.9649
491,2002-01-16,12.1653
492,2002-01-17,95.531
493,2002-01-18,-156.3183
494,2002-01-22,-223.1127
495,2002-01-23,-239.835
496,2002-01-24,-164.1399
497,2002-01-25,-151.0433
498,2002-01-28,-137.2909
499,2002-01-29,-139.7742
500,2002-01-30,-134.1975
501,2002-01-31,-96.3177
502,2002-02-01,-86.0687
503,2002-02-04,-115.3882
504,2002-02-05,-109.0261
505,2002-02-06,-110.1761
506,2002-02-07,-113.1276
507,2002-02-08,-114.3686
508,2002-02-11,-93.4347
509,2002-02-12,-95.6671
510,2002-02-13,-64.7912
511,2002-02-14,-32.0699
512,2002-02-15,-69.9748
513,2002-02-19,-131.6887
514,2002-02-20,-102.485
515,2002-02-21,-134.7485
516,2002-02-22,-161.9166
517,2002-02-25,-104.1277
518,2002-02-26,-102.884
519,2002-02-27,-92.1091
520,2002-02-28,-89.6068
521,2002-03-01,21.9808
522,2002-03-04,153.3865
523,2002-03-05,171.4114
524,2002-03-06,158.1449
525,2002-03-07,122.4336
526,2002-03-08,150.0492
527,2002-03-11,133.9395
528,2002-03-12,55.857
529,2002-03-13,51.3698
530,2002-03-14,18.3945
531,2002-03-15,36.677
532,2002-03-18,37.9391
533,2002-03-19,38.6651
534,2002-03-20,-21.3501
535,2002-03-21,-19.7311
536,2002-03-22,-43.5885
537,2002-03-25,-90.1254
538,2002-03-26,-108.2504
539,2002-03-27,-118.3708
540,2002-03-28,-80.9202
541,2002-04-01,-88.8557
542,2002-04-02,-170.692
543,2002-04-03,-196.1155
544,2002-04-04,-176.4543
545,2002-04-05,-149.513
546,2002-04-08,-134.5403
547,2002-04-09,-135.2189
548,2002-04-10,-104.4248
549,2002-04-11,-115.8152
550,2002-04-12,-90.3234
551,2002-04-15,-74.2102
552,2002-04-16,-23.369
553,2002-04-17,-28.1538
554,2002-04-18,-83.4983
555,2002-04-19,-3.4931
556,2002-04-22,-68.6929
557,2002-04-23,-127.4824
558,2002-04-24,-162.2927
559,2002-04-25,-147.0195
560,2002-04-26,-198.2346
561,2002-04-29,-186.5824
562,2002-04-30,-142.3918
563,2002-05-01,-130.9601
564,2002-05-02,-114.1491
565,2002-05-03,-161.4946
566,2002-05-06,-169.3415
567,2002-05-07,-140.3207
568,2002-05-08,-1.8561
569,2002-05-09,-22.0917
570,2002-05-10,-83.8821
571,2002-05-13,-49.2862
572,2002-05-14,58.7142
573,2002-05-15,81.2546
574,2002-05-16,99.3241
575,2002-05-17,124.5377
576,2002-05-20,66.1016
577,2002-05-21,9.5932
578,2002-05-22,15.8723
579,2002-05-23,65.8811
580,2002-05-24,34.8557
581,2002-05-28,-11.7553
582,2002-05-29,-32.1716
583,2002-05-30,-16.4246
584,2002-05-31,-48.1829
585,2002-06-03,-120.8486
586,2002-06-04,-124.1644
587,2002-06-05,-84.1922
588,2002-06-06,-71.194
589,2002-06-07,-58.9849
590,2002-06-10,-15.2275
591,2002-06-11,7.6579
592,2002-06-12,85.59
593,2002-06-13,89.1775
594,2002-06-14,92.7994
595,2002-06-17,158.2266
596,2002-06-18,147.7495
597,2002-06-19,86.8574
598,2002-06-20,57.6776
599,2002-06-21,1.1902
600,2002-06-24,25.1752
601,2002-06-25,24.3244
602,2002-06-26,3.7094
603,2002-06-27,48.9601
604,2002-06-28,69.8142
605,2002-07-01,-16.2689
606,2002-07-02,-98.9815
607,2002-07-03,-118.7363
608,2002-07-05,32.0047
609,2002-07-08,-27.0972
610,2002-07-09,-20.9879
611,2002-07-10,-77.53
612,2002-07-11,-99.1844
613,2002-07-12,-94.0992
614,2002-07-15,-190.8346
615,2002-07-16,-113.5675
616,2002-07-17,-66.3051
617,2002-07-18,-100.8325
618,2002-07-19,-188.6339
619,2002-07-22,-244.1217
620,2002-07-23,-306.8134
621,2002-07-24,-222.2457
622,2002-07-25,-192.6845
623,2002-07-26,-134.7992
624,2002-07-29,-58.0426
625,2002-07-30,-43.0542
626,2002-07-31,-51.7516
627,2002-08-01,-66.4119
628,2002-08-02,-94.5634
629,2002-08-05,-93.6203
630,2002-08-06,-53.1123
631,2002-08-07,-34.0535
632,2002-08-08,13.9672
633,2002-08-09,27.8845
634,2002-08-12,31.8135
635,2002-08-13,27.6294
636,2002-08-14,74.4956
637,2002-08-15,116.7593
638,2002-08-16,115.4667
639,2002-08-19,157.407
640,2002-08-20,139.7412
641,2002-08-21,153.4049
642,2002-08-22,176.0169
643,2002-08-23,127.4634
644,2002-08-26,101.2799
645,2002-08-27,71.5759
646,2002-08-28,21.5673
647,2002-08-29,25.0573
648,2002-08-30,0.53
649,2002-09-03,-89.3799
650,2002-09-04,-79.2952
651,2002-09-05,-147.7338
652,2002-09-06,-83.6417
653,2002-09-09,-72.0758
654,2002-09-10,-21.3693
655,2002-09-11,-21.9117
656,2002-09-12,-104.5515
657,2002-09-13,-86.0609
658,2002-09-16,-78.0034
659,2002-09-17,-65.8771
660,2002-09-18,-68.9141
661,2002-09-19,-76.0673
662,2002-09-20,-54.7535
663,2002-09-23,-148.1022
664,2002-09-24,-150.8901
665,2002-09-25,-115.039
666,2002-09-26,-83.044
667,2002-09-27,-122.0262
668,2002-09-30,-213.205
669,2002-10-01,-110.332
670,2002-10-02,-64.0756
671,2002-10-03,-87.4498
672,2002-10-04,-124.7224
673,2002-10-07,-115.3128
674,2002-10-08,-69.7786
675,2002-10-09,-97.8581
676,2002-10-10,-33.8254
677,2002-10-11,139.0704
678,2002-10-14,159.4756
679,2002-10-15,262.1265
680,2002-10-16,176.4291
681,2002-10-17,161.4113
682,2002-10-18,170.8355
683,2002-10-21,135.3597
684,2002-10-22,99.924
685,2002-10-23,109.5591
686,2002-10-24,81.6576
687,2002-10-25,80.9692
688,2002-10-28,75.9684
689,2002-10-29,58.9744
690,2002-10-30,72.6185
691,2002-10-31,83.993
692,2002-11-01,63.3846
693,2002-11-04,158.3711
694,2002-11-05,162.8031
695,2002-11-06,172.5739
696,2002-11-07,143.6502
697,2002-11-08,104.8077
698,2002-11-11,43.1761
699,2002-11-12,51.2318
700,2002-11-13,63.9277
701,2002-11-14,110.5413
702,2002-11-15,91.6011
703,2002-11-18,75.5029
704,2002-11-19,23.0887
705,2002-11-20,65.7754
706,2002-11-21,116.7602
707,2002-11-22,122.1107
708,2002-11-25,126.637
709,2002-11-26,83.1339
710,2002-11-27,118.3673
711,2002-11-29,111.676
712,2002-12-02,97.883
713,2002-12-03,20.9224
714,2002-12-04,4.4415
715,2002-12-05,-40.6238
716,2002-12-06,-85.9474
717,2002-12-09,-139.572
718,2002-12-10,-142.6903
719,2002-12-11,-115.4319
720,2002-12-12,-114.8587
721,2002-12-13,-161.1342
722,2002-12-16,-97.4572
723,2002-12-17,-67.8399
724,2002-12-18,-95.2241
725,2002-12-19,-84.3586
726,2002-12-20,-88.804
727,2002-12-23,-64.167
728,2002-12-24,-54.3854
729,2002-12-26,-54.7972
730,2002-12-27,-74.3889
731,2002-12-30,-106.5137
732,2002-12-31,-161.159
733,2003-01-02,-77.2099
734,2003-01-03,-30.3803
735,2003-01-06,110.1911
736,2003-01-07,211.8142
737,2003-01-08,100.8722
738,2003-01-09,160.75
739,2003-01-10,164.7994
740,2003-01-13,178.6803
741,2003-01-14,171.978
742,2003-01-15,137.5041
743,2003-01-16,75.0356
744,2003-01-17,-125.7434
745,2003-01-21,-128.9616
746,2003-01-22,-124.5973
747,2003-01-23,-85.6646
748,2003-01-24,-134.2443
749,2003-01-27,-153.2996
750,2003-01-28,-143.4133
751,2003-01-29,-118.9975
752,2003-01-30,-118.7917
753,2003-01-31,-131.2874
754,2003-02-03,-99.5315
755,2003-02-04,-111.1623
756,2003-02-05,-101.3847
757,2003-02-06,-96.5432
758,2003-02-07,-92.5438
759,2003-02-10,-82.506
760,2003-02-11,-87.73
761,2003-02-12,-87.8044
762,2003-02-13,-81.8896
763,2003-02-14,-35.9666
764,2003-02-18,-594.7159
765,2003-02-19,-335.3376
766,2003-02-20,-224.3244
767,2003-02-21,-167.8892
768,2003-02-24,-135.6342
769,2003-02-25,-113.9042
770,2003-02-26,-97.7756
771,2003-02-27,-86.4401
772,2003-02-28,-76.3645
773,2003-03-03,-69.156
774,2003-03-04,-65.1432
775,2003-03-05,-59.3806
776,2003-03-06,-55.2791
777,2003-03-07,-50.8944
778,2003-03-10,-50.1274
779,2003-03-11,-49.2516
780,2003-03-12,-46.1548
781,2003-03-13,-29.0431
782,2003-03-14,-9.6992
783,2003-03-17,185.4358
784,2003-03-18,211.599
785,2003-03-19,202.9837
786,2003-03-20,167.3434
787,2003-03-21,158.6029
788,2003-03-24,77.0287
789,2003-03-25,65.8255
790,2003-03-26,56.1005
791,2003-03-27,27.8494
792,2003-03-28,14.4597
793,2003-03-31,-18.3407
794,2003-04-01,-15.066
795,2003-04-02,60.6933
796,2003-04-03,68.7521
797,2003-04-04,23.763
798,2003-04-07,44.1758
799,2003-04-08,33.1699
800,2003-04-09,-53.9335
801,2003-04-10,-109.83
802,2003-04-11,-119.6929
803,2003-04-14,-92.4724
804,2003-04-15,-87.5068
805,2003-04-16,-9.8871
806,2003-04-17,20.5405
807,2003-04-21,39.4566
808,2003-04-22,76.0867
809,2003-04-23,102.2109
810,2003-04-24,66.0125
811,2003-04-25,36.7998
812,2003-04-28,79.0101
813,2003-04-29,110.8765
814,2003-04-30,51.1336
815,2003-05-01,68.7807
816,2003-05-02,121.1801
817,2003-05-05,114.3882
818,2003-05-06,132.8721
819,2003-05-07,97.4187
820,2003-05-08,63.1602
821,2003-05-09,115.2179
822,2003-05-12,108.1066
823,2003-05-13,65.5706
824,2003-05-14,6.5695
825,2003-05-15,0.7947
826,2003-05-16,-37.5917
827,2003-05-19,-211.8435
828,2003-05-20,-240.5538
829,2003-05-21,-262.6082
830,2003-05-22,-208.0409
831,2003-05-23,-158.8277
832,2003-05-27,-96.1326
833,2003-05-28,-92.7085
834,2003-05-29,-88.9884
835,2003-05-30,-59.2468
836,2003-06-02,-47.4928
837,2003-06-03,-38.961
838,2003-06-04,-19.9141
839,2003-06-05,-88.91
840,2003-06-06,-108.0929
841,2003-06-09,-123.4988
842,2003-06-10,-42.5454
843,2003-06-11,12.8184
844,2003-06-12,57.8998
845,2003-06-13,43.3893
846,2003-06-16,131.6738
847,2003-06-17,247.2759
848,2003-06-18,228.5908
849,2003-06-19,200.4852
850,2003-06-20,171.861
851,2003-06-23,104.6637
852,2003-06-24,82.3575
853,2003-06-25,44.6987
854,2003-06-26,74.4271
855,2003-06-27,67.7163
856,2003-06-30,53.6436
857,2003-07-01,63.6126
858,2003-07-02,131.8375
859,2003-07-03,112.2262
860,2003-07-07,173.5724
861,2003-07-08,197.5838
862,2003-07-09,158.9391
863,2003-07-10,92.5186
864,2003-07-11,103.9734
865,2003-07-14,109.3212
866,2003-07-15,86.2054
867,2003-07-16,90.5493
868,2003-07-17,25.5028
869,2003-07-18,34.6117
870,2003-07-21,-32.7932
871,2003-07-22,-32.8007
872,2003-07-23,-32.1212
873,2003-07-24,-54.6963
874,2003-07-25,-18.5391
875,2003-07-28,-17.3272
876,2003-07-29,-52.6791
877,2003-07-30,-96.0699
878,2003-07-31,-50.2956
879,2003-08-01,-95.2537
880,2003-08-04,-108.9321
881,2003-08-05,-128.9729
882,2003-08-06,-146.6888
883,2003-08-07,-145.4782
884,2003-08-08,-127.9216
885,2003-08-11,-116.5341
886,2003-08-12,-118.6721
887,2003-08-13,-103.5071
888,2003-08-14,-98.8119
889,2003-08-15,-101.7614
890,2003-08-18,-71.2748
891,2003-08-19,53.1876
892,2003-08-20,50.937
893,2003-08-21,57.1689
894,2003-08-22,77.7102
895,2003-08-25,76.4038
896,2003-08-26,74.6812
897,2003-08-27,78.9182
898,2003-08-28,83.6653
899,2003-08-29,84.9597
900,2003-09-02,159.2988
901,2003-09-03,261.7585
902,2003-09-04,250.5992
903,2003-09-05,220.2612
904,2003-09-08,187.4879
905,2003-09-09,135.2742
906,2003-09-10,67.9998
907,2003-09-11,67.0558
908,2003-09-12,73.501
909,2003-09-15,89.6359
910,2003-09-16,100.0
911,2003-09-17,85.2871
912,2003-09-18,112.4491
913,2003-09-19,149.3955
914,2003-09-22,103.0718
915,2003-09-23,104.248
916,2003-09-24,56.4259
917,2003-09-25,16.0971
918,2003-09-26,-4.887
919,2003-09-29,14.1656
920,2003-09-30,-84.6149
921,2003-10-01,-44.7308
922,2003-10-02,-19.5688
923,2003-10-03,86.4577
924,2003-10-06,74.5174
925,2003-10-07,67.8782
926,2003-10-08,33.0758
927,2003-10-09,38.7051
928,2003-10-10,14.8764
929,2003-10-13,-14.5333
930,2003-10-14,-43.2148
931,2003-10-15,26.021
932,2003-10-16,47.278
933,2003-10-17,37.8583
934,2003-10-20,77.9939
935,2003-10-21,112.9493
936,2003-10-22,30.2858
937,2003-10-23,-35.444
938,2003-10-24,-347.6948
939,2003-10-27,-239.1489
940,2003-10-28,-185.2913
941,2003-10-29,-169.6786
942,2003-10-30,-170.9134
943,2003-10-31,-145.3714
944,2003-11-03,-103.3367
945,2003-11-04,-107.6706
946,2003-11-05,-99.2339
947,2003-11-06,-86.9421
948,2003-11-07,-77.4632
949,2003-11-10,-77.7059
950,2003-11-11,-83.7834
951,2003-11-12,-76.6439
952,2003-11-13,-87.0711
953,2003-11-14,-87.2632
954,2003-11-17,-122.5576
955,2003-11-18,-105.5889
956,2003-11-19,-111.5643
957,2003-11-20,-120.7923
958,2003-11-21,-116.6244
959,2003-11-24,-51.261
960,2003-11-25,-49.1199
961,2003-11-26,-60.4456
962,2003-11-28,-27.9898
963,2003-12-01,20.772
964,2003-12-02,18.3129
965,2003-12-03,25.7131
966,2003-12-04,91.1937
967,2003-12-05,118.2257
