Date,Low,Close,High,Volume,Open,Adj Close
2015-01-02,207.74,210.43,213.76,333258.0,213.76,209.4394
2015-01-05,201.75,202.8,208.1,511598.0,208.1,201.8453
2015-01-06,196.76,198.43,204.15,808345.0,202.73,197.4959
2015-01-07,200.91,203.3,205.41,436116.0,201.14,202.3429
2015-01-08,204.3,205.37,206.88,454343.0,205.45,204.4032
2015-01-09,201.95,205.34,206.24,469385.0,205.24,204.3733
2015-01-12,200.365,201.59,205.3,284468.0,205.3,200.641
2015-01-13,199.24,201.17,206.94,364027.0,203.95,200.223
2015-01-14,194.19,198.04,200.1,440462.0,199.12,197.1077
2015-01-15,194.04,194.37,198.39,359531.0,198.15,193.455
2015-01-16,191.36,195.39,195.49,425334.0,193.36,194.4702
2015-01-20,195.145,197.79,198.9,463432.0,197.32,196.8589
2015-01-21,196.46,202.43,202.81,570324.0,196.64,201.477
2015-01-22,202.05,210.59,211.08,638297.0,203.83,209.5986
2015-01-23,206.33,206.54,211.19,337088.0,210.49,205.5677
2015-01-26,205.375,210.25,210.699,324394.0,205.6,209.2602
2015-01-27,200.97,204.85,207.92,826552.0,205.0,203.8856
2015-01-28,205.38,205.61,211.44,659868.0,207.44,204.642
2015-01-29,204.45,205.11,207.77,474762.0,206.22,204.1444
2015-01-30,202.41,205.52,208.9475,551871.0,202.41,204.5525
2015-02-02,203.5,207.22,207.28,334304.0,205.02,206.2445
2015-02-03,206.75,210.96,211.51,634715.0,209.87,209.9669
2015-02-04,208.75,209.52,211.59,387550.0,210.0,208.5336
2015-02-05,209.75,212.94,214.18,329343.0,210.73,211.9375
2015-02-06,212.64,214.45,215.82,426249.0,214.35,213.4404
2015-02-09,211.47,214.75,215.035,347844.0,213.55,213.739
2015-02-10,212.93,213.25,217.88,691636.0,217.0,212.2461
2015-02-11,211.75,212.98,214.25,475007.0,213.5,211.9774
2015-02-12,213.47,214.56,214.84,349979.0,214.17,213.5499
2015-02-13,213.82,215.77,216.38,379023.0,214.33,214.7542
2015-02-17,215.28,217.33,217.725,319279.0,215.28,216.3069
2015-02-18,216.16,216.63,219.219,451100.0,216.5,215.6102
2015-02-19,215.535,217.57,218.2299,312794.0,215.91,216.5457
2015-02-20,215.62,218.31,219.03,414319.0,216.7,217.2823
2015-02-23,214.89,215.85,218.47,402565.0,218.47,214.8338
2015-02-24,216.54,218.12,219.84,416982.0,216.54,217.0932
2015-02-25,217.28,218.43,219.34,282686.0,217.28,217.4017
2015-02-26,217.93,219.05,219.57,276750.0,217.93,218.0188
2015-02-27,216.31,216.42,220.19,221627.0,219.3,215.4012
2015-03-02,216.38,217.99,218.95,495474.0,216.81,216.9638
2015-03-03,215.6,217.04,218.79,228088.0,216.97,216.0182
2015-03-04,212.66,212.75,215.53,419251.0,215.53,211.7484
2015-03-05,212.89,215.81,216.07,312450.0,214.05,214.794
2015-03-06,213.87,214.39,220.06,643515.0,214.91,213.3807
2015-03-09,213.21,214.56,215.48,241341.0,214.26,213.5499
2015-03-10,208.72,208.91,213.658,408063.0,212.35,207.9265
2015-03-11,208.14,209.26,210.55,296798.0,208.73,208.2749
2015-03-12,210.64,213.82,213.9799,290382.0,210.64,212.8134
2015-03-13,209.2,210.86,213.99,431978.0,212.76,209.8673
2015-03-16,211.25,213.86,214.115,479986.0,211.91,212.8532
2015-03-17,211.68,212.81,213.67,516308.0,212.38,211.8082
2015-03-18,211.54,216.42,217.485,436301.0,212.39,215.4012
2015-03-19,212.87,213.44,217.15,330246.0,216.06,212.4352
2015-03-20,213.36,219.29,219.74,545116.0,214.53,218.2576
2015-03-23,219.23,219.23,221.46,349875.0,219.75,218.1979
2015-03-24,217.11,217.11,219.9,247331.0,218.57,216.0879
2015-03-25,213.62,213.89,217.26,326350.0,217.12,212.8831
2015-03-26,211.81,215.14,216.975,369165.0,213.09,214.1272
2015-03-27,212.5,213.92,216.02,286003.0,214.47,212.9129
2015-03-30,214.44,216.61,218.02,270415.0,215.31,215.5903
2015-03-31,214.7,214.78,216.91,390425.0,214.77,213.7689
2015-04-01,213.66,214.49,216.45,406771.0,215.18,213.4802
2015-04-02,213.02,214.24,215.73,273083.0,213.55,213.2314
2015-04-06,211.98,215.14,215.95,376640.0,212.31,214.1272
2015-04-07,214.17,214.17,216.06,272770.0,214.91,213.1618
2015-04-08,214.31,215.74,216.22,208798.0,215.22,214.7244
2015-04-09,214.245,218.7,218.86,289082.0,215.5,217.6704
2015-04-10,215.65,217.7,219.26,373656.0,218.62,216.6751
2015-04-13,216.61,219.1,220.31,405892.0,216.97,218.0685
2015-04-14,217.65,219.86,221.16,424445.0,218.02,218.825
2015-04-15,219.265,219.51,221.4012,292287.0,220.13,218.4766
2015-04-16,217.56,219.93,220.5,223260.0,219.08,218.8946
2015-04-17,216.36,218.02,218.92,359132.0,217.76,216.9936
2015-04-20,218.14,220.0,220.58,218609.0,219.92,218.9643
2015-04-21,219.16,220.24,222.422,246832.0,220.47,219.2032
2015-04-22,218.14,221.04,221.39,182845.0,220.25,219.9994
2015-04-23,219.83,222.18,222.73,198129.0,221.22,221.134
2015-04-24,220.72,222.35,223.15,265867.0,221.57,221.3032
2015-04-27,222.413,222.69,226.02,432668.0,223.02,221.6416
2015-04-28,219.24,228.02,228.912,530496.0,223.6,226.9466
2015-04-29,225.28,225.4,230.63,835092.0,227.03,224.3389
2015-04-30,224.57,226.13,227.89,686389.0,225.63,225.0654
2015-05-01,225.52,226.45,228.68,414694.0,228.02,225.3839
2015-05-04,225.49,226.79,228.01,284420.0,227.76,225.7223
2015-05-05,222.29,223.71,227.48,545488.0,225.9,222.6568
2015-05-06,219.045,220.92,224.033,390652.0,223.93,219.88
2015-05-07,219.9801,221.54,222.63,333835.0,221.64,220.4971
2015-05-08,222.11,223.47,227.76,425156.0,224.61,222.418
2015-05-11,222.82,223.04,224.94,283813.0,223.86,221.99
2015-05-12,219.49,221.0,222.1099,258778.0,221.96,219.9596
2015-05-13,219.625,220.96,221.515,437526.0,220.83,219.9198
2015-05-14,221.28,223.37,224.26,241645.0,222.59,222.3184
2015-05-15,221.1,222.4,224.73,250116.0,223.77,221.353
2015-05-18,222.2,224.8,225.65,225618.0,222.2,223.7417
2015-05-19,223.42,224.34,225.42,228278.0,225.0,223.2839
2015-05-20,223.0595,225.71,226.9,284197.0,224.29,224.6474
2015-05-21,224.77,225.46,226.35,195189.0,224.77,224.3986
2015-05-22,224.08,224.88,226.31,150957.0,225.21,223.8213
2015-05-26,222.28,222.63,224.95,247968.0,224.9,221.5819
2015-05-27,222.68,224.85,225.06,160497.0,223.63,223.7915
2015-05-28,223.47,225.04,225.53,273147.0,225.53,223.9806
2015-05-29,223.65,223.66,225.87,456383.0,224.8,222.6071
2015-06-01,221.55,223.09,224.82,363459.0,224.33,222.0398
