Date,Low,Close,High,Volume,Open,Adj Close
2015-01-02,87.87,88.8,90.1462,1407051.0,89.71,85.8769
2015-01-05,87.251,87.6,88.83,2343065.0,88.14,84.7164
2015-01-06,87.48,87.73,88.73,2980168.0,88.01,84.8421
2015-01-07,88.26,89.49,89.55,2148481.0,88.42,86.5441
2015-01-08,90.29,92.39,92.53,2881606.0,90.29,89.3487
2015-01-09,91.0,91.04,92.4799,1912388.0,92.03,88.0431
2015-01-12,89.17,89.52,91.61,3649151.0,91.4,86.5732
2015-01-13,89.58,90.33,92.025,3306412.0,90.48,87.5983
2015-01-14,88.7,89.89,90.9,2807287.0,89.5,87.1716
2015-01-15,90.0,90.5,91.11,2418034.0,90.61,87.7631
2015-01-16,90.28,92.56,92.64,2982241.0,90.47,89.7608
2015-01-20,91.19,91.98,92.9,2339284.0,92.65,89.1984
2015-01-21,91.98,94.74,95.08,2762383.0,92.79,91.8749
2015-01-22,94.03,96.11,96.15,2257773.0,95.52,93.2035
2015-01-23,94.44,94.48,96.25,2001173.0,95.94,91.6228
2015-01-26,93.32,94.24,94.5799,1822065.0,94.25,91.39
2015-01-27,93.16,93.7,94.3,1521414.0,93.61,90.8664
2015-01-28,92.561,92.69,94.71,2094887.0,94.48,89.8869
2015-01-29,91.95,93.61,93.78,1347668.0,92.95,90.7791
2015-01-30,91.64,91.82,93.6,2048635.0,92.97,89.0432
2015-02-02,90.2,92.22,92.91,2817535.0,92.01,89.4311
2015-02-03,91.83,94.18,94.27,2562104.0,93.01,91.3318
2015-02-04,93.0,96.05,96.9,3873347.0,93.76,93.1453
2015-02-05,96.01,96.59,97.71,3461398.0,96.13,93.669
2015-02-06,94.16,94.54,96.79,3557628.0,96.34,91.681
2015-02-09,93.38,93.74,94.6,1696007.0,94.18,90.9051
2015-02-10,94.04,95.75,95.95,1900646.0,94.15,92.8544
2015-02-11,95.3801,96.46,96.75,1840952.0,95.49,93.5429
2015-02-12,95.99,97.08,97.16,1513793.0,97.16,94.1441
2015-02-13,95.82,96.12,96.89,1504604.0,96.58,93.2132
2015-02-17,95.59,96.62,96.62,1515564.0,96.09,93.698
2015-02-18,95.605,96.89,96.96,2334488.0,96.27,93.9599
2015-02-19,96.22,96.64,97.49,1215507.0,96.77,93.7174
2015-02-20,96.2,97.92,98.12,1705487.0,96.4,94.9587
2015-02-23,98.0,100.68,100.76,2587432.0,98.0,97.6353
2015-02-24,100.06,100.17,101.98,2207055.0,100.86,97.1407
2015-02-25,99.22,99.52,100.48,1435573.0,100.27,96.5103
2015-02-26,99.08,99.31,99.92,1171619.0,99.46,96.3067
2015-02-27,99.1,99.55,99.92,2486023.0,99.39,96.5394
2015-03-02,99.47,100.5,100.8,2528781.0,99.53,97.4607
2015-03-03,99.03,99.79,100.33,3398236.0,100.17,96.7722
2015-03-04,98.7801,101.75,102.0,4275350.0,99.44,98.6729
2015-03-05,101.37,102.09,102.63,2967341.0,101.73,99.0026
2015-03-06,100.29,100.67,101.9,2293947.0,101.77,97.6256
2015-03-09,100.6,101.53,101.74,1330244.0,100.62,98.4596
2015-03-10,99.55,100.16,100.76,2335023.0,100.4,97.131
2015-03-11,99.85,100.04,100.94,1627462.0,100.29,97.0146
